Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00631L元大台灣50正2,36.67,-1.63,-4.26%,"302,910","812,939","-510,029"
2,009816凱基台灣TOP50,15.19,-0.29,-1.87%,"342,089","830,673","-488,584"
3,3481 群創,53.70,-2.10,-3.76%,"967,861","1,403,203","-435,341"
4,00988A主動統一全球創新,21.46,-0.63,-2.85%,"213,283","561,339","-348,056"
5,2409 友達,27.10,-2.15,-7.35%,"618,944","945,103","-326,159"
6,00991A主動復華未來50,19.22,-0.39,-1.99%,"210,711","474,293","-263,581"
7,00918 大華優利高填息30,30.94,+ 0.06,+0.19%,"136,102","385,975","-249,872"
8,0050 元大台灣50,104.15,-1.95,-1.84%,"247,034","450,229","-203,195"
9,00981A主動統一台股增長,30.81,-0.55,-1.75%,"444,997","633,850","-188,853"
10,00712 復華富時不動產,8.71,+ 0.03,+0.35%,"92,378","264,458","-172,079"
11,00919 群益台灣精選高息,30.67,+ 0.15,+0.49%,"303,207","451,483","-148,276"
12,00990A主動元大AI新經濟,20.25,-0.45,-2.17%,"124,861","269,836","-144,974"
13,9105 泰金寶-DR,11.45,-1.25,-9.84%,"251,564","334,049","-82,485"
14,2313 華通,259.00,-6.50,-2.45%,"81,755","159,851","-78,096"
15,1402 遠東新,27.55,0.00,0.00%,"442,871","516,695","-73,824"
16,2002 中鋼,19.30,+ 0.05,+0.26%,"206,369","280,064","-73,694"
17,00935 野村臺灣新科技50,59.90,-1.55,-2.52%,"60,107","123,653","-63,546"
18,00984D主動聯博全球非投,10.01,0.00,0.00%,"62,546","125,815","-63,268"
19,2303 聯電,131.50,+ 6.50,+5.20%,"913,668","976,768","-63,099"
20,2489 瑞軒,48.40,-0.65,-1.33%,"49,589","102,947","-53,357"
21,1504 東元,78.40,-8.60,-9.89%,"131,494","180,335","-48,840"
22,00896 中信綠能及電動車,28.96,-0.64,-2.16%,"25,996","73,698","-47,701"
23,3714 富采,70.20,+ 1.70,+2.48%,"25,988","73,656","-47,668"
24,00632R元大台灣50反1,10.37,+ 0.23,+2.27%,"289,158","336,072","-46,913"
25,9904 寶成,26.45,+ 0.05,+0.19%,"51,109","90,795","-39,686"
26,6116 彩晶,18.45,-2.00,-9.78%,"232,945","270,103","-37,158"
27,2312 金寶,39.30,-1.75,-4.26%,"149,380","183,118","-33,738"
28,1102 亞泥,34.40,+ 0.05,+0.15%,"142,141","175,220","-33,079"
29,3711 日月光投控,577.00,-16.00,-2.70%,"62,795","95,053","-32,257"
30,2324 仁寶,41.40,-0.95,-2.24%,"560,742","592,841","-32,098"
31,2633 台灣高鐵,25.50,-0.05,-0.20%,"139,419","171,268","-31,848"
32,2327 國巨*,769.00,+ 26.00,+3.50%,"73,108","103,754","-30,646"
33,009819中信數據及電力,10.75,-0.16,-1.47%,"99,907","130,096","-30,189"
34,00927 群益半導體收益,39.13,-0.92,-2.30%,"49,679","76,453","-26,774"
35,2367 燿華,63.10,+ 1.10,+1.77%,"39,453","66,162","-26,708"
36,0052 富邦科技,61.00,-1.30,-2.09%,"86,502","113,190","-26,687"
37,00961 FT臺灣永續高息,13.11,-0.16,-1.21%,"26,773","51,749","-24,975"
38,2371 大同,30.30,-1.75,-5.46%,"44,499","68,535","-24,035"
39,4958 臻鼎-KY,504.00,+ 11.50,+2.34%,"28,021","51,785","-23,763"
40,2474 可成,230.50,-11.50,-4.75%,"60,232","82,614","-22,381"
41,2355 敬鵬,55.40,-1.00,-1.77%,"24,438","45,967","-21,529"
42,6239 力成,338.00,-16.00,-4.52%,"65,759","86,891","-21,131"
43,2388 威盛,68.90,-4.40,-6.00%,"11,619","32,322","-20,702"
44,2812 台中銀,19.30,-0.10,-0.52%,"56,822","77,348","-20,525"
45,3048 益登,66.30,-1.50,-2.21%,"28,977","49,415","-20,438"
46,00735 國泰臺韓科技,110.50,-4.75,-4.12%,"12,178","32,300","-20,121"
47,00685L群益臺灣加權正2,291.55,-14.35,-4.69%,"10,609","29,635","-19,026"
48,3673 TPK-KY,86.00,-1.60,-1.83%,"35,465","54,468","-19,002"
49,00910 第一金太空衛星,76.55,+ 1.35,+1.80%,"10,406","28,777","-18,371"
50,2402 毅嘉,66.30,-3.00,-4.33%,"17,698","35,875","-18,177"
