Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,00940 元大台灣價值高息,10.24,-0.08,-0.78%,"203,485","77,659","125,825"
2,00878 國泰永續高股息,25.00,0.00,0.00%,"174,671","60,933","113,737"
3,00929 復華台灣科技優息,22.17,-0.03,-0.14%,"127,081","57,836","69,245"
4,2337 旺宏,145.00,+ 13.00,+9.85%,"101,864","46,279","55,585"
5,2317 鴻海,228.00,+ 6.50,+2.93%,"84,974","32,488","52,486"
6,00712 復華富時不動產,9.06,+ 0.05,+0.55%,"62,107","24,362","37,744"
7,2344 華邦電,93.90,+ 5.70,+6.46%,"72,011","42,822","29,189"
8,00918 大華優利高填息30,23.23,-0.13,-0.56%,"46,275","19,089","27,185"
9,00919 群益台灣精選高息,23.33,-0.17,-0.72%,"115,347","90,148","25,199"
10,00900 富邦特選高股息30,15.25,-0.01,-0.07%,"36,405","12,356","24,049"
11,2408 南亞科,226.50,+ 20.50,+9.95%,"85,639","64,622","21,016"
12,00993A主動安聯台灣,12.51,+ 0.14,+1.13%,"38,298","17,386","20,912"
13,00922 國泰台灣領袖50,34.54,+ 0.87,+2.58%,"29,952","9,242","20,709"
14,00642U期元大S＆P石油,28.90,-0.07,-0.24%,"28,380","7,735","20,645"
15,00715L期街口布蘭特正2,58.80,+ 2.05,+3.61%,"29,898","9,589","20,309"
16,0056 元大高股息,40.90,-0.05,-0.12%,"100,596","80,355","20,240"
17,00680L元大美債20正2,7.02,-0.04,-0.57%,"51,626","32,261","19,365"
18,00713 元大台灣高息低波,53.10,-0.35,-0.65%,"32,404","14,272","18,132"
19,0052 富邦科技,54.85,+ 2.15,+4.08%,"70,132","53,470","16,662"
20,2886 兆豐金,39.80,+ 0.25,+0.63%,"51,863","36,028","15,835"
21,00637L元大滬深300正2,21.08,-0.07,-0.33%,"40,203","24,750","15,453"
22,00990A主動元大AI新經濟,15.75,+ 0.25,+1.61%,"33,859","19,040","14,818"
23,009813貝萊德標普卓越50,10.73,+ 0.06,+0.56%,"26,000","11,272","14,727"
24,3231 緯創,142.50,+ 1.00,+0.71%,"35,383","20,778","14,604"
25,2367 燿華,59.80,+ 2.40,+4.18%,"31,264","17,404","13,859"
26,4927 泰鼎-KY,58.60,+ 5.30,+9.94%,"29,779","16,106","13,672"
27,1101 台泥,24.35,-0.10,-0.41%,"55,074","41,535","13,539"
28,00927 群益半導體收益,29.42,+ 0.23,+0.79%,"28,241","16,519","11,721"
29,0050 元大台灣50,93.00,+ 3.05,+3.39%,"96,317","86,681","9,635"
30,1326 台化,50.40,+ 1.05,+2.13%,"25,593","16,165","9,428"
31,00939 統一台灣高息動能,16.56,-0.18,-1.08%,"21,405","12,257","9,147"
32,00965 元大航太防衛科技,26.05,+ 0.21,+0.81%,"35,948","26,950","8,998"
33,00885 富邦越南,18.62,-0.09,-0.48%,"15,200","6,298","8,902"
34,00936 台新永續高息中小,18.67,-0.17,-0.90%,"16,078","8,028","8,050"
35,2542 興富發,39.00,-0.15,-0.38%,"28,212","20,321","7,891"
36,00915 凱基優選高股息30,24.43,-0.37,-1.49%,"13,220","5,711","7,509"
37,00830 國泰費城半導體,73.70,+ 2.15,+3.00%,"19,163","12,167","6,996"
38,00923 群益台ESG低碳50,35.89,+ 0.90,+2.57%,"12,146","5,171","6,975"
39,2867 三商壽,7.85,+ 0.03,+0.38%,"18,793","12,066","6,726"
40,00882 中信中國高股息,15.63,-0.11,-0.70%,"15,847","9,638","6,208"
41,2884 玉山金,32.55,0.00,0.00%,"51,656","45,451","6,204"
42,2330 台積電,"2,265.00",+ 80.00,+3.66%,"42,198","36,211","5,987"
43,00909 國泰數位支付服務,43.43,+ 0.44,+1.02%,"17,694","11,747","5,947"
44,00757 統一FANG+,120.20,+ 1.60,+1.35%,"9,538","3,792","5,745"
45,009811統一美國50,12.10,+ 0.10,+0.83%,"12,673","7,054","5,619"
46,6415 矽力*-KY,420.00,-16.00,-3.67%,"14,870","9,405","5,464"
47,006208富邦台50,215.45,+ 6.50,+3.11%,"11,956","6,513","5,442"
48,00688L國泰20年美債正2,7.01,-0.03,-0.43%,"17,103","11,747","5,356"
49,2881 富邦金,87.90,+ 0.10,+0.11%,"28,070","22,998","5,072"
50,00983A主動中信ARK創新,11.47,-0.01,-0.09%,"9,915","4,867","5,048"
