Rank,Stock,Price,Change,ChangePercent,NetSell
1,0050 元大台灣50,102.85,+ 9.35,+10.00%,"-363,498"
2,00403A主動統一升級50,9.25,+ 0.78,+9.21%,"-141,652"
3,6770 力積電,54.50,+ 4.95,+9.99%,"-138,813"
4,2880 華南金,43.70,+ 1.05,+2.46%,"-71,220"
5,2887 台新新光金,35.95,+ 2.80,+8.45%,"-57,246"
6,1314 中石化,7.57,+ 0.20,+2.71%,"-35,615"
7,2801 彰銀,25.20,+ 0.40,+1.61%,"-33,326"
8,2330 台積電,"2,425.00",+ 220.00,+9.98%,"-33,195"
9,2449 京元電子,223.50,+ 20.00,+9.83%,"-32,461"
10,8150 南茂,72.60,+ 6.60,+10.00%,"-30,341"
11,2332 友訊,21.25,-0.35,-1.62%,"-29,771"
12,2542 興富發,44.00,-0.35,-0.79%,"-27,984"
13,2408 南亞科,360.50,+ 32.50,+9.91%,"-27,956"
14,2337 旺宏,100.50,+ 8.70,+9.48%,"-26,595"
15,1301 台塑,55.00,+ 1.00,+1.85%,"-26,323"
16,2382 廣達,291.50,+ 12.50,+4.48%,"-25,399"
17,2886 兆豐金,53.10,+ 1.60,+3.11%,"-21,860"
18,2892 第一金,36.75,+ 1.25,+3.52%,"-21,540"
19,3711 日月光投控,555.00,+ 50.00,+9.90%,"-21,462"
20,00891 中信關鍵半導體,33.20,+ 3.01,+9.97%,"-17,096"
21,009820元大納斯達克精選,9.47,+ 0.51,+5.69%,"-16,932"
22,2308 台達電,"1,640.00",+ 110.00,+7.19%,"-16,738"
23,2406 國碩,31.15,+ 2.80,+9.88%,"-16,430"
24,1710 東聯,12.90,+ 0.20,+1.57%,"-15,773"
25,2104 國際中橡,9.65,0.00,0.00%,"-14,980"
26,2369 菱生,29.40,+ 2.50,+9.29%,"-14,716"
27,2481 強茂,117.50,+ 10.50,+9.81%,"-14,036"
28,6213 聯茂,263.00,+ 23.50,+9.81%,"-12,895"
29,1303 南亞,159.50,+ 14.50,+10.00%,"-12,687"
30,6239 力成,235.50,+ 21.00,+9.79%,"-12,194"
31,2323 中環,9.94,+ 0.56,+5.97%,"-12,128"
32,6153 嘉聯益,14.05,+ 0.55,+4.07%,"-11,985"
33,8131 福懋科,56.20,+ 5.10,+9.98%,"-11,529"
34,2393 億光,62.50,+ 1.10,+1.79%,"-11,498"
35,1313 聯成,10.35,+ 0.10,+0.98%,"-11,176"
36,3702 大聯大,112.50,+ 7.00,+6.64%,"-10,913"
37,2515 中工,11.85,+ 0.20,+1.72%,"-10,715"
38,1312 國喬,11.30,+ 0.40,+3.67%,"-10,429"
39,00685L群益臺灣加權正2,10.83,+ 1.67,+18.23%,"-9,745"
40,1304 台聚,11.25,+ 0.20,+1.81%,"-9,469"
41,1605 華新,31.45,+ 2.85,+9.97%,"-9,191"
42,1717 長興,59.90,+ 4.20,+7.54%,"-8,978"
43,2634 漢翔,61.90,+ 3.30,+5.63%,"-8,214"
44,2474 可成,183.00,+ 4.50,+2.52%,"-8,176"
45,3037 欣興,787.00,+ 71.00,+9.92%,"-8,058"
46,2360 致茂,"2,100.00",+ 190.00,+9.95%,"-7,934"
47,8926 台汽電,59.00,+ 0.20,+0.34%,"-7,770"
48,6269 台郡,49.20,+ 3.20,+6.96%,"-7,574"
49,2344 華邦電,130.00,+ 11.50,+9.70%,"-7,544"
50,1718 中纖,8.73,+ 0.09,+1.04%,"-7,480"
