Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00403A主動統一升級50,10.36,+ 0.11,+1.07%,"770,081"
2,00981A主動統一台股增長,30.09,+ 0.57,+1.93%,"565,682"
3,00991A主動復華未來50,18.30,+ 0.11,+0.60%,"218,656"
4,00632R元大台灣50反1,9.89,-0.06,-0.60%,"200,742"
5,0050 元大台灣50,106.95,+ 0.90,+0.85%,"185,959"
6,2408 南亞科,540.00,-1.00,-0.18%,"173,424"
7,2609 陽明,56.20,-1.70,-2.94%,"166,615"
8,1605 華新,39.00,+ 0.10,+0.26%,"163,070"
9,00631L元大台灣50正2,36.30,+ 0.35,+0.97%,"149,783"
10,1216 統一,75.70,-1.40,-1.82%,"144,515"
11,6770 力積電,70.00,+ 0.40,+0.57%,"123,751"
12,2603 長榮,231.50,-1.00,-0.43%,"123,088"
13,00992A主動群益科技創新,18.68,+ 0.23,+1.25%,"120,376"
14,009816凱基台灣TOP50,15.59,+ 0.13,+0.84%,"117,155"
15,2324 仁寶,39.70,-0.05,-0.13%,"114,372"
16,2615 萬海,111.50,-2.00,-1.76%,"110,313"
17,2002 中鋼,19.05,-0.10,-0.52%,"109,975"
18,00405A主動富邦台灣龍耀,8.78,+ 0.10,+1.15%,"106,436"
19,2344 華邦電,181.50,-4.50,-2.42%,"104,926"
20,2027 大成鋼,48.40,-0.25,-0.51%,"101,512"
21,2618 長榮航,41.80,-0.95,-2.22%,"99,004"
22,2886 兆豐金,48.20,+ 2.05,+4.44%,"98,937"
23,00400A主動國泰動能高息,15.00,+ 0.19,+1.28%,"96,825"
24,1402 遠東新,28.10,-0.30,-1.06%,"92,972"
25,00407A主動凱基台灣,9.87,+ 0.10,+1.02%,"91,891"
26,0056 元大高股息,53.85,+ 0.25,+0.47%,"86,489"
27,2301 光寶科,317.50,+ 16.50,+5.48%,"79,867"
28,2892 第一金,34.40,+ 1.05,+3.15%,"67,945"
29,3037 欣興,"1,110.00",-70.00,-5.93%,"66,391"
30,2883 凱基金,32.75,+ 0.60,+1.87%,"65,526"
31,009821野村稀土關鍵資源,15.92,0.00,0.00%,"63,662"
32,2356 英業達,64.90,-0.70,-1.07%,"61,457"
33,00988A主動統一全球創新,16.39,-0.14,-0.85%,"56,696"
34,00999A主動野村臺灣高息,11.44,+ 0.13,+1.15%,"53,540"
35,3045 台灣大,115.50,0.00,0.00%,"51,788"
36,3231 緯創,178.00,-1.50,-0.84%,"49,580"
37,8112 至上,90.90,-1.30,-1.41%,"47,608"
38,2881 富邦金,144.00,+ 2.50,+1.77%,"44,633"
39,2353 宏碁,30.85,-0.35,-1.12%,"40,539"
40,0052 富邦科技,62.35,+ 0.45,+0.73%,"38,060"
41,1717 長興,77.70,+ 1.90,+2.51%,"37,859"
42,2606 裕民,72.20,-2.10,-2.83%,"35,987"
43,3706 神達,92.10,+ 0.70,+0.77%,"35,327"
44,1102 亞泥,34.55,-0.55,-1.57%,"34,836"
45,2354 鴻準,63.90,-0.50,-0.78%,"32,316"
46,00997A主動群益美國增長,11.28,-0.09,-0.79%,"32,170"
47,009819中信數據及電力,9.89,-0.02,-0.20%,"31,110"
48,2542 興富發,47.00,-0.75,-1.57%,"31,069"
49,2317 鴻海,253.00,+ 1.00,+0.40%,"31,054"
50,1802 台玻,60.80,+ 1.60,+2.70%,"29,938"
