Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,2330 台積電,"2,355.00",0.00,0.00%,"144,105,259","246,787,941","-102,682,681"
2,2324 仁寶,40.35,+ 3.65,+9.95%,"4,557,588","25,952,701","-21,395,112"
3,2317 鴻海,293.50,+ 4.50,+1.56%,"61,545,917","82,003,231","-20,457,313"
4,3481 群創,56.10,+ 5.10,+10.00%,"26,313,894","44,843,393","-18,529,498"
5,2308 台達電,"2,420.00",-25.00,-1.02%,"24,040,759","42,422,805","-18,382,046"
6,3443 創意,"4,655.00",-15.00,-0.32%,"15,461,832","32,009,611","-16,547,779"
7,3711 日月光投控,601.00,-10.00,-1.64%,"15,655,331","27,140,610","-11,485,279"
8,3017 奇鋐,"2,785.00",+ 120.00,+4.50%,"14,219,678","25,024,183","-10,804,504"
9,2474 可成,223.50,+ 20.00,+9.83%,"1,780,338","12,538,765","-10,758,427"
10,2303 聯電,146.00,+ 1.50,+1.04%,"42,885,958","52,317,105","-9,431,147"
11,2454 聯發科,"4,555.00",+ 245.00,+5.68%,"91,443,242","100,081,968","-8,638,725"
12,1504 東元,78.70,+ 3.70,+4.93%,"4,622,717","13,253,796","-8,631,078"
13,2383 台光電,"5,070.00",-50.00,-0.98%,"11,556,925","18,894,538","-7,337,612"
14,2345 智邦,"2,510.00",+ 80.00,+3.29%,"8,424,026","15,627,596","-7,203,570"
15,2357 華碩,837.00,+ 76.00,+9.99%,"3,720,924","10,553,200","-6,832,276"
16,2375 凱美,164.00,-2.50,-1.50%,"1,336,279","7,919,824","-6,583,544"
17,2472 立隆電,392.00,+ 21.00,+5.66%,"1,469,275","8,044,580","-6,575,305"
18,1402 遠東新,25.05,-0.60,-2.34%,"1,961,636","8,424,924","-6,463,288"
19,1102 亞泥,33.80,-0.20,-0.59%,"554,484","6,966,688","-6,412,204"
20,2881 富邦金,110.50,+ 0.50,+0.45%,"9,632,129","15,238,927","-5,606,797"
21,7769 鴻勁,"7,515.00",-745.00,-9.02%,"9,872,447","15,419,435","-5,546,988"
22,2449 京元電子,318.00,-10.50,-3.20%,"16,604,612","22,141,333","-5,536,721"
23,2301 光寶科,234.50,0.00,0.00%,"8,425,119","13,834,366","-5,409,246"
24,2633 台灣高鐵,25.10,+ 0.25,+1.01%,"364,124","5,532,076","-5,167,951"
25,6669 緯穎,"5,515.00",+ 70.00,+1.29%,"12,638,595","17,703,445","-5,064,849"
26,2610 華航,19.55,+ 0.45,+2.36%,"1,465,581","5,999,530","-4,533,948"
27,2891 中信金,62.10,+ 1.60,+2.64%,"2,720,511","6,884,591","-4,164,080"
28,6116 彩晶,18.80,+ 1.70,+9.94%,"1,084,804","4,861,840","-3,777,035"
29,2885 元大金,59.20,-0.40,-0.67%,"1,839,132","5,446,781","-3,607,649"
30,2360 致茂,"2,580.00",+ 60.00,+2.38%,"10,177,367","13,479,404","-3,302,037"
31,2395 研華,517.00,+ 22.00,+4.44%,"1,970,690","5,269,181","-3,298,490"
32,6515 穎崴,"8,705.00",+ 40.00,+0.46%,"2,812,649","6,057,012","-3,244,362"
33,6285 啟碁,314.00,-5.00,-1.57%,"5,357,477","8,415,096","-3,057,618"
34,3583 辛耘,867.00,0.00,0.00%,"1,387,791","4,398,604","-3,010,812"
35,2886 兆豐金,41.45,+ 1.45,+3.63%,"2,035,332","4,866,241","-2,830,908"
36,3042 晶技,202.50,-13.00,-6.03%,"7,427,992","10,239,309","-2,811,317"
37,2313 華通,282.00,-2.50,-0.88%,"20,625,239","23,392,963","-2,767,723"
38,1303 南亞,107.50,+ 9.40,+9.58%,"11,826,720","14,542,450","-2,715,730"
39,3665 貿聯-KY,"2,120.00",+ 35.00,+1.68%,"3,223,957","5,781,771","-2,557,813"
40,6442 光聖,"1,885.00",+ 40.00,+2.17%,"3,667,827","5,979,486","-2,311,658"
41,2368 金像電,"1,325.00",+ 5.00,+0.38%,"6,427,001","8,648,234","-2,221,233"
42,3533 嘉澤,"2,675.00",+ 25.00,+0.94%,"2,117,041","4,236,333","-2,119,291"
43,3037 欣興,"1,050.00",-5.00,-0.47%,"20,296,944","22,254,481","-1,957,536"
44,2884 玉山金,31.45,+ 0.50,+1.62%,"1,864,925","3,695,885","-1,830,960"
45,8039 台虹,153.00,-9.00,-5.56%,"5,071,839","6,882,476","-1,810,636"
46,6531 愛普*,"1,125.00",-65.00,-5.46%,"14,451,329","16,073,314","-1,621,985"
47,2892 第一金,27.75,+ 0.30,+1.09%,"1,441,881","3,015,338","-1,573,457"
48,2353 宏碁,38.70,+ 3.50,+9.94%,"1,060,210","2,631,696","-1,571,485"
49,3231 緯創,174.00,+ 15.50,+9.78%,"16,460,576","18,028,178","-1,567,602"
50,3149 正達,78.30,+ 7.10,+9.97%,"545,408","2,049,126","-1,503,718"
