Rank,Stock,Price,Change,ChangePercent,NetSell
1,00403A主動統一升級50,9.00,-0.62,-6.44%,"-232,883"
2,0050 元大台灣50,97.15,-4.30,-4.24%,"-148,154"
3,009816凱基台灣TOP50,13.94,-0.74,-5.04%,"-60,852"
4,00981A主動統一台股增長,25.45,-2.08,-7.56%,"-58,778"
5,00991A主動復華未來50,15.11,-1.37,-8.31%,"-46,981"
6,0056 元大高股息,48.19,-1.81,-3.62%,"-31,858"
7,00405A主動富邦台灣龍耀,7.27,-0.66,-8.32%,"-31,254"
8,00631L元大台灣50正2,30.60,-2.94,-8.77%,"-30,210"
9,6770 力積電,55.80,-6.10,-9.85%,"-27,468"
10,2887 台新新光金,33.95,-1.00,-2.86%,"-24,385"
11,2883 凱基金,29.60,-1.10,-3.58%,"-20,996"
12,2317 鴻海,238.00,-15.00,-5.93%,"-20,086"
13,2344 華邦電,144.00,-16.00,-10.00%,"-18,011"
14,00919 群益台灣精選高息,28.89,-0.70,-2.37%,"-14,726"
15,2330 台積電,"2,280.00",-70.00,-2.98%,"-14,659"
16,00400A主動國泰動能高息,12.51,-0.93,-6.92%,"-13,764"
17,00935 野村臺灣新科技50,50.70,-4.05,-7.40%,"-12,692"
18,2882 國泰金,95.40,-3.10,-3.15%,"-12,249"
19,1605 華新,30.60,-2.05,-6.28%,"-11,402"
20,00988A主動統一全球創新,15.39,-1.53,-9.04%,"-10,992"
21,2449 京元電子,236.00,-26.00,-9.92%,"-10,361"
22,2353 宏碁,28.85,-1.25,-4.15%,"-9,871"
23,2337 旺宏,113.00,-12.50,-9.96%,"-9,392"
24,2301 光寶科,194.00,-18.00,-8.49%,"-9,364"
25,2880 華南金,41.40,0.00,0.00%,"-9,207"
26,2885 元大金,63.50,-1.20,-1.85%,"-9,057"
27,00990A主動元大AI新經濟,14.76,-1.34,-8.32%,"-8,892"
28,00891 中信關鍵半導體,31.97,-2.01,-5.92%,"-8,300"
29,2881 富邦金,125.50,-4.50,-3.46%,"-7,700"
30,00999A主動野村臺灣高息,9.85,-0.48,-4.65%,"-7,541"
31,00878 國泰永續高股息,31.50,-1.05,-3.23%,"-7,532"
32,00982A主動群益台灣強棒,20.09,-1.72,-7.89%,"-7,368"
33,00992A主動群益科技創新,14.58,-1.19,-7.55%,"-7,324"
34,2892 第一金,34.80,0.00,0.00%,"-7,288"
35,2834 臺企銀,18.10,-0.10,-0.55%,"-7,106"
36,6005 群益證,33.70,-1.90,-5.34%,"-7,070"
37,00918 大華優利高填息30,31.83,-0.75,-2.30%,"-6,925"
38,00881 國泰台灣科技龍頭,48.14,-2.91,-5.70%,"-6,890"
39,00927 群益半導體收益,33.41,-2.42,-6.75%,"-6,732"
40,8112 至上,78.20,-6.10,-7.24%,"-6,473"
41,2303 聯電,113.50,-12.50,-9.92%,"-5,965"
42,2308 台達電,"1,580.00",-175.00,-9.97%,"-5,959"
43,2408 南亞科,392.50,-43.50,-9.98%,"-5,574"
44,1504 東元,63.00,-4.50,-6.67%,"-5,468"
45,9904 寶成,24.05,-0.25,-1.03%,"-5,320"
46,00996A主動兆豐台灣豐收,12.00,-1.07,-8.19%,"-5,276"
47,2515 中工,11.75,-0.15,-1.26%,"-4,924"
48,2890 永豐金,38.65,-0.95,-2.40%,"-4,410"
49,009820元大納斯達克精選,9.41,-0.42,-4.27%,"-4,290"
50,00947 台新臺灣IC設計,30.55,-3.21,-9.51%,"-4,236"
