Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,1303 南亞,67.70,+ 3.30,+5.12%,"533,677","347,967","185,709"
2,00712 復華富時不動產,9.27,-0.01,-0.11%,"318,841","172,433","146,407"
3,2867 三商壽,7.29,-0.03,-0.41%,"326,456","214,620","111,836"
4,00882 中信中國高股息,15.51,-0.01,-0.06%,"177,302","91,364","85,938"
5,1301 台塑,43.85,+ 0.40,+0.92%,"185,356","119,578","65,778"
6,2890 永豐金,27.25,-0.25,-0.91%,"284,818","222,006","62,811"
7,2891 中信金,43.70,-0.40,-0.91%,"369,240","308,117","61,123"
8,2834 臺企銀,15.85,-0.05,-0.31%,"154,095","96,878","57,216"
9,3037 欣興,196.50,+ 0.50,+0.26%,"182,573","131,512","51,061"
10,2881 富邦金,93.10,+ 1.00,+1.09%,"445,131","397,077","48,053"
11,3481 群創,14.20,+ 0.20,+1.43%,"332,447","284,469","47,978"
12,00919 群益台灣精選高息,21.68,+ 0.07,+0.32%,"460,991","413,346","47,644"
13,00637L元大滬深300正2,19.88,-0.08,-0.40%,"272,659","228,839","43,820"
14,2889 國票金,17.15,0.00,0.00%,"100,376","59,312","41,064"
15,2303 聯電,47.50,+ 0.30,+0.64%,"320,059","280,146","39,912"
16,00941 中信上游半導體,17.10,+ 0.30,+1.79%,"93,703","55,158","38,545"
17,00680L元大美債20正2,7.48,0.00,0.00%,"304,733","268,524","36,208"
18,2882 國泰金,67.60,+ 1.00,+1.50%,"271,448","237,284","34,163"
19,2515 中工,13.90,-0.15,-1.07%,"147,307","113,433","33,874"
20,2885 元大金,36.55,0.00,0.00%,"290,703","257,719","32,984"
21,1326 台化,35.60,+ 0.15,+0.42%,"185,168","152,240","32,927"
22,1409 新纖,15.70,0.00,0.00%,"75,217","42,625","32,591"
23,9904 寶成,31.40,+ 0.40,+1.29%,"98,822","69,222","29,599"
24,6505 台塑化,53.30,-0.60,-1.11%,"97,846","70,042","27,803"
25,2880 華南金,30.25,+ 0.05,+0.17%,"143,073","116,293","26,779"
26,2883 凱基金,15.85,0.00,0.00%,"280,597","254,400","26,196"
27,00985B群益ESG投等債0-5,10.26,-0.01,-0.10%,"141,962","116,537","25,425"
28,00885 富邦越南,17.20,+ 0.24,+1.42%,"64,114","39,982","24,132"
29,8150 南茂,43.85,0.00,0.00%,"145,461","122,132","23,328"
30,2027 大成鋼,38.55,+ 0.10,+0.26%,"130,425","107,593","22,832"
31,00940 元大台灣價值高息,9.29,+ 0.04,+0.43%,"219,413","197,268","22,144"
32,00915 凱基優選高股息30,22.10,-0.04,-0.18%,"44,155","24,308","19,847"
33,00713 元大台灣高息低波,50.35,+ 0.05,+0.10%,"67,784","49,480","18,303"
34,2605 新興,28.70,+ 0.50,+1.77%,"49,334","32,307","17,026"
35,00961 FT臺灣永續高息,9.45,+ 0.04,+0.43%,"47,531","30,661","16,870"
36,1402 遠東新,29.05,+ 0.05,+0.17%,"109,680","93,016","16,664"
37,1802 台玻,35.90,-1.20,-3.23%,"400,640","384,830","15,809"
38,2486 一詮,94.10,0.00,0.00%,"75,365","59,675","15,690"
39,2633 台灣高鐵,28.00,0.00,0.00%,"56,252","40,681","15,571"
40,2903 遠百,24.30,+ 0.10,+0.41%,"52,549","37,250","15,298"
41,00665L富邦恒生國企正2,11.15,-0.19,-1.68%,"177,197","162,121","15,076"
42,3715 定穎投控,114.50,0.00,0.00%,"150,027","135,385","14,642"
43,6005 群益證,25.15,-0.10,-0.40%,"55,625","41,659","13,965"
44,2606 裕民,63.30,-0.20,-0.31%,"58,441","44,616","13,825"
45,9933 中鼎,35.25,+ 0.90,+2.62%,"45,299","32,107","13,192"
46,8039 台虹,79.30,-1.70,-2.10%,"69,902","56,955","12,947"
47,00945B凱基美國非投等債,14.50,0.00,0.00%,"69,826","57,139","12,687"
48,00753L中信中國50正2,12.63,-0.16,-1.25%,"210,574","198,095","12,478"
49,00902 中信電池及儲能,13.12,-0.05,-0.38%,"46,204","33,859","12,344"
