Rank,Stock,Price,Change,ChangePercent,NetSell
1,2801 彰銀,24.25,-0.40,-1.62%,"-24,452"
2,2834 臺企銀,17.90,-0.20,-1.10%,"-23,146"
3,2610 華航,20.60,-0.75,-3.51%,"-20,604"
4,1303 南亞,197.00,-11.00,-5.29%,"-19,336"
5,2892 第一金,34.15,-0.25,-0.73%,"-19,302"
6,2887 台新新光金,34.50,-0.10,-0.29%,"-16,597"
7,2880 華南金,41.25,0.00,0.00%,"-14,627"
8,0050 元大台灣50,103.90,+ 0.05,+0.05%,"-13,975"
9,2886 兆豐金,48.15,-0.05,-0.10%,"-12,531"
10,4958 臻鼎-KY,506.00,-53.00,-9.48%,"-12,396"
11,6770 力積電,66.00,-1.90,-2.80%,"-11,748"
12,1216 統一,77.00,+ 0.20,+0.26%,"-9,082"
13,2891 中信金,63.50,-0.50,-0.78%,"-8,701"
14,2332 友訊,22.40,-1.50,-6.28%,"-8,295"
15,2481 強茂,144.50,-13.00,-8.25%,"-8,046"
16,2812 台中銀,20.45,0.00,0.00%,"-6,931"
17,6213 聯茂,343.50,-23.50,-6.40%,"-6,296"
18,1810 和成,30.75,-3.40,-9.96%,"-5,887"
19,2406 國碩,33.35,-1.95,-5.52%,"-5,492"
20,1314 中石化,8.41,-0.01,-0.12%,"-4,967"
21,2542 興富發,44.95,+ 0.15,+0.33%,"-4,963"
22,2369 菱生,34.70,-1.75,-4.80%,"-4,931"
23,2330 台積電,"2,405.00",+ 5.00,+0.21%,"-4,614"
24,8150 南茂,98.20,-1.80,-1.80%,"-4,481"
25,2609 陽明,50.50,-0.90,-1.75%,"-4,147"
26,00953B群益優選非投等債,9.79,-0.03,-0.31%,"-3,563"
27,00712 復華富時不動產,8.85,-0.05,-0.56%,"-3,425"
28,2890 永豐金,38.20,-0.30,-0.78%,"-3,283"
29,5871 中租-KY,120.50,-2.50,-2.03%,"-3,248"
30,2845 遠東銀,13.20,-0.15,-1.12%,"-3,215"
31,2377 微星,152.00,-3.00,-1.94%,"-3,202"
32,2449 京元電子,286.00,-9.00,-3.05%,"-2,752"
33,2912 統一超,237.00,-2.50,-1.04%,"-2,739"
34,2401 凌陽,28.20,-1.70,-5.69%,"-2,728"
35,1710 東聯,16.80,-0.75,-4.27%,"-2,353"
36,3576 聯合再生,18.35,-1.10,-5.66%,"-2,344"
37,6239 力成,294.00,0.00,0.00%,"-2,234"
38,1304 台聚,13.45,+ 0.25,+1.89%,"-2,090"
39,3532 台勝科,421.50,-46.50,-9.94%,"-2,018"
40,2425 承啟,45.80,+ 0.65,+1.44%,"-1,981"
41,2393 億光,66.90,-0.20,-0.30%,"-1,952"
42,8131 福懋科,68.70,-3.10,-4.32%,"-1,909"
43,8039 台虹,256.00,+ 23.00,+9.87%,"-1,871"
44,1308 亞聚,14.55,+ 0.15,+1.04%,"-1,758"
45,2426 鼎元,61.10,+ 2.30,+3.91%,"-1,658"
46,1310 台苯,10.20,+ 0.05,+0.49%,"-1,552"
47,1409 新纖,23.80,-0.60,-2.46%,"-1,538"
48,2382 廣達,336.00,+ 7.00,+2.13%,"-1,500"
49,2302 麗正,42.45,-1.10,-2.53%,"-1,479"
50,2478 大毅,138.00,-12.00,-8.00%,"-1,455"
