Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00406A主動中信台灣收益,9.50,-0.18,-1.86%,"29,785","167,715","-137,929"
2,00685L群益臺灣加權正2,11.16,-0.28,-2.45%,"32,613","100,747","-68,133"
3,3481 群創,46.75,-2.75,-5.56%,"11,576","71,777","-60,201"
4,00631L元大台灣50正2,33.96,-0.85,-2.44%,"17,422","70,906","-53,484"
5,6770 力積電,66.60,-3.10,-4.45%,"7,476","52,100","-44,623"
6,00403A主動統一升級50,9.97,-0.19,-1.87%,"22,726","62,001","-39,274"
7,0050 元大台灣50,103.10,-1.80,-1.72%,"15,711","54,882","-39,171"
8,00981A主動統一台股增長,29.06,-0.55,-1.86%,"61,150","100,081","-38,930"
9,009816凱基台灣TOP50,15.11,-0.20,-1.31%,"30,788","57,384","-26,596"
10,00991A主動復華未來50,17.71,-0.43,-2.37%,"45,889","67,350","-21,461"
11,2324 仁寶,39.30,-1.30,-3.20%,"8,556","28,845","-20,288"
12,00988A主動統一全球創新,16.50,-0.82,-4.73%,"10,232","29,333","-19,100"
13,00984D主動聯博全球非投,10.06,+ 0.01,+0.10%,"9,319","28,023","-18,704"
14,2344 華邦電,168.00,-8.50,-4.82%,"7,884","25,791","-17,906"
15,00881 國泰台灣科技龍頭,48.54,-0.94,-1.90%,"11,891","27,724","-15,833"
16,2634 漢翔,68.60,-4.70,-6.41%,"3,446","18,516","-15,069"
17,2885 元大金,62.50,-1.50,-2.34%,"14,650","29,319","-14,668"
18,2303 聯電,115.50,-3.50,-2.94%,"24,113","37,776","-13,663"
19,2408 南亞科,481.00,-34.00,-6.60%,"3,148","16,471","-13,323"
20,1303 南亞,187.50,-12.50,-6.25%,"6,596","18,849","-12,252"
21,00637L元大滬深300正2,20.01,-0.81,-3.89%,"5,742","17,320","-11,577"
22,0056 元大高股息,52.00,-0.70,-1.33%,"4,489","15,431","-10,942"
23,2317 鴻海,245.00,-4.00,-1.61%,"5,242","16,151","-10,908"
24,009826貝萊德世界股票,10.12,-0.06,-0.59%,"6,188","16,360","-10,171"
25,1301 台塑,56.80,-2.10,-3.57%,"3,211","12,793","-9,582"
26,2887 台新新光金,36.40,-0.50,-1.36%,"26,676","35,949","-9,273"
27,00878 國泰永續高股息,32.30,-0.08,-0.25%,"8,518","17,569","-9,051"
28,1326 台化,56.70,-2.70,-4.55%,"4,012","13,060","-9,048"
29,00953B群益優選非投等債,9.66,0.00,0.00%,"33,435","41,945","-8,510"
30,00891 中信關鍵半導體,33.12,-0.76,-2.24%,"3,605","11,912","-8,307"
31,00929 復華台灣科技優息,28.52,+ 0.03,+0.11%,"11,729","20,031","-8,301"
32,2610 華航,19.90,-0.20,-1.00%,"7,744","15,871","-8,126"
33,2883 凱基金,30.40,-0.55,-1.78%,"13,558","21,571","-8,013"
34,00990A主動元大AI新經濟,15.71,-0.81,-4.90%,"4,804","12,520","-7,715"
35,00982A主動群益台灣強棒,21.63,-0.51,-2.30%,"7,155","14,067","-6,912"
36,2891 中信金,64.90,-1.60,-2.41%,"15,690","22,328","-6,637"
37,2327 國巨*,576.00,0.00,0.00%,"4,326","10,942","-6,616"
38,2330 台積電,"2,350.00",-30.00,-1.26%,"4,082","10,551","-6,468"
39,00407A主動凱基台灣,9.51,-0.22,-2.26%,"8,660","14,831","-6,171"
40,2481 強茂,136.50,-3.00,-2.15%,"2,022","7,858","-5,836"
41,00400A主動國泰動能高息,14.51,-0.25,-1.69%,"7,035","12,651","-5,616"
42,00961 FT臺灣永續高息,13.05,+ 0.05,+0.38%,"5,621","11,022","-5,401"
43,00673R期元大S＆P原油反1,12.30,-0.02,-0.16%,"3,490","8,716","-5,225"
44,2359 所羅門,161.00,-16.50,-9.30%,"1,241","6,304","-5,063"
45,8070 長華*,51.00,-3.40,-6.25%,"6,071","11,072","-5,000"
46,2337 旺宏,119.00,-3.00,-2.46%,"5,322","10,152","-4,829"
47,00992A主動群益科技創新,17.64,-0.30,-1.67%,"8,952","13,641","-4,688"
48,00830 國泰費城半導體,84.10,-3.65,-4.16%,"1,776","6,448","-4,671"
49,00923 群益台ESG低碳50,38.43,-0.75,-1.91%,"1,711","6,254","-4,543"
50,3702 大聯大,106.50,0.00,0.00%,"5,331","9,828","-4,497"
