Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00919 群益台灣精選高息,32.58,-0.13,-0.40%,"47,074","268,736","-221,661"
2,00918 大華優利高填息30,35.46,+ 0.02,+0.06%,"41,422","241,955","-200,533"
3,009828中信台日韓PCB,9.71,+ 0.08,+0.83%,"31,676","128,361","-96,684"
4,00712 復華富時不動產,8.60,-0.07,-0.81%,"27,862","104,929","-77,067"
5,00632R元大台灣50反1,9.70,0.00,0.00%,"64,312","138,670","-74,357"
6,2324 仁寶,38.90,-0.15,-0.38%,"24,313","98,625","-74,311"
7,00673R期元大S＆P原油反1,10.93,-0.07,-0.64%,"24,945","96,015","-71,070"
8,00961 FT臺灣永續高息,13.49,+ 0.05,+0.37%,"20,772","90,392","-69,619"
9,00929 復華台灣科技優息,29.12,+ 0.23,+0.80%,"21,687","81,489","-59,801"
10,00406A主動中信台灣收益,9.66,+ 0.05,+0.52%,"78,507","119,861","-41,354"
11,2313 華通,228.00,-3.00,-1.30%,"10,122","40,137","-30,015"
12,3231 緯創,189.00,+ 2.50,+1.34%,"55,188","84,131","-28,942"
13,00953B群益優選非投等債,9.50,-0.01,-0.11%,"31,993","59,405","-27,412"
14,00404A主動聯博動能50,10.02,+ 0.03,+0.30%,"16,180","42,993","-26,813"
15,009803玉山市值動能50,22.24,+ 0.05,+0.23%,"9,695","30,753","-21,057"
16,2356 英業達,64.30,+ 0.30,+0.47%,"15,427","36,361","-20,934"
17,2353 宏碁,31.80,+ 0.75,+2.42%,"18,595","35,180","-16,585"
18,00896 中信綠能及電動車,28.55,+ 0.07,+0.25%,"6,549","21,559","-15,009"
19,2481 強茂,152.00,-0.50,-0.33%,"8,734","23,553","-14,819"
20,00962 台新AI優息動能,15.30,+ 0.11,+0.72%,"6,695","21,382","-14,687"
21,6949 沛爾生醫*-創,54.90,-5.50,-9.11%,"26,047","40,411","-14,363"
22,00984D主動聯博全球非投,9.83,+ 0.01,+0.10%,"13,691","27,985","-14,294"
23,3706 神達,81.80,+ 1.50,+1.87%,"6,705","20,938","-14,233"
24,2426 鼎元,99.50,+ 2.00,+2.05%,"11,835","25,882","-14,047"
25,009826貝萊德世界股票,10.05,-0.04,-0.40%,"10,792","24,398","-13,606"
26,2301 光寶科,292.50,+ 1.50,+0.52%,"7,619","20,498","-12,879"
27,2317 鴻海,252.00,+ 0.50,+0.20%,"23,770","36,339","-12,568"
28,00664R國泰臺灣加權反1,1.58,0.00,0.00%,"23,423","35,373","-11,950"
29,1717 長興,72.30,0.00,0.00%,"3,463","14,848","-11,384"
30,00985B群益ESG投等債0-5,10.05,-0.01,-0.10%,"10,274","20,285","-10,010"
31,2812 台中銀,19.15,-0.25,-1.29%,"16,374","26,051","-9,677"
32,8112 至上,86.50,-3.00,-3.35%,"5,418","14,805","-9,386"
33,009829大華韓國KOSPI50,11.12,-0.06,-0.54%,"26,181","35,106","-8,925"
34,2891 中信金,66.60,-1.60,-2.35%,"29,455","37,754","-8,299"
35,00999A主動野村臺灣高息,11.53,+ 0.03,+0.26%,"8,131","16,271","-8,140"
36,00665L富邦恒生國企正2,9.13,-0.10,-1.08%,"8,200","15,941","-7,740"
37,2027 大成鋼,48.60,-0.75,-1.52%,"19,887","27,452","-7,564"
38,00637L元大滬深300正2,19.65,-0.12,-0.61%,"7,224","14,625","-7,401"
39,2634 漢翔,65.30,-0.60,-0.91%,"5,272","12,040","-6,768"
40,2464 盟立,197.50,+ 3.00,+1.54%,"3,760","10,385","-6,625"
41,8039 台虹,289.50,-5.00,-1.70%,"13,332","19,418","-6,085"
42,2801 彰銀,26.85,-0.40,-1.47%,"38,631","44,535","-5,904"
43,3033 威健,41.85,-1.45,-3.35%,"3,362","9,255","-5,893"
44,2312 金寶,31.80,+ 0.50,+1.60%,"5,416","11,124","-5,707"
45,00753L中信中國50正2,9.12,-0.09,-0.98%,"8,768","14,208","-5,439"
46,00686R群益臺灣加權反1,0.95,0.00,0.00%,"10,696","15,860","-5,163"
47,3714 富采,63.70,-1.20,-1.85%,"4,964","10,006","-5,042"
48,6919 康霈*,82.40,+ 0.80,+0.98%,"3,200","8,213","-5,013"
49,2382 廣達,342.00,+ 14.00,+4.27%,"24,310","28,990","-4,679"
50,2377 微星,156.50,+ 4.00,+2.62%,"8,797","13,403","-4,605"
