Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,00403A主動統一升級50,10.75,+ 0.05,+0.47%,"1,288,145","243,601","1,044,543"
2,2409 友達,26.25,+ 2.35,+9.83%,"195,890","77,320","118,569"
3,2618 長榮航,42.55,+ 2.80,+7.04%,"169,699","52,145","117,554"
4,00992A主動群益科技創新,18.65,+ 0.14,+0.76%,"127,309","44,709","82,599"
5,2887 台新新光金,32.60,+ 0.30,+0.93%,"125,316","56,969","68,347"
6,3481 群創,58.60,+ 5.30,+9.94%,"134,215","72,299","61,915"
7,2883 凱基金,30.20,+ 0.50,+1.68%,"136,728","86,823","49,905"
8,2884 玉山金,35.50,+ 0.30,+0.85%,"88,641","41,362","47,278"
9,1303 南亞,126.50,+ 11.50,+10.00%,"97,257","51,643","45,614"
10,00878 國泰永續高股息,33.27,+ 0.36,+1.09%,"79,886","37,418","42,467"
11,2408 南亞科,437.00,+ 12.00,+2.82%,"82,239","39,843","42,395"
12,00991A主動復華未來50,20.02,+ 0.18,+0.91%,"72,320","31,385","40,935"
13,2344 華邦電,199.00,+ 2.00,+1.02%,"128,205","87,624","40,581"
14,2892 第一金,32.50,+ 0.70,+2.20%,"94,177","55,182","38,995"
15,2610 華航,21.85,+ 0.65,+3.07%,"77,489","38,848","38,641"
16,009816凱基台灣TOP50,15.55,+ 0.04,+0.26%,"127,401","90,384","37,016"
17,00999A主動野村臺灣高息,11.19,+ 0.06,+0.54%,"59,225","22,697","36,528"
18,5880 合庫金,24.75,+ 0.15,+0.61%,"54,594","18,367","36,226"
19,0050 元大台灣50,106.00,+ 0.10,+0.09%,"81,044","45,805","35,238"
20,1402 遠東新,28.80,+ 0.25,+0.88%,"53,944","21,903","32,040"
21,00400A主動國泰動能高息,14.87,+ 0.15,+1.02%,"61,543","31,151","30,391"
22,00940 元大台灣價值高息,12.53,+ 0.17,+1.38%,"43,098","12,861","30,236"
23,2890 永豐金,36.35,+ 1.05,+2.97%,"102,677","75,855","26,821"
24,1326 台化,53.70,+ 1.60,+3.07%,"39,686","13,823","25,862"
25,1802 台玻,69.30,+ 1.10,+1.61%,"38,486","13,857","24,628"
26,00673R期元大S＆P原油反1,14.85,+ 0.82,+5.84%,"55,694","31,345","24,348"
27,00631L元大台灣50正2,37.51,+ 0.20,+0.54%,"142,041","121,410","20,631"
28,2845 遠東銀,13.30,+ 0.35,+2.70%,"37,819","18,494","19,325"
29,00891 中信關鍵半導體,36.65,+ 0.03,+0.08%,"32,510","13,740","18,769"
30,00406A主動中信台灣收益,10.13,+ 0.05,+0.50%,"45,149","26,474","18,675"
31,00990A主動元大AI新經濟,20.72,-0.17,-0.81%,"63,675","45,023","18,652"
32,009820元大納斯達克精選,10.15,-0.11,-1.07%,"31,435","14,306","17,128"
33,2886 兆豐金,45.10,+ 0.60,+1.35%,"48,985","32,047","16,938"
34,0052 富邦科技,62.15,+ 0.30,+0.49%,"39,406","23,115","16,290"
35,1301 台塑,47.95,+ 1.20,+2.57%,"31,129","15,401","15,727"
36,00402A主動安聯美國科技,9.97,-0.06,-0.60%,"36,920","21,363","15,556"
37,00997A主動群益美國增長,14.00,-0.06,-0.43%,"29,719","14,435","15,284"
38,00982A主動群益台灣強棒,24.14,+ 0.17,+0.71%,"38,616","23,365","15,251"
39,0056 元大高股息,51.95,+ 0.40,+0.78%,"37,080","21,979","15,101"
40,2880 華南金,38.10,+ 0.65,+1.74%,"44,045","29,018","15,027"
41,2881 富邦金,135.50,+ 3.50,+2.65%,"38,991","24,228","14,763"
42,2882 國泰金,113.50,+ 4.00,+3.65%,"48,160","33,782","14,377"
43,2489 瑞軒,48.60,+ 2.70,+5.88%,"25,318","11,549","13,768"
44,2891 中信金,71.00,+ 0.20,+0.28%,"56,361","44,697","11,663"
45,00680L元大美債20正2,7.02,+ 0.11,+1.59%,"32,018","20,629","11,388"
46,2401 凌陽,31.50,+ 0.75,+2.44%,"18,936","7,667","11,269"
47,00993A主動安聯台灣,13.99,+ 0.07,+0.50%,"20,764","9,974","10,789"
48,00929 復華台灣科技優息,30.57,+ 0.20,+0.66%,"29,514","20,390","9,124"
49,2478 大毅,227.50,+ 20.50,+9.90%,"15,017","6,836","8,180"
50,3019 亞光,158.50,-5.50,-3.35%,"15,289","7,399","7,890"
