Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2618 長榮航,39.90,-1.10,-2.68%,"497,022"
2,2002 中鋼,19.00,-0.20,-1.04%,"289,748"
3,00981A主動統一台股增長,30.22,+ 0.27,+0.90%,"280,900"
4,2883 凱基金,31.65,+ 0.15,+0.48%,"274,108"
5,3231 緯創,193.50,-3.50,-1.78%,"264,128"
6,2324 仁寶,43.20,+ 3.90,+9.92%,"245,128"
7,00632R元大台灣50反1,10.01,+ 0.06,+0.60%,"215,511"
8,2884 玉山金,37.65,+ 0.35,+0.94%,"197,164"
9,009816凱基台灣TOP50,15.49,-0.03,-0.19%,"182,638"
10,2867 三商壽,9.75,+ 0.13,+1.35%,"176,788"
11,00631L元大台灣50正2,35.69,-0.60,-1.65%,"176,440"
12,1402 遠東新,27.10,+ 0.15,+0.56%,"143,117"
13,00712 復華富時不動產,8.90,0.00,0.00%,"138,010"
14,2353 宏碁,32.30,+ 0.75,+2.38%,"130,924"
15,5880 合庫金,24.20,0.00,0.00%,"129,970"
16,2891 中信金,65.80,-0.70,-1.05%,"129,602"
17,00991A主動復華未來50,18.24,+ 0.05,+0.27%,"128,450"
18,1216 統一,75.80,-0.50,-0.66%,"117,333"
19,2027 大成鋼,47.60,-2.80,-5.56%,"112,291"
20,2317 鴻海,259.50,-2.50,-0.95%,"105,795"
21,1605 華新,39.05,-0.25,-0.64%,"103,879"
22,4938 和碩,94.80,0.00,0.00%,"102,709"
23,2882 國泰金,101.50,+ 2.00,+2.01%,"100,760"
24,2603 長榮,219.00,+ 3.50,+1.62%,"99,047"
25,5876 上海商銀,42.35,+ 0.10,+0.24%,"95,372"
26,2615 萬海,90.60,+ 3.10,+3.54%,"94,924"
27,2890 永豐金,40.55,+ 0.60,+1.50%,"94,639"
28,2356 英業達,69.90,+ 1.10,+1.60%,"93,732"
29,00992A主動群益科技創新,17.91,+ 0.13,+0.73%,"90,546"
30,3045 台灣大,108.00,-0.50,-0.46%,"88,230"
31,00407A主動凱基台灣,9.92,+ 0.09,+0.92%,"80,466"
32,2301 光寶科,267.00,-2.50,-0.93%,"72,267"
33,00405A主動富邦台灣龍耀,8.66,+ 0.04,+0.46%,"68,430"
34,6505 台塑化,70.90,+ 1.10,+1.58%,"65,028"
35,6770 力積電,78.40,+ 3.50,+4.67%,"64,075"
36,2412 中華電,135.00,-1.00,-0.74%,"63,857"
37,00919 群益台灣精選高息,30.57,+ 0.16,+0.53%,"61,174"
38,2105 正新,30.40,-0.30,-0.98%,"57,725"
39,4904 遠傳,99.00,-0.50,-0.50%,"57,661"
40,00918 大華優利高填息30,34.15,+ 0.18,+0.53%,"56,602"
41,2377 微星,159.00,-9.00,-5.36%,"54,490"
42,3576 聯合再生,17.75,-0.15,-0.84%,"54,146"
43,2845 遠東銀,13.20,0.00,0.00%,"52,883"
44,8112 至上,95.80,-2.00,-2.04%,"51,926"
45,2609 陽明,51.60,+ 0.20,+0.39%,"49,727"
46,0056 元大高股息,53.40,+ 0.40,+0.75%,"46,769"
47,0052 富邦科技,61.95,-0.45,-0.72%,"46,141"
48,00997A主動群益美國增長,11.73,-0.03,-0.26%,"45,054"
49,009819中信數據及電力,10.50,0.00,0.00%,"45,021"
50,009821野村稀土關鍵資源,14.76,-0.22,-1.47%,"44,843"
