Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,3481 群創,46.40,-3.80,-7.57%,"389,449","907,902","-518,453"
2,00988A主動統一全球創新,21.21,-0.86,-3.90%,"87,529","267,219","-179,689"
3,2409 友達,21.20,-0.60,-2.75%,"331,321","507,684","-176,363"
4,00991A主動復華未來50,19.10,-0.64,-3.24%,"124,324","251,361","-127,037"
5,009816凱基台灣TOP50,14.80,-0.35,-2.31%,"227,033","343,922","-116,889"
6,1402 遠東新,24.80,+ 1.35,+5.76%,"153,965","249,287","-95,321"
7,2892 第一金,27.25,-0.35,-1.27%,"98,499","192,892","-94,393"
8,00632R元大台灣50反1,10.73,+ 0.23,+2.19%,"110,531","179,476","-68,945"
9,2002 中鋼,18.85,-0.25,-1.31%,"112,942","181,486","-68,543"
10,2884 玉山金,30.70,-0.45,-1.44%,"86,371","144,832","-58,460"
11,2887 台新新光金,23.00,-0.30,-1.29%,"306,429","357,348","-50,919"
12,2880 華南金,29.60,-0.35,-1.17%,"146,121","189,692","-43,571"
13,00984D主動聯博全球非投,10.07,0.00,0.00%,"34,197","76,452","-42,255"
14,1102 亞泥,32.40,-0.60,-1.82%,"28,861","65,812","-36,950"
15,2801 彰銀,20.05,-0.10,-0.50%,"41,318","78,044","-36,725"
16,00712 復華富時不動產,8.76,-0.01,-0.11%,"25,097","61,700","-36,602"
17,2890 永豐金,29.50,-0.15,-0.51%,"57,857","92,243","-34,386"
18,00990A主動元大AI新經濟,19.23,-0.65,-3.27%,"76,310","106,826","-30,515"
19,00935 野村臺灣新科技50,59.95,-2.15,-3.46%,"44,928","74,907","-29,978"
20,2633 台灣高鐵,24.80,-0.45,-1.78%,"32,680","61,546","-28,865"
21,00753L中信中國50正2,9.33,-0.47,-4.80%,"22,359","48,992","-26,632"
22,00665L富邦恒生國企正2,9.00,-0.43,-4.56%,"33,327","57,482","-24,154"
23,9904 寶成,25.20,-0.15,-0.59%,"21,277","44,840","-23,563"
24,00715L期街口布蘭特正2,55.75,+ 1.05,+1.92%,"10,416","31,312","-20,895"
25,00631L元大台灣50正2,34.47,-1.26,-3.53%,"162,342","182,547","-20,205"
26,2834 臺企銀,15.90,-0.25,-1.55%,"49,003","68,922","-19,918"
27,2313 華通,259.00,-23.00,-8.16%,"70,005","88,890","-18,884"
28,2489 瑞軒,48.00,-2.70,-5.33%,"54,252","71,890","-17,637"
29,1216 統一,70.80,+ 0.60,+0.85%,"40,617","57,860","-17,242"
30,2402 毅嘉,66.10,-2.60,-3.78%,"8,297","23,983","-15,686"
31,2812 台中銀,18.50,-0.30,-1.60%,"17,702","33,126","-15,423"
32,00927 群益半導體收益,40.10,-0.76,-1.86%,"34,150","49,029","-14,878"
33,2474 可成,190.50,-18.00,-8.63%,"18,689","33,211","-14,522"
34,2382 廣達,308.50,-3.50,-1.12%,"88,824","103,249","-14,424"
35,5880 合庫金,22.70,-0.05,-0.22%,"23,874","37,885","-14,011"
36,3714 富采,72.70,-1.60,-2.15%,"35,771","49,491","-13,719"
37,2610 華航,18.60,+ 0.15,+0.81%,"90,394","104,015","-13,620"
38,2355 敬鵬,61.70,-0.90,-1.44%,"14,296","27,779","-13,483"
39,00664R國泰臺灣加權反1,1.74,+ 0.04,+2.35%,"59,681","71,657","-11,976"
40,009802富邦旗艦50,19.80,-0.69,-3.37%,"25,669","37,308","-11,638"
41,3045 台灣大,111.00,+ 1.00,+0.91%,"39,823","51,410","-11,586"
42,4960 誠美材,31.95,-1.20,-3.62%,"8,526","20,049","-11,522"
43,2912 統一超,207.00,+ 0.50,+0.24%,"23,811","35,103","-11,291"
44,2388 威盛,74.40,-1.50,-1.98%,"9,061","19,767","-10,706"
45,1301 台塑,45.05,-0.40,-0.88%,"20,519","31,164","-10,644"
46,1326 台化,45.40,-0.05,-0.11%,"18,415","28,814","-10,399"
47,6209 今國光,80.70,-1.20,-1.47%,"10,643","20,838","-10,195"
48,1101 台泥,23.65,-0.20,-0.84%,"62,988","72,835","-9,847"
49,2515 中工,12.60,-0.25,-1.95%,"18,078","27,742","-9,663"
50,00642U期元大S＆P石油,29.06,+ 0.09,+0.31%,"9,593","19,220","-9,626"
