Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00981A主動統一台股增長,31.60,-0.63,-1.95%,"91,929"
2,2449 京元電子,329.50,-9.50,-2.80%,"51,659"
3,00918 大華優利高填息30,32.00,-0.11,-0.34%,"44,943"
4,00919 群益台灣精選高息,30.58,-0.22,-0.71%,"39,990"
5,2883 凱基金,30.10,-0.25,-0.82%,"38,686"
6,2887 台新新光金,32.15,+ 0.10,+0.31%,"33,745"
7,2610 華航,22.30,+ 0.50,+2.29%,"29,356"
8,3711 日月光投控,662.00,-12.00,-1.78%,"26,474"
9,2834 臺企銀,17.65,+ 0.20,+1.15%,"25,129"
10,2002 中鋼,19.20,-0.30,-1.54%,"24,437"
11,2801 彰銀,23.20,+ 0.35,+1.53%,"23,181"
12,8150 南茂,106.50,-7.50,-6.58%,"20,637"
13,1802 台玻,69.90,-6.70,-8.75%,"16,858"
14,00992A主動群益科技創新,18.95,-0.47,-2.42%,"16,719"
15,2426 鼎元,94.70,+ 4.80,+5.34%,"16,435"
16,2301 光寶科,223.50,-8.00,-3.46%,"16,379"
17,2303 聯電,170.00,+ 10.00,+6.25%,"15,609"
18,2337 旺宏,172.00,-13.50,-7.28%,"15,567"
19,2369 菱生,44.55,+ 4.05,+10.00%,"14,667"
20,3715 定穎投控,180.00,-14.50,-7.46%,"14,435"
21,2481 強茂,193.50,+ 17.50,+9.94%,"13,886"
22,2006 東和鋼鐵,69.70,+ 0.10,+0.14%,"13,564"
23,6770 力積電,78.60,-3.00,-3.68%,"13,356"
24,1605 華新,37.80,-2.95,-7.24%,"13,298"
25,6213 聯茂,281.00,-27.00,-8.77%,"13,028"
26,6168 宏齊,34.20,+ 3.10,+9.97%,"12,231"
27,00999A主動野村臺灣高息,11.20,-0.23,-2.01%,"11,842"
28,2330 台積電,"2,490.00",-20.00,-0.80%,"11,635"
29,00994A主動第一金台股優,18.07,-0.45,-2.43%,"11,585"
30,6257 矽格,237.00,-5.50,-2.27%,"10,995"
31,1301 台塑,49.55,-2.85,-5.44%,"10,963"
32,2388 威盛,79.60,-4.80,-5.69%,"10,581"
33,2441 超豐,136.00,-4.00,-2.86%,"9,536"
34,1314 中石化,7.85,-0.19,-2.36%,"9,221"
35,6005 群益證,39.75,-0.05,-0.13%,"9,147"
36,2353 宏碁,33.40,-0.60,-1.76%,"9,095"
37,2609 陽明,51.30,-1.00,-1.91%,"8,900"
38,8046 南電,909.00,+ 45.00,+5.21%,"8,862"
39,3714 富采,70.10,-2.80,-3.84%,"8,797"
40,00878 國泰永續高股息,33.98,-0.14,-0.41%,"8,010"
41,2340 台亞,43.55,+ 0.75,+1.75%,"7,943"
42,2867 三商壽,8.72,+ 0.03,+0.35%,"7,721"
43,6176 瑞儀,90.00,-0.20,-0.22%,"7,605"
44,3035 智原,233.00,+ 3.50,+1.53%,"7,147"
45,2812 台中銀,20.00,+ 0.35,+1.78%,"6,986"
46,00953B群益優選非投等債,9.63,0.00,0.00%,"6,982"
47,1319 東陽,79.40,-5.40,-6.37%,"6,626"
48,1514 亞力,127.00,0.00,0.00%,"6,245"
49,00900 富邦特選高股息30,19.79,-0.06,-0.30%,"6,191"
50,009805新光美國電力基建,17.18,+ 0.27,+1.60%,"5,926"
