Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00406A主動中信台灣收益,9.28,-0.11,-1.17%,"99,657","596,155","-496,498"
2,00919 群益台灣精選高息,32.74,-0.15,-0.46%,"67,032","378,196","-311,164"
3,00685L群益臺灣加權正2,11.55,-0.13,-1.11%,"108,680","377,767","-269,086"
4,00712 復華富時不動產,8.29,-0.03,-0.36%,"57,772","296,905","-239,133"
5,00918 大華優利高填息30,35.43,-0.08,-0.23%,"44,756","254,425","-209,669"
6,2409 友達,27.90,-0.80,-2.79%,"94,615","284,116","-189,501"
7,00631L元大台灣50正2,35.09,-0.31,-0.88%,"62,289","246,875","-184,586"
8,00981A主動統一台股增長,28.86,-0.46,-1.57%,"69,636","226,801","-157,165"
9,00673R期元大S＆P原油反1,9.99,-0.05,-0.50%,"61,579","201,223","-139,644"
10,0050 元大台灣50,106.25,-0.65,-0.61%,"69,727","178,146","-108,419"
11,00961 FT臺灣永續高息,13.33,-0.07,-0.52%,"25,170","130,018","-104,848"
12,009816凱基台灣TOP50,15.75,-0.07,-0.44%,"72,044","176,618","-104,573"
13,00929 復華台灣科技優息,28.46,-0.14,-0.49%,"18,963","119,246","-100,282"
14,2344 華邦電,159.50,-0.50,-0.31%,"24,394","123,604","-99,210"
15,009828中信台日韓PCB,9.26,-0.09,-0.96%,"28,823","120,179","-91,355"
16,6770 力積電,66.90,-3.80,-5.37%,"79,694","150,230","-70,536"
17,00404A主動聯博動能50,9.72,-0.08,-0.82%,"18,449","86,520","-68,070"
18,00896 中信綠能及電動車,27.69,-0.14,-0.50%,"16,347","73,291","-56,944"
19,3481 群創,46.80,-0.85,-1.78%,"33,313","90,130","-56,816"
20,00403A主動統一升級50,9.95,-0.14,-1.39%,"111,709","161,720","-50,011"
21,009803玉山市值動能50,20.56,-0.18,-0.87%,"14,081","58,266","-44,184"
22,00400A主動國泰動能高息,14.42,-0.30,-2.04%,"20,026","62,525","-42,499"
23,00991A主動復華未來50,16.87,-0.27,-1.58%,"29,860","66,728","-36,867"
24,2002 中鋼,18.65,-0.15,-0.80%,"23,821","60,470","-36,649"
25,009826貝萊德世界股票,9.98,0.00,0.00%,"17,648","52,732","-35,083"
26,3231 緯創,182.50,+ 1.50,+0.83%,"39,640","74,641","-35,000"
27,2408 南亞科,465.50,-7.50,-1.59%,"13,173","47,857","-34,683"
28,2324 仁寶,36.95,-0.95,-2.51%,"29,215","63,655","-34,440"
29,1409 新纖,23.90,-0.45,-1.85%,"10,495","40,685","-30,189"
30,1101 台泥,23.80,-0.10,-0.42%,"27,212","53,704","-26,491"
31,00999A主動野村臺灣高息,11.18,-0.15,-1.32%,"11,688","35,677","-23,989"
32,00881 國泰台灣科技龍頭,49.21,-0.33,-0.67%,"24,866","47,651","-22,785"
33,2330 台積電,"2,385.00",+ 5.00,+0.21%,"12,603","35,106","-22,503"
34,0056 元大高股息,55.00,-0.40,-0.72%,"17,110","38,345","-21,234"
35,00405A主動富邦台灣龍耀,8.32,-0.24,-2.80%,"40,851","61,614","-20,763"
36,1303 南亞,221.50,-12.50,-5.34%,"28,699","49,076","-20,376"
37,1301 台塑,62.00,-0.90,-1.43%,"15,469","34,937","-19,468"
38,00992A主動群益科技創新,17.31,-0.31,-1.76%,"17,211","36,556","-19,345"
39,00407A主動凱基台灣,9.27,-0.19,-2.01%,"30,055","49,340","-19,284"
40,00409A主動復華全球50,9.49,-0.04,-0.42%,"20,652","38,614","-17,962"
41,00962 台新AI優息動能,14.66,-0.09,-0.61%,"7,056","24,146","-17,089"
42,009829大華韓國KOSPI50,10.36,-0.15,-1.43%,"25,485","41,633","-16,147"
43,8150 南茂,84.40,-2.20,-2.54%,"6,144","21,045","-14,901"
44,00935 野村臺灣新科技50,57.40,-0.60,-1.03%,"10,476","24,693","-14,217"
45,6116 彩晶,13.65,-0.20,-1.44%,"18,820","32,631","-13,811"
46,2337 旺宏,114.50,-1.50,-1.29%,"9,638","23,449","-13,810"
47,1326 台化,65.80,-1.80,-2.66%,"14,336","27,852","-13,516"
48,00982A主動群益台灣強棒,21.88,-0.29,-1.31%,"10,673","22,623","-11,950"
49,2308 台達電,"1,670.00",+ 50.00,+3.09%,"11,941","23,586","-11,645"
50,00891 中信關鍵半導體,34.54,-0.47,-1.34%,"10,986","22,486","-11,499"
