Rank,Stock,Price,Change,ChangePercent,NetBuy
1,3231 緯創,191.00,+ 17.00,+9.77%,"91,903"
2,2303 聯電,141.50,-4.50,-3.08%,"63,634"
3,2353 宏碁,42.55,+ 3.85,+9.95%,"51,535"
4,2409 友達,26.15,+ 2.35,+9.87%,"47,815"
5,2337 旺宏,175.50,+ 8.00,+4.78%,"27,577"
6,2317 鴻海,301.50,+ 8.00,+2.73%,"25,503"
7,2890 永豐金,31.00,+ 0.55,+1.81%,"23,191"
8,0056 元大高股息,52.80,+ 0.90,+1.73%,"20,172"
9,2609 陽明,53.60,-1.30,-2.37%,"19,359"
10,1326 台化,54.40,+ 0.60,+1.12%,"19,073"
11,2408 南亞科,419.50,+ 38.00,+9.96%,"18,322"
12,1402 遠東新,26.25,+ 1.20,+4.79%,"17,883"
13,00878 國泰永續高股息,32.49,+ 0.50,+1.56%,"17,421"
14,1303 南亞,112.50,+ 5.00,+4.65%,"16,576"
15,1605 華新,40.45,+ 0.75,+1.89%,"16,226"
16,2324 仁寶,44.35,+ 4.00,+9.91%,"15,081"
17,6116 彩晶,20.65,+ 1.85,+9.84%,"13,971"
18,2344 華邦電,184.50,+ 16.50,+9.82%,"12,925"
19,2885 元大金,59.60,+ 0.40,+0.68%,"12,339"
20,2834 臺企銀,16.30,+ 0.10,+0.62%,"10,943"
21,1301 台塑,50.90,+ 0.90,+1.80%,"9,706"
22,8112 至上,94.50,+ 3.10,+3.39%,"9,653"
23,2882 國泰金,89.20,+ 1.00,+1.13%,"9,165"
24,2498 宏達電,50.00,+ 4.50,+9.89%,"8,688"
25,3706 神達,95.20,+ 1.70,+1.82%,"8,211"
26,3702 大聯大,119.00,+ 0.50,+0.42%,"8,176"
27,5880 合庫金,23.05,+ 0.20,+0.88%,"8,133"
28,2027 大成鋼,43.65,+ 0.45,+1.04%,"7,811"
29,3036 文曄,290.50,+ 3.00,+1.04%,"7,717"
30,6770 力積電,85.90,-1.10,-1.26%,"7,459"
31,5876 上海商銀,41.00,+ 1.20,+3.02%,"7,227"
32,8070 長華*,58.00,+ 5.20,+9.85%,"6,913"
33,2354 鴻準,64.00,+ 1.20,+1.91%,"6,765"
34,2867 三商壽,7.79,+ 0.16,+2.10%,"6,425"
35,00997A主動群益美國增長,13.26,-0.05,-0.38%,"6,383"
36,2881 富邦金,113.50,+ 3.00,+2.71%,"5,760"
37,3149 正達,86.10,+ 7.80,+9.96%,"5,689"
38,00753L中信中國50正2,10.28,+ 0.59,+6.09%,"5,206"
39,6176 瑞儀,103.50,-1.50,-1.43%,"5,034"
40,00891 中信關鍵半導體,36.41,-0.01,-0.03%,"4,757"
41,2323 中環,11.60,+ 1.05,+9.95%,"4,652"
42,00632R元大台灣50反1,10.19,-0.03,-0.29%,"4,401"
43,00637L元大滬深300正2,22.56,+ 0.81,+3.72%,"4,347"
44,00665L富邦恒生國企正2,9.90,+ 0.48,+5.10%,"4,340"
45,2884 玉山金,32.20,+ 0.75,+2.38%,"4,308"
46,2897 王道銀行,10.00,+ 0.06,+0.60%,"4,289"
47,2892 第一金,28.15,+ 0.40,+1.44%,"4,150"
48,6257 矽格,215.00,-4.50,-2.05%,"4,133"
49,1710 東聯,14.55,+ 0.90,+6.59%,"4,081"
50,2357 華碩,920.00,+ 83.00,+9.92%,"4,003"
