Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00403A主動統一升級50,9.84,-0.16,-1.60%,"365,584","2,225,175","-1,859,591"
2,00981A主動統一台股增長,28.24,-0.18,-0.63%,"60,319","173,184","-112,865"
3,00982A主動群益台灣強棒,22.52,-0.03,-0.13%,"29,664","129,717","-100,052"
4,00891 中信關鍵半導體,33.90,-0.25,-0.73%,"26,880","120,317","-93,437"
5,00991A主動復華未來50,17.60,-0.05,-0.28%,"67,986","160,930","-92,943"
6,2324 仁寶,28.25,-0.40,-1.40%,"27,551","100,649","-73,097"
7,00878 國泰永續高股息,27.80,-0.10,-0.36%,"30,546","100,061","-69,514"
8,0050 元大台灣50,94.90,-0.50,-0.52%,"31,236","79,990","-48,754"
9,009816凱基台灣TOP50,13.65,-0.09,-0.66%,"58,543","107,188","-48,645"
10,00631L元大台灣50正2,30.91,-0.35,-1.12%,"37,831","81,740","-43,908"
11,00999A主動野村臺灣高息,10.19,-0.07,-0.68%,"21,134","57,086","-35,951"
12,2408 南亞科,305.00,-6.50,-2.09%,"17,628","49,797","-32,168"
13,00992A主動群益科技創新,17.29,-0.13,-0.75%,"42,066","74,074","-32,008"
14,2382 廣達,300.00,-6.00,-1.96%,"17,703","49,553","-31,850"
15,00988A主動統一全球創新,19.26,-0.26,-1.33%,"62,784","89,830","-27,046"
16,00673R期元大S＆P原油反1,11.27,-0.58,-4.89%,"11,310","36,163","-24,853"
17,2801 彰銀,20.20,-0.05,-0.25%,"13,394","35,132","-21,738"
18,2344 華邦電,130.50,+ 1.00,+0.77%,"59,630","81,264","-21,633"
19,2303 聯電,111.00,+ 1.00,+0.91%,"132,590","153,219","-20,628"
20,2834 臺企銀,15.85,-0.05,-0.31%,"14,931","35,381","-20,450"
21,00712 復華富時不動產,8.77,-0.05,-0.57%,"9,437","29,296","-19,859"
22,00980A主動野村臺灣優選,22.82,-0.25,-1.08%,"9,477","29,278","-19,800"
23,2002 中鋼,18.20,+ 0.05,+0.28%,"11,748","30,604","-18,855"
24,1802 台玻,64.80,-0.20,-0.31%,"8,428","27,199","-18,770"
25,6116 彩晶,10.35,+ 0.10,+0.98%,"11,792","28,998","-17,205"
26,2337 旺宏,160.00,-2.50,-1.54%,"15,473","32,251","-16,778"
27,1717 長興,73.80,-4.90,-6.23%,"4,981","19,992","-15,010"
28,4958 臻鼎-KY,388.50,-12.50,-3.12%,"7,614","22,353","-14,739"
29,2883 凱基金,21.35,-0.50,-2.29%,"47,315","61,102","-13,786"
30,2890 永豐金,30.00,-0.20,-0.66%,"27,265","40,589","-13,324"
31,2603 長榮,197.50,-3.00,-1.50%,"11,574","24,397","-12,822"
32,00753L中信中國50正2,10.21,-0.24,-2.30%,"16,955","29,364","-12,408"
33,2367 燿華,64.30,+ 2.50,+4.05%,"9,193","20,356","-11,162"
34,2377 微星,113.00,+ 1.00,+0.89%,"8,043","19,118","-11,074"
35,2498 宏達電,44.20,-1.10,-2.43%,"6,407","16,780","-10,373"
36,2618 長榮航,34.10,-0.55,-1.59%,"15,056","25,060","-10,003"
37,5880 合庫金,22.70,-0.15,-0.66%,"7,158","16,858","-9,699"
38,00665L富邦恒生國企正2,9.75,-0.23,-2.30%,"12,204","21,818","-9,614"
39,1326 台化,45.25,+ 0.80,+1.80%,"4,337","13,030","-8,692"
40,2812 台中銀,18.85,+ 0.10,+0.53%,"13,175","21,218","-8,043"
41,3231 緯創,135.50,0.00,0.00%,"14,935","22,945","-8,010"
42,6278 台表科,210.00,-10.50,-4.76%,"6,991","14,854","-7,862"
43,1301 台塑,45.90,+ 0.20,+0.44%,"5,453","13,021","-7,568"
44,00990A主動元大AI新經濟,17.40,-0.27,-1.53%,"24,289","31,682","-7,393"
45,1303 南亞,84.20,-1.10,-1.29%,"36,605","43,988","-7,383"
46,2329 華泰,54.10,-2.40,-4.25%,"3,236","10,478","-7,242"
47,3037 欣興,816.00,-5.00,-0.61%,"5,715","12,679","-6,963"
48,3711 日月光投控,510.00,-37.00,-6.76%,"10,277","16,520","-6,242"
49,00961 FT臺灣永續高息,11.12,0.00,0.00%,"5,597","11,778","-6,181"
50,2353 宏碁,27.40,-0.30,-1.08%,"13,644","19,619","-5,974"
