Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00403A主動統一升級50,10.17,-0.17,-1.64%,"49,642"
2,3481 群創,47.70,-1.65,-3.34%,"33,032"
3,2609 陽明,59.40,+ 1.40,+2.41%,"30,569"
4,2892 第一金,38.90,+ 0.90,+2.37%,"23,165"
5,1101 台泥,24.50,-0.30,-1.21%,"21,058"
6,2834 臺企銀,18.00,+ 0.10,+0.56%,"21,057"
7,2812 台中銀,19.50,+ 0.40,+2.09%,"18,903"
8,5880 合庫金,27.20,+ 0.35,+1.30%,"18,662"
9,2412 中華電,140.50,+ 1.00,+0.72%,"18,423"
10,2354 鴻準,65.70,+ 0.70,+1.08%,"13,349"
11,2382 廣達,336.50,+ 0.50,+0.15%,"12,257"
12,2880 華南金,45.85,+ 1.05,+2.34%,"11,478"
13,1326 台化,70.20,-1.10,-1.54%,"10,729"
14,2886 兆豐金,51.70,+ 1.80,+3.61%,"9,867"
15,2889 國票金,16.75,+ 0.20,+1.21%,"9,576"
16,1402 遠東新,28.65,0.00,0.00%,"8,522"
17,2883 凱基金,37.85,+ 0.65,+1.75%,"8,513"
18,00409A主動復華全球50,9.63,-0.18,-1.83%,"8,464"
19,1102 亞泥,35.30,-0.15,-0.42%,"8,292"
20,1301 台塑,64.60,-1.00,-1.52%,"8,177"
21,2845 遠東銀,13.70,+ 0.25,+1.86%,"7,945"
22,2618 長榮航,42.35,+ 0.55,+1.32%,"7,941"
23,3045 台灣大,121.00,+ 1.00,+0.83%,"7,607"
24,3702 大聯大,106.50,-1.50,-1.39%,"7,162"
25,5876 上海商銀,48.65,+ 0.75,+1.57%,"6,621"
26,2820 華票,17.40,+ 0.35,+2.05%,"6,472"
27,2353 宏碁,31.10,-0.40,-1.27%,"6,414"
28,3711 日月光投控,618.00,-32.00,-4.92%,"5,525"
29,1314 中石化,8.12,-0.01,-0.12%,"5,483"
30,6257 矽格,211.50,-5.50,-2.53%,"5,386"
31,1312 國喬,14.35,-0.60,-4.01%,"5,350"
32,3189 景碩,822.00,-5.00,-0.60%,"4,605"
33,2515 中工,12.00,0.00,0.00%,"4,333"
34,2104 國際中橡,10.50,-0.10,-0.94%,"3,884"
35,2851 中再保,47.15,+ 1.50,+3.29%,"3,768"
36,2617 台航,33.65,+ 0.20,+0.60%,"3,431"
37,3037 欣興,977.00,-17.00,-1.71%,"3,391"
38,2049 上銀,359.00,-4.00,-1.10%,"3,360"
39,9933 中鼎,41.70,+ 1.35,+3.35%,"3,304"
40,3034 聯詠,547.00,+ 2.00,+0.37%,"3,045"
41,2305 全友,41.05,+ 2.55,+6.62%,"2,838"
42,2603 長榮,234.50,+ 3.50,+1.52%,"2,820"
43,2313 華通,221.50,-4.00,-1.77%,"2,820"
44,1802 台玻,58.20,-1.40,-2.35%,"2,750"
45,9945 潤泰新,28.10,+ 0.35,+1.26%,"2,670"
46,1709 和益,36.20,+ 0.90,+2.55%,"2,599"
47,2637 慧洋-KY,101.00,+ 0.50,+0.50%,"2,440"
48,2605 新興,36.50,+ 0.25,+0.69%,"2,437"
49,8046 南電,"1,080.00",+ 10.00,+0.93%,"2,435"
50,3016 嘉晶,109.50,-0.50,-0.45%,"2,388"
