Rank,Stock,Price,Change,ChangePercent,NetSell
1,1802 台玻,69.90,-6.70,-8.75%,"-38,612"
2,2317 鴻海,259.50,-9.00,-3.35%,"-32,412"
3,2409 友達,29.05,-1.90,-6.14%,"-28,756"
4,0050 元大台灣50,110.10,-1.05,-0.94%,"-27,631"
5,2886 兆豐金,45.20,+ 0.45,+1.01%,"-27,499"
6,00991A主動復華未來50,20.56,-0.77,-3.61%,"-25,936"
7,4904 遠傳,107.00,-1.00,-0.93%,"-25,807"
8,2344 華邦電,211.50,-10.50,-4.73%,"-25,100"
9,00631L元大台灣50正2,40.20,-1.12,-2.71%,"-24,515"
10,3481 群創,66.00,0.00,0.00%,"-24,432"
11,2408 南亞科,454.50,-50.50,-10.00%,"-23,555"
12,1605 華新,37.80,-2.95,-7.24%,"-21,476"
13,2880 華南金,37.55,-0.05,-0.13%,"-20,709"
14,3231 緯創,158.50,-4.00,-2.46%,"-20,307"
15,2002 中鋼,19.20,-0.30,-1.54%,"-20,144"
16,00400A主動國泰動能高息,15.17,-0.40,-2.57%,"-17,646"
17,1303 南亞,154.50,+ 2.00,+1.31%,"-16,415"
18,1101 台泥,24.15,-0.20,-0.82%,"-14,929"
19,6116 彩晶,19.00,-0.95,-4.76%,"-14,393"
20,6770 力積電,78.60,-3.00,-3.68%,"-14,053"
21,2890 永豐金,39.80,0.00,0.00%,"-13,711"
22,2313 華通,243.00,-16.50,-6.36%,"-12,900"
23,00990A主動元大AI新經濟,21.08,-0.65,-2.99%,"-12,313"
24,8112 至上,95.80,-4.70,-4.68%,"-12,040"
25,009816凱基台灣TOP50,15.97,-0.20,-1.24%,"-11,762"
26,1326 台化,53.10,-3.10,-5.52%,"-11,592"
27,6282 康舒,61.50,-2.40,-3.76%,"-11,217"
28,00988A主動統一全球創新,22.91,-0.82,-3.46%,"-11,036"
29,9904 寶成,26.00,-0.10,-0.38%,"-10,351"
30,2892 第一金,32.45,+ 0.15,+0.46%,"-10,134"
31,00940 元大台灣價值高息,12.69,-0.14,-1.09%,"-9,941"
32,0056 元大高股息,53.60,-0.45,-0.83%,"-9,525"
33,00927 群益半導體收益,42.70,-0.83,-1.91%,"-9,469"
34,00929 復華台灣科技優息,31.65,-0.51,-1.59%,"-9,306"
35,2492 華新科,577.00,-40.00,-6.48%,"-9,016"
36,2633 台灣高鐵,25.75,-0.20,-0.77%,"-8,959"
37,3149 正達,94.10,-10.40,-9.95%,"-8,339"
38,1314 中石化,7.85,-0.19,-2.36%,"-8,243"
39,5876 上海商銀,41.80,+ 0.35,+0.84%,"-8,211"
40,2105 正新,29.30,-0.75,-2.50%,"-8,115"
41,1216 統一,75.10,+ 0.80,+1.08%,"-7,982"
42,1402 遠東新,28.65,-0.15,-0.52%,"-7,748"
43,9105 泰金寶-DR,9.13,-0.57,-5.88%,"-7,163"
44,00997A主動群益美國增長,14.50,-0.24,-1.63%,"-6,905"
45,2489 瑞軒,47.35,-3.35,-6.61%,"-6,886"
46,00405A主動富邦台灣龍耀,9.51,-0.28,-2.86%,"-6,466"
47,00935 野村臺灣新科技50,63.20,-1.00,-1.56%,"-6,446"
48,4906 正文,44.50,-3.15,-6.61%,"-6,276"
49,2884 玉山金,35.80,0.00,0.00%,"-6,256"
50,00982A主動群益台灣強棒,24.79,-0.66,-2.59%,"-5,990"
