Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00685L群益臺灣加權正2,11.25,+ 0.09,+0.81%,"1,894,673","3,486,817","-1,592,144"
2,00406A主動中信台灣收益,9.58,+ 0.08,+0.84%,"484,428","1,644,196","-1,159,768"
3,0050 元大台灣50,103.80,+ 0.70,+0.68%,"1,166,133","2,250,181","-1,084,047"
4,00403A主動統一升級50,10.03,+ 0.06,+0.60%,"3,231,272","4,223,950","-992,677"
5,009816凱基台灣TOP50,15.13,+ 0.02,+0.13%,"1,341,212","2,164,963","-823,750"
6,00631L元大台灣50正2,34.27,+ 0.31,+0.91%,"1,478,838","2,075,643","-596,804"
7,00991A主動復華未來50,17.91,+ 0.20,+1.13%,"1,737,776","2,268,534","-530,757"
8,00878 國泰永續高股息,32.15,-0.15,-0.46%,"275,257","738,097","-462,840"
9,00881 國泰台灣科技龍頭,48.68,+ 0.14,+0.29%,"196,528","588,770","-392,242"
10,2303 聯電,115.50,0.00,0.00%,"855,330","1,238,181","-382,851"
11,00929 復華台灣科技優息,28.44,-0.08,-0.28%,"223,460","596,194","-372,733"
12,00961 FT臺灣永續高息,13.10,+ 0.05,+0.38%,"146,890","499,781","-352,891"
13,00405A主動富邦台灣龍耀,8.57,+ 0.10,+1.18%,"897,641","1,221,682","-324,040"
14,0056 元大高股息,52.05,+ 0.05,+0.10%,"505,606","823,034","-317,427"
15,3481 群創,46.00,-0.75,-1.60%,"902,969","1,196,502","-293,533"
16,00984D主動聯博全球非投,10.06,0.00,0.00%,"230,981","477,946","-246,964"
17,00981A主動統一台股增長,29.25,+ 0.19,+0.65%,"2,329,615","2,561,652","-232,037"
18,00891 中信關鍵半導體,33.45,+ 0.33,+1.00%,"126,772","325,801","-199,028"
19,009826貝萊德世界股票,10.16,+ 0.04,+0.40%,"124,024","314,343","-190,318"
20,00927 群益半導體收益,35.30,-0.06,-0.17%,"177,780","362,708","-184,927"
21,00988A主動統一全球創新,16.51,+ 0.01,+0.06%,"432,467","608,831","-176,364"
22,2834 臺企銀,16.55,+ 0.15,+0.91%,"449,750","591,820","-142,069"
23,1314 中石化,7.82,+ 0.02,+0.26%,"245,701","367,692","-121,991"
24,00982A主動群益台灣強棒,21.80,+ 0.17,+0.79%,"255,962","377,130","-121,167"
25,2409 友達,25.80,-0.35,-1.34%,"974,754","1,084,888","-110,133"
26,00673R期元大S＆P原油反1,12.34,+ 0.04,+0.33%,"216,021","319,122","-103,101"
27,00632R元大台灣50反1,10.22,-0.04,-0.39%,"1,755,592","1,850,347","-94,754"
28,00400A主動國泰動能高息,14.66,+ 0.15,+1.03%,"459,582","553,289","-93,707"
29,00923 群益台ESG低碳50,38.50,+ 0.07,+0.18%,"57,324","149,519","-92,194"
30,6770 力積電,67.30,+ 0.70,+1.05%,"983,487","1,069,793","-86,306"
31,2337 旺宏,122.00,+ 3.00,+2.52%,"362,115","448,334","-86,218"
32,00919 群益台灣精選高息,30.31,-0.08,-0.26%,"474,726","560,733","-86,006"
33,2327 國巨*,562.00,-14.00,-2.43%,"218,890","304,583","-85,693"
34,2449 京元電子,235.00,0.00,0.00%,"121,186","204,959","-83,772"
35,2330 台積電,"2,375.00",+ 25.00,+1.06%,"262,652","342,261","-79,608"
36,8150 南茂,87.90,+ 0.60,+0.69%,"223,564","299,425","-75,861"
37,2891 中信金,63.40,-1.50,-2.31%,"524,034","594,594","-70,560"
38,00407A主動凱基台灣,9.54,+ 0.03,+0.32%,"757,502","823,525","-66,022"
39,1303 南亞,186.00,-1.50,-0.80%,"603,345","668,330","-64,984"
40,00984A主動安聯台灣高息,15.18,0.00,0.00%,"78,083","142,652","-64,569"
41,2885 元大金,62.10,-0.40,-0.64%,"401,125","464,484","-63,358"
42,00990A主動元大AI新經濟,15.55,-0.16,-1.02%,"271,921","331,552","-59,630"
43,2382 廣達,327.00,-4.00,-1.21%,"217,083","274,339","-57,255"
44,2344 華邦電,176.50,+ 8.50,+5.06%,"675,864","732,024","-56,160"
45,6005 群益證,30.35,+ 0.15,+0.50%,"84,570","140,635","-56,065"
46,9904 寶成,25.05,+ 0.35,+1.42%,"253,858","306,500","-52,642"
47,2332 友訊,20.50,-0.20,-0.97%,"193,859","245,326","-51,466"
48,2492 華新科,272.50,-25.50,-8.56%,"106,774","155,795","-49,020"
49,1409 新纖,24.40,+ 0.30,+1.24%,"97,531","146,108","-48,576"
50,1718 中纖,10.35,-0.10,-0.96%,"208,074","255,813","-47,739"
