Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,2409 友達,26.25,+ 2.35,+9.83%,"559,043","203,629","355,413"
2,2618 長榮航,42.55,+ 2.80,+7.04%,"192,198","43,247","148,951"
3,3481 群創,58.60,+ 5.30,+9.94%,"239,833","140,022","99,811"
4,2610 華航,21.85,+ 0.65,+3.07%,"152,758","58,891","93,867"
5,2337 旺宏,161.50,-5.00,-3.00%,"113,826","42,848","70,978"
6,2105 正新,29.70,-2.45,-7.62%,"86,620","21,385","65,235"
7,2353 宏碁,35.00,-2.60,-6.91%,"107,841","44,320","63,520"
8,00918 大華優利高填息30,32.66,+ 0.54,+1.68%,"155,345","101,972","53,373"
9,6209 今國光,95.70,+ 0.40,+0.42%,"95,742","49,725","46,017"
10,2342 茂矽,50.20,+ 2.15,+4.47%,"50,500","15,338","35,162"
11,2399 映泰,51.90,-0.90,-1.70%,"46,198","14,018","32,179"
12,2464 盟立,166.00,-13.50,-7.52%,"33,322","3,276","30,047"
13,0050 元大台灣50,106.00,+ 0.10,+0.09%,"100,332","70,825","29,507"
14,2332 友訊,18.25,+ 1.65,+9.94%,"35,055","6,831","28,224"
15,2603 長榮,194.00,-10.50,-5.13%,"60,644","32,459","28,185"
16,2305 全友,30.60,+ 0.25,+0.82%,"27,644","1,783","25,861"
17,00673R期元大S＆P原油反1,14.85,+ 0.82,+5.84%,"41,432","17,005","24,427"
18,1905 華紙,15.55,+ 1.40,+9.89%,"37,076","14,957","22,118"
19,4976 佳凌,41.70,+ 3.65,+9.59%,"27,818","6,809","21,009"
20,2890 永豐金,36.35,+ 1.05,+2.97%,"66,734","46,626","20,108"
21,00994A主動第一金台股優,18.30,+ 0.07,+0.38%,"28,774","8,735","20,039"
22,2883 凱基金,30.20,+ 0.50,+1.68%,"145,560","127,013","18,546"
23,2834 臺企銀,17.65,+ 0.15,+0.86%,"48,744","30,202","18,542"
24,3231 緯創,162.50,+ 4.50,+2.85%,"49,733","31,462","18,271"
25,3673 TPK-KY,86.60,+ 7.80,+9.90%,"32,111","13,954","18,158"
26,3059 華晶科,50.50,+ 2.85,+5.98%,"24,416","8,804","15,612"
27,2845 遠東銀,13.30,+ 0.35,+2.70%,"37,052","21,674","15,378"
28,3717 聯嘉投控,22.45,+ 0.80,+3.70%,"19,629","4,311","15,319"
29,2892 第一金,32.50,+ 0.70,+2.20%,"65,780","50,859","14,921"
30,6757 台灣虎航,59.10,+ 2.70,+4.79%,"17,890","3,810","14,080"
31,6116 彩晶,18.25,+ 1.65,+9.94%,"31,780","17,784","13,996"
32,1504 東元,68.70,-1.10,-1.58%,"29,803","15,838","13,965"
33,2402 毅嘉,70.90,+ 0.90,+1.29%,"23,447","10,259","13,188"
34,3532 台勝科,395.50,+ 1.00,+0.25%,"15,391","2,405","12,987"
35,2886 兆豐金,45.10,+ 0.60,+1.35%,"33,120","21,733","11,387"
36,00715L期街口布蘭特正2,37.89,-3.90,-9.33%,"19,298","8,384","10,914"
37,00632R元大台灣50反1,10.16,-0.03,-0.29%,"131,560","120,672","10,887"
38,2646 星宇航空,21.20,+ 0.15,+0.71%,"14,583","4,416","10,167"
39,1907 永豐餘,27.50,+ 0.55,+2.04%,"12,936","3,479","9,456"
40,1503 士電,236.50,+ 12.00,+5.35%,"11,949","3,161","8,788"
41,2495 普安,53.80,+ 4.30,+8.69%,"20,094","11,374","8,719"
42,2302 麗正,45.00,+ 3.20,+7.66%,"20,830","12,203","8,628"
43,3094 聯傑,39.00,+ 2.85,+7.88%,"14,212","5,594","8,618"
44,6269 台郡,79.90,+ 6.60,+9.00%,"21,372","12,847","8,525"
45,00680L元大美債20正2,7.02,+ 0.11,+1.59%,"17,301","9,041","8,260"
46,00830 國泰費城半導體,95.60,-2.85,-2.89%,"16,998","8,785","8,213"
47,8215 明基材,32.05,+ 2.90,+9.95%,"10,968","3,043","7,925"
48,6668 中揚光,46.15,+ 2.35,+5.37%,"12,881","4,960","7,921"
49,1718 中纖,9.79,+ 0.58,+6.30%,"13,160","5,333","7,827"
50,00940 元大台灣價值高息,12.53,+ 0.17,+1.38%,"23,092","15,480","7,612"
