Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00878 國泰永續高股息,33.40,+ 0.59,+1.80%,"25,278","88,220","-62,942"
2,2610 華航,20.45,-2.05,-9.11%,"43,795","102,493","-58,698"
3,00881 國泰台灣科技龍頭,53.20,+ 0.95,+1.82%,"21,653","70,880","-49,226"
4,009826貝萊德世界股票,10.32,+ 0.10,+0.98%,"20,483","66,522","-46,038"
5,00632R元大台灣50反1,10.17,-0.18,-1.74%,"118,036","163,424","-45,387"
6,6770 力積電,67.60,+ 2.10,+3.21%,"78,694","123,761","-45,067"
7,2303 聯電,123.00,+ 7.00,+6.03%,"91,306","129,625","-38,319"
8,00961 FT臺灣永續高息,13.12,+ 0.08,+0.61%,"14,293","51,127","-36,834"
9,2834 臺企銀,16.50,0.00,0.00%,"29,767","60,484","-30,717"
10,00891 中信關鍵半導體,35.50,+ 0.75,+2.16%,"11,491","39,927","-28,435"
11,00712 復華富時不動產,8.86,+ 0.10,+1.14%,"20,749","42,830","-22,080"
12,00929 復華台灣科技優息,29.16,+ 0.57,+1.99%,"18,587","39,879","-21,292"
13,00988A主動統一全球創新,16.67,+ 0.28,+1.71%,"45,517","66,493","-20,975"
14,2812 台中銀,18.70,+ 0.05,+0.27%,"12,775","33,167","-20,391"
15,2801 彰銀,23.20,+ 0.05,+0.22%,"18,942","39,177","-20,234"
16,00923 群益台ESG低碳50,41.72,+ 0.77,+1.88%,"7,234","23,403","-16,168"
17,00664R國泰臺灣加權反1,1.64,-0.04,-2.38%,"18,666","34,743","-16,076"
18,00984D主動聯博全球非投,10.16,+ 0.01,+0.10%,"22,650","38,557","-15,907"
19,00406A主動中信台灣收益,9.37,+ 0.14,+1.52%,"24,834","40,591","-15,757"
20,2344 華邦電,179.50,+ 16.00,+9.79%,"84,088","98,968","-14,879"
21,4958 臻鼎-KY,470.50,-2.50,-0.53%,"10,541","24,122","-13,580"
22,6005 群益證,33.80,-0.05,-0.15%,"9,673","23,164","-13,491"
23,2883 凱基金,31.05,+ 0.20,+0.65%,"36,415","49,296","-12,881"
24,1314 中石化,7.74,-0.06,-0.77%,"26,804","38,811","-12,006"
25,00982A主動群益台灣強棒,22.68,+ 0.29,+1.30%,"17,255","27,594","-10,338"
26,1718 中纖,10.25,+ 0.34,+3.43%,"21,071","31,192","-10,121"
27,1714 和桐,16.65,+ 0.90,+5.71%,"20,486","29,937","-9,451"
28,5880 合庫金,26.10,-0.10,-0.38%,"28,428","37,877","-9,448"
29,6505 台塑化,69.00,-2.00,-2.82%,"13,228","22,215","-8,987"
30,6116 彩晶,14.90,+ 1.35,+9.96%,"29,919","38,817","-8,897"
31,00953B群益優選非投等債,9.77,+ 0.02,+0.21%,"26,784","35,288","-8,503"
32,2449 京元電子,248.50,+ 6.50,+2.69%,"8,855","17,144","-8,289"
33,2327 國巨*,573.00,+ 33.00,+6.11%,"15,985","23,958","-7,973"
34,8926 台汽電,57.00,-5.00,-8.06%,"3,614","11,537","-7,922"
35,2489 瑞軒,33.40,+ 2.55,+8.27%,"6,567","14,387","-7,820"
36,3576 聯合再生,17.15,+ 0.20,+1.18%,"6,975","14,488","-7,512"
37,4915 致伸,60.70,+ 1.20,+2.02%,"4,767","11,895","-7,128"
38,1303 南亞,185.00,-3.00,-1.60%,"40,745","47,843","-7,097"
39,2324 仁寶,36.30,-0.25,-0.68%,"25,917","32,298","-6,381"
40,2646 星宇航空,20.75,-0.55,-2.58%,"4,566","10,329","-5,762"
41,3036 文曄,229.00,+ 17.50,+8.27%,"20,851","26,332","-5,481"
42,00919 群益台灣精選高息,30.03,+ 0.29,+0.98%,"55,210","60,606","-5,395"
43,5871 中租-KY,109.00,0.00,0.00%,"4,136","9,271","-5,134"
44,2458 義隆,145.50,+ 4.00,+2.83%,"4,621","9,622","-5,000"
45,2368 金像電,926.00,-56.00,-5.70%,"5,668","10,536","-4,867"
46,2313 華通,215.00,+ 6.50,+3.12%,"19,843","24,525","-4,681"
47,4906 正文,35.60,+ 1.65,+4.86%,"3,554","8,167","-4,613"
48,2540 愛山林,45.20,-3.70,-7.57%,"1,807","6,237","-4,429"
49,2634 漢翔,61.00,-0.70,-1.13%,"6,926","11,353","-4,426"
50,1301 台塑,55.60,-0.20,-0.36%,"9,159","13,444","-4,285"
