Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2303 聯電,178.00,+ 8.00,+4.71%,"549,944"
2,2882 國泰金,110.00,-3.50,-3.08%,"307,112"
3,2890 永豐金,39.55,-0.25,-0.63%,"265,224"
4,00878 國泰永續高股息,33.66,-0.32,-0.94%,"234,346"
5,2609 陽明,51.60,+ 0.30,+0.58%,"225,302"
6,2881 富邦金,134.50,-3.00,-2.18%,"216,992"
7,2891 中信金,69.90,-2.50,-3.45%,"209,272"
8,2027 大成鋼,40.55,+ 0.55,+1.38%,"207,449"
9,00992A主動群益科技創新,18.74,-0.21,-1.11%,"200,580"
10,6770 力積電,85.70,+ 7.10,+9.03%,"176,302"
11,2317 鴻海,256.00,-3.50,-1.35%,"175,554"
12,2002 中鋼,19.35,+ 0.15,+0.78%,"175,063"
13,2610 華航,23.25,+ 0.95,+4.26%,"166,876"
14,1301 台塑,54.50,+ 4.95,+9.99%,"164,652"
15,2834 臺企銀,17.80,+ 0.15,+0.85%,"147,766"
16,2337 旺宏,172.00,0.00,0.00%,"137,895"
17,00982A主動群益台灣強棒,24.62,-0.17,-0.69%,"130,537"
18,1303 南亞,156.00,+ 1.50,+0.97%,"121,946"
19,2867 三商壽,8.51,-0.21,-2.41%,"116,953"
20,2885 元大金,66.10,-2.20,-3.22%,"115,684"
21,00999A主動野村臺灣高息,11.10,-0.10,-0.89%,"109,488"
22,00891 中信關鍵半導體,37.76,-0.94,-2.43%,"105,492"
23,00919 群益台灣精選高息,30.21,-0.37,-1.21%,"102,286"
24,0056 元大高股息,53.15,-0.45,-0.84%,"95,703"
25,2449 京元電子,333.50,+ 4.00,+1.21%,"92,494"
26,1605 華新,38.15,+ 0.35,+0.93%,"92,215"
27,2887 台新新光金,31.60,-0.55,-1.71%,"88,593"
28,00940 元大台灣價值高息,12.66,-0.03,-0.24%,"85,925"
29,2884 玉山金,35.00,-0.80,-2.23%,"76,431"
30,009820元大納斯達克精選,9.77,-0.23,-2.30%,"70,829"
31,3702 大聯大,106.50,-1.50,-1.39%,"69,670"
32,1326 台化,57.70,+ 5.20,+9.90%,"66,724"
33,5880 合庫金,24.40,-0.15,-0.61%,"66,582"
34,2408 南亞科,443.50,-11.00,-2.42%,"64,005"
35,00953B群益優選非投等債,9.64,+ 0.01,+0.10%,"63,327"
36,00900 富邦特選高股息30,19.69,-0.10,-0.51%,"62,148"
37,6005 群益證,38.55,-1.20,-3.02%,"61,417"
38,00400A主動國泰動能高息,14.92,-0.25,-1.65%,"54,839"
39,2356 英業達,66.40,+ 0.30,+0.45%,"47,816"
40,00929 復華台灣科技優息,31.55,-0.10,-0.32%,"47,270"
41,2312 金寶,38.00,+ 3.45,+9.99%,"43,701"
42,00993A主動安聯台灣,14.18,-0.11,-0.77%,"43,488"
43,2801 彰銀,22.90,-0.30,-1.29%,"42,172"
44,3045 台灣大,119.50,+ 0.50,+0.42%,"39,386"
45,2606 裕民,61.40,-0.30,-0.49%,"38,994"
46,2897 王道銀行,10.55,-0.10,-0.94%,"38,138"
47,1314 中石化,7.99,+ 0.14,+1.78%,"38,057"
48,00983A主動中信ARK創新,11.75,-0.04,-0.34%,"37,934"
49,6176 瑞儀,90.20,+ 0.20,+0.22%,"37,215"
50,2369 菱生,43.30,-1.25,-2.81%,"36,547"
