Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2409 友達,32.70,+ 2.10,+6.86%,"204,417"
2,1802 台玻,74.80,+ 6.80,+10.00%,"55,614"
3,1314 中石化,8.36,+ 0.25,+3.08%,"43,256"
4,2610 華航,23.70,+ 0.60,+2.60%,"43,104"
5,2303 聯電,164.50,+ 0.50,+0.30%,"40,645"
6,00631L元大台灣50正2,38.42,+ 2.14,+5.90%,"37,239"
7,2883 凱基金,28.70,+ 0.05,+0.17%,"34,111"
8,00981A主動統一台股增長,31.28,+ 1.34,+4.48%,"33,998"
9,2887 台新新光金,33.25,+ 0.25,+0.76%,"33,345"
10,1301 台塑,54.50,+ 1.80,+3.42%,"30,041"
11,00712 復華富時不動產,8.84,+ 0.07,+0.80%,"29,485"
12,5880 合庫金,24.85,0.00,0.00%,"28,469"
13,009816凱基台灣TOP50,15.65,+ 0.60,+3.99%,"28,442"
14,2353 宏碁,33.10,+ 0.90,+2.80%,"28,221"
15,2882 國泰金,98.30,+ 0.30,+0.31%,"26,067"
16,2449 京元電子,337.50,+ 29.00,+9.40%,"23,339"
17,00407A主動凱基台灣,9.85,+ 0.39,+4.12%,"21,334"
18,2885 元大金,65.70,0.00,0.00%,"17,176"
19,2634 漢翔,56.60,+ 4.60,+8.85%,"14,946"
20,2812 台中銀,20.05,+ 0.10,+0.50%,"13,613"
21,00662 富邦NASDAQ,122.50,+ 2.10,+1.74%,"13,323"
22,2834 臺企銀,17.75,-0.05,-0.28%,"12,823"
23,3711 日月光投控,680.00,+ 53.00,+8.45%,"12,247"
24,6239 力成,337.50,+ 26.50,+8.52%,"12,234"
25,9907 統一實,15.15,-0.05,-0.33%,"11,852"
26,4938 和碩,83.80,+ 1.60,+1.95%,"11,050"
27,00990A主動元大AI新經濟,20.78,+ 0.88,+4.42%,"10,824"
28,00918 大華優利高填息30,32.13,+ 0.70,+2.23%,"10,454"
29,00940 元大台灣價值高息,12.65,+ 0.17,+1.36%,"10,369"
30,2105 正新,29.95,-0.30,-0.99%,"10,042"
31,2006 東和鋼鐵,67.40,-2.60,-3.71%,"9,725"
32,6005 群益證,38.25,+ 0.70,+1.86%,"9,382"
33,8046 南電,"1,185.00",+ 105.00,+9.72%,"9,115"
34,2406 國碩,41.80,+ 3.80,+10.00%,"8,880"
35,1718 中纖,13.45,+ 1.20,+9.80%,"8,693"
36,1710 東聯,16.75,+ 1.50,+9.84%,"8,226"
37,1102 亞泥,35.00,-0.45,-1.27%,"7,711"
38,00865B國泰US短期公債,48.52,+ 0.04,+0.08%,"7,659"
39,00999A主動野村臺灣高息,10.85,+ 0.21,+1.97%,"6,718"
40,6505 台塑化,55.10,-0.20,-0.36%,"6,697"
41,009805新光美國電力基建,17.05,+ 0.16,+0.95%,"6,124"
42,1714 和桐,19.65,+ 0.75,+3.97%,"6,088"
43,00991A主動復華未來50,20.66,+ 1.01,+5.14%,"5,989"
44,8033 雷虎,169.50,+ 15.00,+9.71%,"5,954"
45,2603 長榮,184.50,+ 0.50,+0.27%,"5,877"
46,3036 文曄,214.00,+ 5.00,+2.39%,"5,829"
47,00403A主動統一升級50,11.02,+ 0.40,+3.77%,"5,659"
48,3016 嘉晶,133.50,+ 12.00,+9.88%,"5,614"
49,6191 精成科,106.50,+ 0.50,+0.47%,"5,505"
50,2484 希華,72.60,+ 3.40,+4.91%,"5,214"
