Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00403A主動統一升級50,9.91,+ 0.10,+1.02%,"142,634"
2,00631L元大台灣50正2,33.85,-0.30,-0.88%,"125,254"
3,0050 元大台灣50,103.30,-0.50,-0.48%,"75,334"
4,2317 鴻海,264.50,+ 6.00,+2.32%,"58,721"
5,009816凱基台灣TOP50,14.96,-0.04,-0.27%,"53,257"
6,00981A主動統一台股增長,28.84,+ 0.38,+1.34%,"49,018"
7,00632R元大台灣50反1,10.33,+ 0.03,+0.29%,"45,078"
8,00405A主動富邦台灣龍耀,8.25,+ 0.20,+2.48%,"29,592"
9,2301 光寶科,252.50,+ 3.50,+1.41%,"29,258"
10,2618 長榮航,43.25,-0.55,-1.26%,"25,526"
11,3231 緯創,189.50,-3.50,-1.81%,"25,470"
12,6770 力積電,66.60,+ 0.50,+0.76%,"22,956"
13,2002 中鋼,19.00,+ 0.10,+0.53%,"21,879"
14,2883 凱基金,30.60,-1.00,-3.16%,"19,428"
15,00400A主動國泰動能高息,13.89,+ 0.20,+1.46%,"18,421"
16,2027 大成鋼,46.10,+ 1.75,+3.95%,"18,395"
17,2891 中信金,64.60,-1.40,-2.12%,"17,623"
18,1402 遠東新,27.00,+ 0.30,+1.12%,"17,466"
19,2408 南亞科,459.00,+ 14.00,+3.15%,"16,439"
20,1101 台泥,24.35,+ 0.30,+1.25%,"15,976"
21,009819中信數據及電力,10.30,-0.12,-1.15%,"15,550"
22,2324 仁寶,37.30,+ 0.35,+0.95%,"15,089"
23,0056 元大高股息,51.30,-0.15,-0.29%,"14,480"
24,1605 華新,34.25,-0.60,-1.72%,"14,374"
25,00999A主動野村臺灣高息,10.88,+ 0.13,+1.21%,"13,887"
26,2610 華航,22.15,-0.45,-1.99%,"13,767"
27,3706 神達,92.90,+ 1.00,+1.09%,"13,242"
28,1216 統一,73.00,-0.20,-0.27%,"12,402"
29,3006 晶豪科,258.00,+ 19.00,+7.95%,"12,126"
30,0052 富邦科技,60.45,-0.20,-0.33%,"11,977"
31,2313 華通,220.50,+ 2.50,+1.15%,"11,234"
32,8112 至上,89.00,+ 2.80,+3.25%,"8,698"
33,00992A主動群益科技創新,16.93,+ 0.38,+2.30%,"8,446"
34,2330 台積電,"2,365.00",-40.00,-1.66%,"8,240"
35,3037 欣興,973.00,+ 4.00,+0.41%,"8,097"
36,00685L群益臺灣加權正2,11.05,-0.07,-0.63%,"7,895"
37,2377 微星,154.00,+ 3.00,+1.99%,"7,212"
38,1314 中石化,7.81,-0.03,-0.38%,"7,187"
39,009821野村稀土關鍵資源,14.12,+ 0.41,+2.99%,"7,002"
40,2376 技嘉,344.00,+ 2.00,+0.58%,"6,883"
41,2421 建準,154.50,+ 14.00,+9.96%,"6,711"
42,2867 三商壽,9.77,0.00,0.00%,"6,490"
43,3605 宏致,108.00,+ 6.50,+6.40%,"6,373"
44,00680L元大美債20正2,6.58,-0.03,-0.45%,"6,239"
45,2634 漢翔,62.20,-1.30,-2.05%,"5,733"
46,2890 永豐金,38.70,-0.85,-2.15%,"5,710"
47,00927 群益半導體收益,35.98,-0.03,-0.08%,"5,668"
48,2388 威盛,79.40,-3.60,-4.34%,"5,501"
49,2353 宏碁,30.00,-0.25,-0.83%,"5,342"
50,009824群益美國科技巨頭,10.22,-0.08,-0.78%,"5,307"
