Rank,Stock,Price,Change,ChangePercent,NetSell
1,00403A主動統一升級50,8.46,-0.54,-6.00%,"-379,922"
2,0050 元大台灣50,93.70,-3.45,-3.55%,"-257,799"
3,00981A主動統一台股增長,23.85,-1.60,-6.29%,"-134,577"
4,009816凱基台灣TOP50,13.35,-0.59,-4.23%,"-117,325"
5,00991A主動復華未來50,14.07,-1.04,-6.88%,"-106,624"
6,00405A主動富邦台灣龍耀,6.70,-0.57,-7.84%,"-75,380"
7,00631L元大台灣50正2,28.53,-2.07,-6.76%,"-47,799"
8,0056 元大高股息,46.73,-1.46,-3.03%,"-46,405"
9,2344 華邦電,130.00,-14.00,-9.72%,"-43,962"
10,00400A主動國泰動能高息,11.88,-0.63,-5.04%,"-29,396"
11,2330 台積電,"2,200.00",-80.00,-3.51%,"-28,532"
12,2337 旺宏,102.00,-11.00,-9.73%,"-24,028"
13,6770 力積電,50.40,-5.40,-9.68%,"-23,307"
14,1605 華新,29.35,-1.25,-4.08%,"-22,944"
15,2317 鴻海,237.00,-1.00,-0.42%,"-20,880"
16,2883 凱基金,29.15,-0.45,-1.52%,"-20,672"
17,2887 台新新光金,32.60,-1.35,-3.98%,"-20,545"
18,00935 野村臺灣新科技50,47.62,-3.08,-6.07%,"-20,536"
19,00992A主動群益科技創新,13.59,-0.99,-6.79%,"-20,531"
20,00891 中信關鍵半導體,30.16,-1.81,-5.66%,"-20,416"
21,8112 至上,76.70,-1.50,-1.92%,"-18,975"
22,00927 群益半導體收益,31.59,-1.82,-5.45%,"-17,036"
23,2449 京元電子,212.50,-23.50,-9.96%,"-16,443"
24,00982A主動群益台灣強棒,18.87,-1.22,-6.07%,"-16,235"
25,1314 中石化,7.51,-0.29,-3.72%,"-15,904"
26,2301 光寶科,185.00,-9.00,-4.64%,"-14,104"
27,00999A主動野村臺灣高息,9.42,-0.43,-4.37%,"-12,811"
28,00996A主動兆豐台灣豐收,11.16,-0.84,-7.00%,"-12,763"
29,2885 元大金,62.20,-1.30,-2.05%,"-12,585"
30,2323 中環,9.51,-0.41,-4.13%,"-11,941"
31,2882 國泰金,94.10,-1.30,-1.36%,"-11,803"
32,2515 中工,11.65,-0.10,-0.85%,"-10,811"
33,2880 華南金,41.80,+ 0.40,+0.97%,"-10,749"
34,1301 台塑,56.20,-1.30,-2.26%,"-10,178"
35,2892 第一金,34.80,0.00,0.00%,"-10,045"
36,1312 國喬,11.10,-0.45,-3.90%,"-9,956"
37,2408 南亞科,353.50,-39.00,-9.94%,"-9,926"
38,00990A主動元大AI新經濟,13.83,-0.93,-6.30%,"-9,682"
39,2104 國際中橡,9.67,-0.23,-2.32%,"-9,498"
40,2634 漢翔,60.70,-0.20,-0.33%,"-9,417"
41,3037 欣興,688.00,-76.00,-9.95%,"-9,292"
42,00993A主動安聯台灣,10.69,-0.72,-6.31%,"-9,095"
43,2801 彰銀,24.45,-0.10,-0.41%,"-8,987"
44,3711 日月光投控,499.00,-55.00,-9.93%,"-8,661"
45,00881 國泰台灣科技龍頭,46.07,-2.07,-4.30%,"-8,514"
46,6005 群益證,32.85,-0.85,-2.52%,"-8,364"
47,00947 台新臺灣IC設計,28.33,-2.22,-7.27%,"-7,787"
48,1710 東聯,13.15,-0.65,-4.71%,"-7,637"
49,2886 兆豐金,49.90,+ 0.45,+0.91%,"-7,318"
50,00980A主動野村臺灣優選,19.58,-1.20,-5.77%,"-6,964"
