Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,00403A主動統一升級50,10.36,+ 0.11,+1.07%,"747,991","222,498","525,493"
2,00685L群益臺灣加權正2,11.96,+ 0.12,+1.01%,"311,474","172,610","138,864"
3,00981A主動統一台股增長,30.09,+ 0.57,+1.93%,"314,775","190,592","124,182"
4,00631L元大台灣50正2,36.30,+ 0.35,+0.97%,"215,636","94,458","121,177"
5,2303 聯電,130.00,+ 11.50,+9.70%,"252,854","154,475","98,378"
6,00407A主動凱基台灣,9.87,+ 0.10,+1.02%,"162,453","65,799","96,654"
7,00405A主動富邦台灣龍耀,8.78,+ 0.10,+1.15%,"131,845","65,182","66,662"
8,0050 元大台灣50,106.95,+ 0.90,+0.85%,"151,413","100,020","51,393"
9,00992A主動群益科技創新,18.68,+ 0.23,+1.25%,"94,693","46,317","48,376"
10,00991A主動復華未來50,18.30,+ 0.11,+0.60%,"125,883","83,054","42,829"
11,1301 台塑,62.70,-0.40,-0.63%,"78,197","38,309","39,887"
12,0056 元大高股息,53.85,+ 0.25,+0.47%,"68,658","29,513","39,144"
13,009821野村稀土關鍵資源,15.92,0.00,0.00%,"56,926","18,688","38,237"
14,2883 凱基金,32.75,+ 0.60,+1.87%,"93,446","61,442","32,003"
15,00940 元大台灣價值高息,12.69,+ 0.02,+0.16%,"49,826","18,770","31,056"
16,009816凱基台灣TOP50,15.59,+ 0.13,+0.84%,"155,516","130,695","24,820"
17,2881 富邦金,144.00,+ 2.50,+1.77%,"64,910","42,797","22,113"
18,6116 彩晶,14.50,-0.35,-2.36%,"56,034","34,108","21,925"
19,2610 華航,20.35,-0.45,-2.16%,"86,729","66,197","20,531"
20,00878 國泰永續高股息,33.00,+ 0.29,+0.89%,"54,871","34,776","20,095"
21,1605 華新,39.00,+ 0.10,+0.26%,"42,356","22,358","19,997"
22,1802 台玻,60.80,+ 1.60,+2.70%,"39,480","19,555","19,924"
23,2481 強茂,154.00,+ 7.50,+5.12%,"37,196","18,617","18,579"
24,00999A主動野村臺灣高息,11.44,+ 0.13,+1.15%,"30,975","12,464","18,511"
25,2449 京元電子,270.00,+ 22.50,+9.09%,"33,710","15,391","18,318"
26,1303 南亞,220.50,-7.00,-3.08%,"123,820","105,670","18,149"
27,00400A主動國泰動能高息,15.00,+ 0.19,+1.28%,"70,480","52,862","17,617"
28,00982A主動群益台灣強棒,22.54,+ 0.19,+0.85%,"54,331","37,179","17,152"
29,0052 富邦科技,62.35,+ 0.45,+0.73%,"31,538","14,711","16,826"
30,2301 光寶科,317.50,+ 16.50,+5.48%,"54,408","38,049","16,359"
31,2313 華通,241.00,-3.00,-1.23%,"46,644","30,531","16,113"
32,2492 華新科,313.50,+ 28.50,+10.00%,"23,944","9,542","14,401"
33,2882 國泰金,105.50,+ 3.00,+2.93%,"44,133","29,840","14,293"
34,2337 旺宏,126.50,-1.00,-0.78%,"33,670","20,030","13,639"
35,1717 長興,77.70,+ 1.90,+2.51%,"21,889","8,271","13,617"
36,6226 光鼎,34.00,+ 3.05,+9.85%,"29,016","16,110","12,905"
37,2408 南亞科,540.00,-1.00,-0.18%,"57,269","45,122","12,147"
38,1312 國喬,14.15,-0.15,-1.05%,"33,764","22,112","11,652"
39,1326 台化,62.10,-1.10,-1.74%,"41,934","30,740","11,193"
40,2618 長榮航,41.80,-0.95,-2.22%,"51,499","41,249","10,250"
41,00900 富邦特選高股息30,19.03,-0.01,-0.05%,"20,018","9,782","10,236"
42,2606 裕民,72.20,-2.10,-2.83%,"31,846","22,040","9,806"
43,6770 力積電,70.00,+ 0.40,+0.57%,"107,257","97,961","9,295"
44,2884 玉山金,38.75,+ 0.20,+0.52%,"67,643","58,359","9,284"
45,3481 群創,48.60,+ 2.35,+5.08%,"77,254","68,369","8,884"
46,2409 友達,25.85,+ 0.60,+2.38%,"66,440","57,825","8,615"
47,5880 合庫金,25.25,+ 0.20,+0.80%,"25,808","17,424","8,384"
48,00680L元大美債20正2,6.48,-0.08,-1.22%,"25,130","17,435","7,694"
49,6269 台郡,75.00,+ 2.10,+2.88%,"14,342","6,736","7,605"
50,2880 華南金,40.25,+ 0.90,+2.29%,"42,330","34,733","7,596"
