Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,2330 台積電,"2,310.00",+ 60.00,+2.67%,"60,666,936","104,091,484","-43,424,547"
2,2454 聯發科,"4,180.00",+ 95.00,+2.33%,"37,361,334","70,789,476","-33,428,142"
3,0050 元大台灣50,101.95,+ 2.10,+2.10%,"7,836,572","29,602,350","-21,765,777"
4,2327 國巨*,855.00,+ 19.00,+2.27%,"80,454,166","99,827,234","-19,373,067"
5,2308 台達電,"2,215.00",+ 55.00,+2.55%,"21,996,939","32,928,355","-10,931,416"
6,2317 鴻海,260.50,+ 2.00,+0.77%,"15,902,363","25,053,452","-9,151,088"
7,2382 廣達,372.00,+ 2.00,+0.54%,"9,172,335","17,925,790","-8,753,454"
8,3037 欣興,902.00,+ 48.00,+5.62%,"14,483,510","23,150,990","-8,667,479"
9,8046 南電,819.00,+ 12.00,+1.49%,"10,846,971","15,817,224","-4,970,252"
10,6669 緯穎,"4,850.00",-50.00,-1.02%,"9,468,055","14,349,025","-4,880,969"
11,3017 奇鋐,"2,405.00",+ 70.00,+3.00%,"6,035,173","10,578,731","-4,543,557"
12,00981A主動統一台股增長,30.60,+ 0.89,+3.00%,"8,580,323","12,850,172","-4,269,849"
13,3665 貿聯-KY,"2,310.00",+ 150.00,+6.94%,"9,603,984","12,798,060","-3,194,076"
14,3008 大立光,"4,020.00",-145.00,-3.48%,"14,720,648","17,831,378","-3,110,730"
15,00631L元大台灣50正2,34.83,+ 1.60,+4.81%,"8,790,478","11,796,658","-3,006,179"
16,6446 藥華藥,949.00,+ 15.00,+1.61%,"1,818,094","4,684,432","-2,866,338"
17,3036 文曄,228.50,-4.00,-1.72%,"2,949,925","5,791,341","-2,841,416"
18,3661 世芯-KY,"4,105.00",+ 45.00,+1.11%,"5,540,415","8,351,585","-2,811,169"
19,3481 群創,48.55,+ 1.60,+3.41%,"4,704,203","7,498,956","-2,794,752"
20,3533 嘉澤,"2,240.00",+ 95.00,+4.43%,"1,520,662","4,246,807","-2,726,145"
21,2360 致茂,"2,295.00",+ 105.00,+4.79%,"4,102,546","6,739,285","-2,636,739"
22,3450 聯鈞,461.00,+ 8.50,+1.88%,"2,610,566","5,206,153","-2,595,587"
23,00403A主動統一升級50,10.25,+ 0.26,+2.60%,"5,049,418","7,633,146","-2,583,728"
24,2881 富邦金,122.00,-3.50,-2.79%,"5,254,336","7,772,005","-2,517,668"
25,3231 緯創,156.00,+ 3.50,+2.30%,"5,982,124","8,473,362","-2,491,237"
26,00405A主動富邦台灣龍耀,9.15,+ 0.24,+2.69%,"1,359,602","3,849,116","-2,489,514"
27,3189 景碩,610.00,-9.00,-1.45%,"16,895,458","19,201,356","-2,305,898"
28,2368 金像電,"1,320.00",-25.00,-1.86%,"8,444,389","10,672,246","-2,227,856"
29,3653 健策,"3,690.00",+ 70.00,+1.93%,"6,743,999","8,926,093","-2,182,094"
30,2478 大毅,171.50,-6.00,-3.38%,"4,444,762","6,624,911","-2,180,149"
31,1519 華城,791.00,+ 18.00,+2.33%,"1,814,687","3,918,912","-2,104,224"
32,2883 凱基金,27.45,-0.30,-1.08%,"2,779,937","4,861,584","-2,081,646"
33,2493 揚博,207.00,+ 18.50,+9.81%,"530,154","2,584,582","-2,054,427"
34,2345 智邦,"2,335.00",+ 60.00,+2.64%,"6,555,879","8,313,952","-1,758,072"
35,009816凱基台灣TOP50,14.90,+ 0.37,+2.55%,"1,744,260","3,492,592","-1,748,331"
36,6451 訊芯-KY,502.00,+ 2.50,+0.50%,"2,173,410","3,837,273","-1,663,862"
37,6415 矽力*-KY,487.00,+ 6.00,+1.25%,"2,118,891","3,770,026","-1,651,135"
38,00632R元大台灣50反1,10.55,-0.28,-2.59%,"1,804,862","3,381,680","-1,576,817"
39,2379 瑞昱,618.00,-37.00,-5.65%,"2,947,412","4,477,935","-1,530,522"
40,2484 希華,66.70,+ 6.00,+9.88%,"3,582,667","5,058,213","-1,475,546"
41,2376 技嘉,342.00,+ 2.00,+0.59%,"2,828,985","4,272,943","-1,443,957"
42,4919 新唐,175.50,+ 3.00,+1.74%,"4,303,577","5,723,216","-1,419,639"
43,2395 研華,473.00,+ 9.00,+1.94%,"558,450","1,917,928","-1,359,477"
44,2301 光寶科,217.00,+ 8.50,+4.08%,"3,745,960","5,069,166","-1,323,206"
45,0052 富邦科技,59.60,+ 1.45,+2.49%,"1,169,860","2,406,315","-1,236,455"
46,5871 中租-KY,121.50,-1.50,-1.22%,"1,263,239","2,496,767","-1,233,528"
47,3406 玉晶光,662.00,-31.00,-4.47%,"3,518,016","4,749,439","-1,231,422"
48,2412 中華電,145.00,0.00,0.00%,"1,312,870","2,527,306","-1,214,435"
49,0056 元大高股息,50.60,+ 1.01,+2.04%,"2,200,760","3,366,129","-1,165,369"
50,6442 光聖,"1,855.00",+ 35.00,+1.92%,"1,596,509","2,740,370","-1,143,861"
