Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2303 聯電,156.00,-7.00,-4.29%,"664,823"
2,00403A主動統一升級50,10.48,+ 0.07,+0.67%,"623,053"
3,2882 國泰金,96.30,-1.70,-1.73%,"240,631"
4,2834 臺企銀,17.95,-0.30,-1.64%,"237,347"
5,2002 中鋼,18.55,-0.15,-0.80%,"204,292"
6,1301 台塑,54.80,-3.20,-5.52%,"201,890"
7,2609 陽明,51.60,-0.70,-1.34%,"198,592"
8,2890 永豐金,40.45,-1.45,-3.46%,"188,531"
9,5880 合庫金,25.15,+ 0.05,+0.20%,"186,575"
10,2887 台新新光金,36.85,+ 1.00,+2.79%,"159,996"
11,2610 華航,21.40,-0.65,-2.95%,"154,777"
12,2618 長榮航,39.60,-0.25,-0.63%,"136,287"
13,2867 三商壽,8.86,0.00,0.00%,"133,349"
14,2449 京元電子,308.50,+ 3.00,+0.98%,"109,711"
15,00712 復華富時不動產,8.79,-0.06,-0.68%,"100,537"
16,2884 玉山金,34.75,0.00,0.00%,"100,062"
17,1314 中石化,8.90,-0.80,-8.25%,"95,670"
18,00992A主動群益科技創新,17.83,+ 0.18,+1.02%,"94,601"
19,2408 南亞科,435.50,+ 39.50,+9.97%,"81,267"
20,00878 國泰永續高股息,33.19,-0.01,-0.03%,"78,135"
21,2353 宏碁,32.50,+ 0.20,+0.62%,"76,051"
22,2885 元大金,68.30,-3.20,-4.48%,"72,716"
23,2881 富邦金,124.50,-1.50,-1.19%,"72,399"
24,2801 彰銀,24.05,+ 0.15,+0.63%,"66,131"
25,1303 南亞,181.50,-0.50,-0.27%,"62,547"
26,2812 台中銀,20.60,0.00,0.00%,"61,895"
27,6176 瑞儀,90.60,-0.30,-0.33%,"61,794"
28,3036 文曄,211.50,+ 1.00,+0.48%,"56,895"
29,00940 元大台灣價值高息,12.53,-0.01,-0.08%,"52,779"
30,00981A主動統一台股增長,29.95,+ 0.20,+0.67%,"52,397"
31,2027 大成鋼,40.00,-0.55,-1.36%,"49,962"
32,00999A主動野村臺灣高息,10.70,+ 0.07,+0.66%,"48,373"
33,6505 台塑化,58.80,-0.60,-1.01%,"46,317"
34,6005 群益證,36.40,+ 0.15,+0.41%,"45,794"
35,2897 王道銀行,10.55,-0.05,-0.47%,"44,040"
36,2637 慧洋-KY,83.00,+ 3.00,+3.75%,"43,723"
37,2337 旺宏,143.50,+ 5.00,+3.61%,"41,804"
38,00983A主動中信ARK創新,12.24,-0.10,-0.81%,"41,441"
39,2006 東和鋼鐵,70.20,+ 1.40,+2.03%,"40,311"
40,00891 中信關鍵半導體,36.47,+ 0.31,+0.86%,"36,604"
41,2892 第一金,33.60,-0.50,-1.47%,"34,899"
42,00900 富邦特選高股息30,19.00,-0.07,-0.37%,"33,849"
43,2401 凌陽,33.00,+ 1.00,+3.13%,"33,702"
44,2889 國票金,15.80,+ 0.10,+0.64%,"33,517"
45,00918 大華優利高填息30,31.94,+ 0.06,+0.19%,"32,794"
46,00982A主動群益台灣強棒,24.02,+ 0.19,+0.80%,"31,946"
47,1718 中纖,14.20,-0.05,-0.35%,"31,179"
48,2103 台橡,23.05,-0.75,-3.15%,"29,082"
49,00993A主動安聯台灣,13.34,+ 0.05,+0.38%,"28,885"
50,1710 東聯,16.40,-0.90,-5.20%,"27,687"
