Rank,Stock,Price,Change,ChangePercent,NetSell
1,2883 凱基金,27.60,+ 0.20,+0.73%,"-311,088"
2,3481 群創,53.70,-2.10,-3.76%,"-155,287"
3,0050 元大台灣50,104.15,-1.95,-1.84%,"-133,534"
4,00981A主動統一台股增長,30.81,-0.55,-1.75%,"-130,250"
5,2880 華南金,34.80,-2.90,-7.69%,"-113,366"
6,2618 長榮航,37.70,-0.20,-0.53%,"-106,902"
7,2324 仁寶,41.40,-0.95,-2.24%,"-96,477"
8,00919 群益台灣精選高息,30.67,+ 0.15,+0.49%,"-95,742"
9,2382 廣達,390.50,-13.50,-3.34%,"-92,907"
10,2344 華邦電,162.00,-17.50,-9.75%,"-79,879"
11,1802 台玻,67.60,-1.30,-1.89%,"-75,783"
12,2105 正新,34.10,-0.45,-1.30%,"-68,909"
13,009820元大納斯達克精選,10.45,-0.10,-0.95%,"-61,043"
14,4938 和碩,96.90,-0.10,-0.10%,"-51,063"
15,1504 東元,78.40,-8.60,-9.89%,"-44,274"
16,2313 華通,259.00,-6.50,-2.45%,"-42,760"
17,2855 統一證,59.10,+ 3.60,+6.49%,"-42,221"
18,00918 大華優利高填息30,30.94,+ 0.06,+0.19%,"-41,941"
19,2542 興富發,43.00,-0.10,-0.23%,"-39,399"
20,00990A主動元大AI新經濟,20.25,-0.45,-2.17%,"-39,153"
21,00991A主動復華未來50,19.22,-0.39,-1.99%,"-38,845"
22,00631L元大台灣50正2,36.67,-1.63,-4.26%,"-37,386"
23,009816凱基台灣TOP50,15.19,-0.29,-1.87%,"-37,196"
24,6282 康舒,63.80,-7.00,-9.89%,"-36,849"
25,2347 聯強,88.30,-1.60,-1.78%,"-36,247"
26,2891 中信金,66.60,-1.40,-2.06%,"-33,534"
27,00999A主動野村臺灣高息,11.19,-0.20,-1.76%,"-31,991"
28,2330 台積電,"2,365.00",-20.00,-0.84%,"-28,808"
29,2603 長榮,232.00,-4.00,-1.69%,"-28,744"
30,2409 友達,27.10,-2.15,-7.35%,"-26,307"
31,00988A主動統一全球創新,21.46,-0.63,-2.85%,"-26,036"
32,9904 寶成,26.45,+ 0.05,+0.19%,"-25,026"
33,0052 富邦科技,61.00,-1.30,-2.09%,"-23,323"
34,5871 中租-KY,118.00,-1.00,-0.84%,"-21,718"
35,2887 台新新光金,28.60,+ 0.05,+0.18%,"-21,624"
36,9105 泰金寶-DR,11.45,-1.25,-9.84%,"-20,369"
37,2886 兆豐金,41.95,-0.15,-0.36%,"-20,259"
38,1717 長興,77.40,+ 1.00,+1.31%,"-20,252"
39,1210 大成,54.40,+ 0.20,+0.37%,"-19,541"
40,1101 台泥,24.40,-0.05,-0.20%,"-19,342"
41,2408 南亞科,360.00,-35.00,-8.86%,"-19,320"
42,2371 大同,30.30,-1.75,-5.46%,"-18,725"
43,00992A主動群益科技創新,17.93,-0.27,-1.48%,"-18,552"
44,9910 豐泰,76.90,-3.60,-4.47%,"-17,889"
45,1216 統一,73.80,+ 0.20,+0.27%,"-16,097"
46,2412 中華電,141.00,-0.50,-0.35%,"-15,181"
47,1402 遠東新,27.55,0.00,0.00%,"-15,024"
48,1102 亞泥,34.40,+ 0.05,+0.15%,"-14,737"
49,3673 TPK-KY,86.00,-1.60,-1.83%,"-13,934"
50,00935 野村臺灣新科技50,59.90,-1.55,-2.52%,"-13,220"
