Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00403A主動統一升級50,10.58,+ 0.38,+3.73%,"1,973,620","10,238,263","-8,264,642"
2,009816凱基台灣TOP50,14.76,+ 0.57,+4.02%,"371,236","614,462","-243,225"
3,00988A主動統一全球創新,22.08,+ 1.72,+8.45%,"206,366","432,037","-225,671"
4,2892 第一金,27.60,+ 0.05,+0.18%,"212,792","415,172","-202,380"
5,00991A主動復華未來50,19.27,+ 0.69,+3.71%,"209,084","380,907","-171,823"
6,00891 中信關鍵半導體,35.09,+ 1.48,+4.40%,"153,950","314,398","-160,448"
7,0050 元大台灣50,100.80,+ 3.50,+3.60%,"220,486","376,947","-156,460"
8,00631L元大台灣50正2,34.56,+ 2.00,+6.14%,"259,353","401,389","-142,036"
9,00982A主動群益台灣強棒,23.72,+ 1.08,+4.77%,"188,861","304,131","-115,269"
10,00999A主動野村臺灣高息,10.65,+ 0.23,+2.21%,"199,301","287,166","-87,864"
11,00712 復華富時不動產,8.75,-0.02,-0.23%,"58,671","146,299","-87,627"
12,2890 永豐金,28.95,-0.15,-0.52%,"138,062","216,712","-78,649"
13,2801 彰銀,20.20,-0.10,-0.49%,"79,867","158,147","-78,280"
14,2337 旺宏,152.50,+ 3.00,+2.01%,"186,431","260,393","-73,961"
15,2408 南亞科,296.00,-14.50,-4.67%,"128,841","199,619","-70,777"
16,2834 臺企銀,15.90,-0.10,-0.63%,"78,624","133,605","-54,980"
17,2883 凱基金,21.65,-0.05,-0.23%,"236,704","287,617","-50,912"
18,00981A主動統一台股增長,31.61,+ 1.66,+5.54%,"687,272","736,495","-49,222"
19,2002 中鋼,19.95,+ 1.80,+9.92%,"126,291","173,832","-47,540"
20,2449 京元電子,317.00,+ 21.00,+7.09%,"60,560","107,352","-46,791"
21,1301 台塑,44.80,-0.45,-0.99%,"30,283","75,280","-44,996"
22,2382 廣達,316.50,+ 0.50,+0.16%,"105,620","149,673","-44,053"
23,1303 南亞,87.10,+ 0.40,+0.46%,"129,554","171,190","-41,636"
24,5880 合庫金,22.65,-0.05,-0.22%,"46,991","88,378","-41,386"
25,00992A主動群益科技創新,18.85,+ 0.57,+3.12%,"228,216","269,030","-40,814"
26,2812 台中銀,18.75,-0.20,-1.06%,"40,844","81,132","-40,287"
27,00984D主動聯博全球非投,10.06,0.00,0.00%,"42,267","82,115","-39,847"
28,00990A主動元大AI新經濟,19.50,+ 0.97,+5.23%,"133,662","171,318","-37,656"
29,8112 至上,83.40,-2.80,-3.25%,"39,916","77,392","-37,475"
30,2884 玉山金,30.90,-0.40,-1.28%,"141,451","177,882","-36,430"
31,1326 台化,44.95,-0.60,-1.32%,"27,540","61,760","-34,220"
32,00753L中信中國50正2,9.90,-0.08,-0.80%,"56,832","87,186","-30,353"
33,8150 南茂,86.80,+ 7.70,+9.73%,"34,823","64,480","-29,657"
34,00935 野村臺灣新科技50,59.80,+ 3.45,+6.12%,"53,085","80,357","-27,272"
35,9904 寶成,25.65,-0.15,-0.58%,"56,112","82,329","-26,217"
36,2371 大同,30.40,+ 0.90,+3.05%,"47,111","72,349","-25,237"
37,00980A主動野村臺灣優選,23.97,+ 0.81,+3.50%,"59,332","83,987","-24,655"
38,2633 台灣高鐵,25.30,-0.50,-1.94%,"40,384","62,275","-21,890"
39,4960 誠美材,36.00,+ 0.20,+0.56%,"33,736","53,378","-19,641"
40,2880 華南金,30.55,-1.40,-4.38%,"141,865","161,387","-19,522"
41,9907 統一實,15.95,0.00,0.00%,"13,421","32,815","-19,393"
42,2330 台積電,"2,310.00",+ 55.00,+2.44%,"85,132","104,290","-19,158"
43,009805新光美國電力基建,17.00,+ 0.46,+2.78%,"64,234","83,282","-19,048"
44,1102 亞泥,33.60,-0.80,-2.33%,"51,614","69,501","-17,887"
45,00673R期元大S＆P原油反1,12.64,+ 0.82,+6.94%,"86,795","104,671","-17,875"
46,2377 微星,127.00,+ 3.00,+2.42%,"91,389","109,129","-17,740"
47,1101 台泥,24.30,+ 0.20,+0.83%,"124,675","141,521","-16,846"
48,00662 富邦NASDAQ,120.80,+ 1.30,+1.09%,"26,403","42,275","-15,871"
49,2354 鴻準,61.10,+ 0.90,+1.50%,"21,281","37,113","-15,831"
50,9945 潤泰新,22.95,-0.35,-1.50%,"28,181","43,575","-15,393"
