Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00403A主動統一升級50,10.22,-0.14,-1.35%,"309,659"
2,00981A主動統一台股增長,29.40,-0.69,-2.29%,"158,722"
3,6770 力積電,73.00,+ 3.00,+4.29%,"100,300"
4,2892 第一金,35.30,+ 0.90,+2.62%,"93,852"
5,2883 凱基金,33.85,+ 1.10,+3.36%,"80,692"
6,1301 台塑,66.20,+ 3.50,+5.58%,"68,248"
7,2886 兆豐金,48.55,+ 0.35,+0.73%,"61,482"
8,0050 元大台灣50,106.25,-0.70,-0.65%,"55,676"
9,2409 友達,26.65,+ 0.80,+3.09%,"53,480"
10,1326 台化,68.30,+ 6.20,+9.98%,"46,378"
11,00991A主動復華未來50,17.95,-0.35,-1.91%,"46,288"
12,2887 台新新光金,38.55,+ 1.05,+2.80%,"40,895"
13,2408 南亞科,543.00,+ 3.00,+0.56%,"40,166"
14,00992A主動群益科技創新,18.43,-0.25,-1.34%,"39,277"
15,1303 南亞,242.50,+ 22.00,+9.98%,"36,729"
16,2880 華南金,41.35,+ 1.10,+2.73%,"31,980"
17,2834 臺企銀,16.95,+ 0.50,+3.04%,"30,909"
18,2890 永豐金,41.10,+ 1.30,+3.27%,"30,004"
19,2303 聯電,129.00,-1.00,-0.77%,"28,211"
20,1314 中石化,8.18,+ 0.13,+1.61%,"27,975"
21,0056 元大高股息,54.60,+ 0.75,+1.39%,"27,295"
22,00400A主動國泰動能高息,14.98,-0.02,-0.13%,"27,136"
23,2344 華邦電,182.50,+ 1.00,+0.55%,"26,765"
24,1717 長興,82.50,+ 4.80,+6.18%,"25,455"
25,2889 國票金,15.95,+ 0.05,+0.31%,"24,542"
26,00878 國泰永續高股息,33.18,+ 0.18,+0.55%,"24,401"
27,1605 華新,39.20,+ 0.20,+0.51%,"22,381"
28,1312 國喬,15.55,+ 1.40,+9.89%,"20,761"
29,00982A主動群益台灣強棒,22.39,-0.15,-0.67%,"20,499"
30,2313 華通,248.50,+ 7.50,+3.11%,"19,741"
31,1802 台玻,60.80,0.00,0.00%,"18,989"
32,2337 旺宏,126.00,-0.50,-0.40%,"17,737"
33,5880 合庫金,25.55,+ 0.30,+1.19%,"17,395"
34,2421 建準,179.50,+ 16.00,+9.79%,"16,992"
35,2801 彰銀,25.15,+ 0.30,+1.21%,"15,715"
36,00407A主動凱基台灣,9.76,-0.11,-1.11%,"15,351"
37,2317 鴻海,250.00,-3.00,-1.19%,"13,515"
38,2882 國泰金,110.50,+ 5.00,+4.74%,"12,649"
39,2885 元大金,65.40,+ 1.40,+2.19%,"11,720"
40,3045 台灣大,116.00,+ 0.50,+0.43%,"11,010"
41,1718 中纖,10.90,+ 0.15,+1.40%,"10,508"
42,9105 泰金寶-DR,8.71,+ 0.43,+5.19%,"10,365"
43,2481 強茂,151.00,-3.00,-1.95%,"9,076"
44,3037 欣興,999.00,-111.00,-10.00%,"8,978"
45,2377 微星,155.00,+ 10.00,+6.90%,"8,883"
46,2382 廣達,338.50,+ 6.00,+1.80%,"8,257"
47,2330 台積電,"2,405.00",-15.00,-0.62%,"8,182"
48,2897 王道銀行,10.35,0.00,0.00%,"8,014"
49,1608 華榮,37.70,-0.15,-0.40%,"8,002"
50,6269 台郡,74.90,-0.10,-0.13%,"7,959"
