Rank,Stock,Price,Change,ChangePercent,NetSell
1,2887 台新新光金,28.30,+ 2.20,+8.43%,"-301,790"
2,2880 華南金,36.40,+ 2.35,+6.90%,"-299,102"
3,3481 群創,59.40,+ 3.20,+5.69%,"-271,119"
4,2618 長榮航,37.70,+ 0.45,+1.21%,"-221,604"
5,2892 第一金,29.00,+ 0.85,+3.02%,"-215,916"
6,2382 廣達,417.00,+ 16.50,+4.12%,"-116,759"
7,2883 凱基金,25.70,+ 2.30,+9.83%,"-94,414"
8,2002 中鋼,19.40,+ 0.45,+2.37%,"-81,410"
9,2409 友達,28.75,+ 2.60,+9.94%,"-79,535"
10,2801 彰銀,21.10,+ 0.50,+2.43%,"-76,256"
11,1216 統一,73.30,-0.90,-1.21%,"-72,641"
12,00991A主動復華未來50,19.99,+ 0.18,+0.91%,"-67,491"
13,2886 兆豐金,41.65,-0.05,-0.12%,"-65,086"
14,1102 亞泥,34.20,+ 0.40,+1.18%,"-58,455"
15,2633 台灣高鐵,25.75,+ 0.45,+1.78%,"-57,383"
16,2412 中華電,141.00,-1.00,-0.70%,"-53,166"
17,0050 元大台灣50,107.60,+ 1.90,+1.80%,"-51,602"
18,00990A主動元大AI新經濟,21.11,+ 0.94,+4.66%,"-48,925"
19,2105 正新,34.55,+ 0.55,+1.62%,"-48,199"
20,2912 統一超,239.00,+ 6.00,+2.58%,"-47,997"
21,3045 台灣大,116.00,+ 0.50,+0.43%,"-47,264"
22,9904 寶成,26.50,+ 0.40,+1.53%,"-44,631"
23,2603 長榮,237.00,+ 6.00,+2.60%,"-44,561"
24,1101 台泥,24.85,+ 0.20,+0.81%,"-36,817"
25,4904 遠傳,100.50,+ 1.00,+1.01%,"-34,421"
26,5876 上海商銀,40.80,-0.20,-0.49%,"-34,375"
27,8150 南茂,95.80,-2.80,-2.84%,"-31,224"
28,5871 中租-KY,117.50,+ 3.00,+2.62%,"-29,636"
29,2542 興富發,43.00,+ 0.55,+1.30%,"-28,332"
30,1504 東元,83.00,+ 7.50,+9.93%,"-27,500"
31,2355 敬鵬,59.30,-0.80,-1.33%,"-27,210"
32,2481 強茂,159.00,+ 13.00,+8.90%,"-26,527"
33,2356 英業達,85.40,+ 4.80,+5.96%,"-25,985"
34,2313 華通,266.50,-4.00,-1.48%,"-24,681"
35,00988A主動統一全球創新,22.66,+ 0.96,+4.42%,"-22,778"
36,4938 和碩,98.50,+ 0.70,+0.72%,"-21,162"
37,2327 國巨*,820.00,-26.00,-3.07%,"-20,056"
38,00918 大華優利高填息30,31.73,+ 0.32,+1.02%,"-19,990"
39,2347 聯強,91.10,-0.40,-0.44%,"-16,994"
40,2515 中工,13.30,+ 0.55,+4.31%,"-16,564"
41,9910 豐泰,82.50,+ 3.50,+4.43%,"-16,418"
42,2388 威盛,73.40,-2.00,-2.65%,"-15,232"
43,2208 台船,18.20,+ 0.25,+1.39%,"-14,532"
44,1210 大成,53.70,+ 0.90,+1.70%,"-13,791"
45,2426 鼎元,74.30,+ 2.80,+3.92%,"-13,751"
46,2548 華固,101.00,-3.50,-3.35%,"-13,448"
47,5880 合庫金,23.40,+ 0.35,+1.52%,"-13,218"
48,3714 富采,70.00,+ 0.80,+1.16%,"-11,698"
49,9945 潤泰新,24.55,+ 0.65,+2.72%,"-11,141"
50,3048 益登,69.20,-6.00,-7.98%,"-11,112"
