Rank,Stock,Price,Change,ChangePercent,NetSell
1,0050 元大台灣50,105.80,-0.25,-0.24%,"-850,582"
2,3481 群創,65.30,+ 0.10,+0.15%,"-573,106"
3,2883 凱基金,30.05,-0.65,-2.12%,"-480,237"
4,6770 力積電,71.10,-0.10,-0.14%,"-350,268"
5,00988A主動統一全球創新,19.17,+ 0.02,+0.10%,"-327,599"
6,2886 兆豐金,46.70,-0.10,-0.21%,"-316,635"
7,2880 華南金,38.85,-0.85,-2.14%,"-291,274"
8,2344 華邦電,176.50,+ 8.00,+4.75%,"-278,948"
9,1101 台泥,22.70,-0.40,-1.73%,"-214,318"
10,00991A主動復華未來50,19.51,+ 0.41,+2.15%,"-199,876"
11,2382 廣達,373.50,-3.50,-0.93%,"-195,889"
12,4904 遠傳,95.00,+ 1.80,+1.93%,"-162,957"
13,3231 緯創,144.50,-2.00,-1.37%,"-153,282"
14,2330 台積電,"2,415.00",-50.00,-2.03%,"-152,994"
15,9904 寶成,24.25,-0.05,-0.21%,"-142,782"
16,1402 遠東新,27.45,-0.40,-1.44%,"-128,684"
17,2317 鴻海,237.50,0.00,0.00%,"-125,694"
18,2324 仁寶,36.60,+ 1.10,+3.10%,"-124,543"
19,2412 中華電,133.50,-1.00,-0.74%,"-111,717"
20,2633 台灣高鐵,26.70,+ 0.10,+0.38%,"-110,973"
21,2313 華通,223.00,-1.00,-0.45%,"-110,642"
22,009820元大納斯達克精選,9.86,+ 0.13,+1.34%,"-109,595"
23,1504 東元,67.50,-1.10,-1.60%,"-107,711"
24,2855 統一證,50.40,0.00,0.00%,"-106,129"
25,2347 聯強,88.50,-0.60,-0.67%,"-105,385"
26,2105 正新,32.40,+ 0.20,+0.62%,"-94,946"
27,009816凱基台灣TOP50,15.23,-0.03,-0.20%,"-94,885"
28,2312 金寶,34.00,-0.15,-0.44%,"-94,296"
29,00631L元大台灣50正2,36.78,-0.36,-0.97%,"-81,994"
30,6116 彩晶,17.20,-0.05,-0.29%,"-71,774"
31,2542 興富發,43.60,+ 0.10,+0.23%,"-65,974"
32,5876 上海商銀,42.80,+ 0.25,+0.59%,"-65,002"
33,5871 中租-KY,114.50,-1.00,-0.87%,"-64,313"
34,00830 國泰費城半導體,90.00,+ 1.45,+1.64%,"-63,565"
35,2327 國巨*,900.00,+ 9.00,+1.01%,"-61,131"
36,00990A主動元大AI新經濟,17.96,+ 0.08,+0.45%,"-58,385"
37,00405A主動富邦台灣龍耀,8.77,+ 0.20,+2.33%,"-56,207"
38,4938 和碩,82.70,-1.10,-1.31%,"-55,627"
39,00929 復華台灣科技優息,30.19,+ 0.22,+0.73%,"-54,486"
40,4958 臻鼎-KY,588.00,+ 23.00,+4.07%,"-51,430"
41,00935 野村臺灣新科技50,58.95,+ 0.25,+0.43%,"-48,846"
42,2352 佳世達,33.00,-1.40,-4.07%,"-47,712"
43,3037 欣興,875.00,+ 12.00,+1.39%,"-45,342"
44,00919 群益台灣精選高息,29.97,+ 0.03,+0.10%,"-44,356"
45,00927 群益半導體收益,41.61,+ 0.45,+1.09%,"-43,783"
46,2891 中信金,69.90,-1.40,-1.96%,"-41,358"
47,00400A主動國泰動能高息,14.25,+ 0.08,+0.56%,"-40,720"
48,6282 康舒,57.60,-1.40,-2.37%,"-40,557"
49,8112 至上,85.00,-0.40,-0.47%,"-39,854"
50,2603 長榮,194.50,-1.50,-0.77%,"-38,823"
