Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00981A主動統一台股增長,32.00,+ 0.72,+2.30%,"173,079"
2,00403A主動統一升級50,11.15,+ 0.13,+1.18%,"143,012"
3,2303 聯電,169.00,+ 4.50,+2.74%,"106,519"
4,2882 國泰金,95.00,-3.30,-3.36%,"53,577"
5,00631L元大台灣50正2,39.48,+ 1.06,+2.76%,"51,764"
6,1102 亞泥,35.10,+ 0.10,+0.29%,"50,138"
7,1802 台玻,71.10,-3.70,-4.95%,"47,931"
8,2883 凱基金,28.30,-0.40,-1.39%,"47,685"
9,1314 中石化,8.38,+ 0.02,+0.24%,"46,716"
10,00712 復華富時不動產,8.80,-0.04,-0.45%,"42,039"
11,2409 友達,30.65,-2.05,-6.27%,"41,256"
12,009816凱基台灣TOP50,15.83,+ 0.18,+1.15%,"36,230"
13,1301 台塑,54.30,-0.20,-0.37%,"33,152"
14,2353 宏碁,32.10,-1.00,-3.02%,"32,721"
15,00990A主動元大AI新經濟,21.23,+ 0.45,+2.17%,"30,773"
16,5880 合庫金,24.85,0.00,0.00%,"29,083"
17,2449 京元電子,331.00,-6.50,-1.93%,"28,552"
18,2406 國碩,40.20,-1.60,-3.83%,"25,718"
19,2881 富邦金,122.50,-3.00,-2.39%,"24,122"
20,00918 大華優利高填息30,31.84,-0.29,-0.90%,"16,483"
21,00999A主動野村臺灣高息,11.01,+ 0.16,+1.47%,"16,189"
22,6239 力成,335.50,-2.00,-0.59%,"14,986"
23,4938 和碩,82.60,-1.20,-1.43%,"14,335"
24,2885 元大金,66.00,+ 0.30,+0.46%,"14,234"
25,3711 日月光投控,703.00,+ 23.00,+3.38%,"14,184"
26,00662 富邦NASDAQ,123.65,+ 1.15,+0.94%,"13,538"
27,3036 文曄,211.00,-3.00,-1.40%,"13,444"
28,8033 雷虎,186.00,+ 16.50,+9.73%,"13,444"
29,2105 正新,30.10,+ 0.15,+0.50%,"12,127"
30,8046 南電,"1,175.00",-10.00,-0.84%,"11,546"
31,00940 元大台灣價值高息,12.62,-0.03,-0.24%,"10,898"
32,2812 台中銀,19.90,-0.15,-0.75%,"10,761"
33,9907 統一實,15.45,+ 0.30,+1.98%,"10,640"
34,1710 東聯,18.40,+ 1.65,+9.85%,"10,320"
35,00991A主動復華未來50,20.87,+ 0.21,+1.02%,"9,927"
36,2006 東和鋼鐵,67.90,+ 0.50,+0.74%,"9,794"
37,2887 台新新光金,33.35,+ 0.10,+0.30%,"9,551"
38,2363 矽統,73.50,+ 4.50,+6.52%,"9,371"
39,2634 漢翔,56.20,-0.40,-0.71%,"9,178"
40,6005 群益證,37.65,-0.60,-1.57%,"9,017"
41,2603 長榮,185.50,+ 1.00,+0.54%,"8,243"
42,3005 神基,106.50,+ 5.50,+5.45%,"7,316"
43,00865B國泰US短期公債,48.55,+ 0.03,+0.06%,"7,272"
44,2484 希華,79.80,+ 7.20,+9.92%,"7,264"
45,009805新光美國電力基建,17.34,+ 0.29,+1.70%,"7,245"
46,2464 盟立,190.00,+ 17.00,+9.83%,"7,114"
47,2515 中工,13.30,+ 0.25,+1.92%,"6,998"
48,1714 和桐,19.30,-0.35,-1.78%,"6,907"
49,00983A主動中信ARK創新,12.35,+ 0.01,+0.08%,"6,900"
50,2492 華新科,603.00,+ 38.00,+6.73%,"6,452"
