Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00403A主動統一升級50,9.66,-0.06,-0.62%,"1,592,612","10,036,024","-8,443,412"
2,00999A主動野村臺灣高息,9.99,-0.04,-0.40%,"163,996","815,944","-651,948"
3,009816凱基台灣TOP50,13.34,-0.07,-0.52%,"369,777","944,066","-574,289"
4,00631L元大台灣50正2,29.51,-0.42,-1.40%,"200,180","562,042","-361,862"
5,0050 元大台灣50,92.50,-0.60,-0.64%,"175,925","489,238","-313,312"
6,00891 中信關鍵半導體,31.22,-0.08,-0.26%,"98,952","389,640","-290,687"
7,00982A主動群益台灣強棒,21.06,-0.19,-0.89%,"131,316","394,065","-262,749"
8,00988A主動統一全球創新,18.22,-0.06,-0.33%,"182,860","413,417","-230,556"
9,00991A主動復華未來50,16.93,-0.15,-0.88%,"182,352","407,970","-225,618"
10,00981A主動統一台股增長,27.23,-0.26,-0.95%,"682,981","846,223","-163,241"
11,2337 旺宏,141.00,-3.00,-2.08%,"199,963","335,141","-135,177"
12,2324 仁寶,27.60,-0.20,-0.72%,"181,127","295,602","-114,475"
13,2002 中鋼,18.10,-0.10,-0.55%,"80,895","194,155","-113,259"
14,1303 南亞,80.80,-0.90,-1.10%,"110,404","199,271","-88,866"
15,2449 京元電子,277.50,-11.50,-3.98%,"49,365","135,170","-85,805"
16,3231 緯創,132.50,0.00,0.00%,"90,392","158,476","-68,083"
17,1802 台玻,63.90,-1.40,-2.14%,"55,221","122,511","-67,289"
18,00878 國泰永續高股息,26.93,-0.07,-0.26%,"206,643","273,143","-66,499"
19,00990A主動元大AI新經濟,16.57,+ 0.41,+2.54%,"113,014","176,469","-63,455"
20,2801 彰銀,20.35,-0.15,-0.73%,"71,915","132,910","-60,995"
21,2834 臺企銀,16.05,0.00,0.00%,"105,345","161,931","-56,586"
22,00712 復華富時不動產,8.70,-0.07,-0.80%,"64,908","120,219","-55,311"
23,2890 永豐金,29.80,-0.30,-1.00%,"151,081","205,345","-54,263"
24,00992A主動群益科技創新,16.68,-0.07,-0.42%,"231,502","285,542","-54,040"
25,00673R期元大S＆P原油反1,11.21,-0.07,-0.62%,"70,406","123,565","-53,159"
26,6770 力積電,57.80,-0.70,-1.20%,"293,786","346,933","-53,147"
27,00980A主動野村臺灣優選,21.40,-0.21,-0.97%,"37,071","87,904","-50,832"
28,1326 台化,44.55,-0.35,-0.78%,"42,102","91,968","-49,865"
29,2382 廣達,290.00,0.00,0.00%,"65,915","115,571","-49,656"
30,2892 第一金,27.75,-1.25,-4.31%,"216,678","266,255","-49,576"
31,1301 台塑,45.40,-0.55,-1.20%,"39,557","87,228","-47,671"
32,2812 台中銀,18.90,-0.25,-1.31%,"45,057","89,278","-44,220"
33,2408 南亞科,275.00,+ 0.50,+0.18%,"179,429","223,610","-44,181"
34,009805新光美國電力基建,16.10,-0.20,-1.23%,"69,998","111,599","-41,600"
35,2330 台積電,"2,185.00",-20.00,-0.91%,"83,435","123,948","-40,512"
36,8112 至上,84.00,+ 0.40,+0.48%,"37,084","76,047","-38,962"
37,2354 鴻準,57.50,-0.20,-0.35%,"21,052","59,336","-38,283"
38,8150 南茂,74.40,-3.20,-4.12%,"55,612","93,466","-37,853"
39,00997A主動群益美國增長,11.81,+ 0.11,+0.94%,"90,952","125,248","-34,296"
40,00400A主動國泰動能高息,12.72,+ 0.02,+0.16%,"125,943","158,142","-32,198"
41,9904 寶成,25.65,-0.45,-1.72%,"51,021","81,425","-30,403"
42,5880 合庫金,22.70,-0.10,-0.44%,"56,252","86,319","-30,067"
43,00935 野村臺灣新科技50,51.15,-0.15,-0.29%,"23,863","52,219","-28,356"
44,4960 誠美材,33.15,-1.40,-4.05%,"30,998","59,230","-28,231"
45,2371 大同,28.05,-0.35,-1.23%,"44,631","71,771","-27,140"
46,2329 華泰,51.40,+ 0.10,+0.19%,"19,428","44,473","-25,044"
47,3706 神達,80.30,-0.40,-0.50%,"26,746","50,793","-24,046"
48,2377 微星,109.50,-2.00,-1.79%,"66,716","88,854","-22,137"
49,00947 台新臺灣IC設計,33.16,+ 0.18,+0.55%,"32,439","54,155","-21,715"
50,00927 群益半導體收益,33.63,-0.02,-0.06%,"39,487","61,066","-21,579"
