Rank,Stock,Price,Change,ChangePercent,NetSell
1,0050 元大台灣50,106.20,-2.05,-1.89%,"-518,997"
2,3481 群創,64.20,-5.00,-7.23%,"-387,732"
3,6770 力積電,70.10,-2.50,-3.44%,"-332,524"
4,2886 兆豐金,46.80,+ 0.50,+1.08%,"-303,749"
5,00988A主動統一全球創新,19.62,-1.21,-5.81%,"-258,789"
6,2317 鴻海,237.00,-5.00,-2.07%,"-234,218"
7,3231 緯創,155.50,-2.50,-1.58%,"-232,383"
8,2344 華邦電,174.00,-9.00,-4.92%,"-226,154"
9,4904 遠傳,103.00,0.00,0.00%,"-151,125"
10,1101 台泥,23.40,-0.30,-1.27%,"-131,862"
11,00991A主動復華未來50,19.12,-0.93,-4.64%,"-127,429"
12,1402 遠東新,28.35,-0.75,-2.58%,"-127,380"
13,2324 仁寶,35.30,-0.40,-1.12%,"-113,105"
14,9904 寶成,24.35,0.00,0.00%,"-105,993"
15,6116 彩晶,17.15,-1.05,-5.77%,"-97,802"
16,2409 友達,29.35,-2.35,-7.41%,"-90,063"
17,2330 台積電,"2,440.00",-20.00,-0.81%,"-89,711"
18,2633 台灣高鐵,26.40,-0.20,-0.75%,"-82,165"
19,2883 凱基金,30.10,+ 1.10,+3.79%,"-78,672"
20,00405A主動富邦台灣龍耀,8.65,-0.50,-5.46%,"-78,199"
21,3706 神達,88.00,-2.00,-2.22%,"-74,281"
22,2412 中華電,141.00,-0.50,-0.35%,"-71,953"
23,2880 華南金,38.95,+ 0.70,+1.83%,"-69,664"
24,2337 旺宏,139.00,-5.50,-3.81%,"-69,154"
25,2312 金寶,34.10,-1.45,-4.08%,"-65,796"
26,2382 廣達,373.00,-5.00,-1.32%,"-60,401"
27,4958 臻鼎-KY,548.00,-31.00,-5.35%,"-55,607"
28,5876 上海商銀,42.40,+ 0.70,+1.68%,"-53,824"
29,2347 聯強,91.30,-2.50,-2.67%,"-53,817"
30,00400A主動國泰動能高息,14.35,-0.65,-4.33%,"-52,315"
31,00830 國泰費城半導體,89.70,-2.70,-2.92%,"-46,612"
32,2313 華通,218.00,-17.00,-7.23%,"-45,843"
33,00997A主動群益美國增長,12.53,-0.61,-4.64%,"-44,150"
34,2855 統一證,51.10,-1.10,-2.11%,"-43,307"
35,2356 英業達,65.40,-1.80,-2.68%,"-42,737"
36,009820元大納斯達克精選,9.81,-0.03,-0.30%,"-41,508"
37,2327 國巨*,905.00,-100.00,-9.95%,"-35,964"
38,00927 群益半導體收益,41.16,-1.44,-3.38%,"-35,900"
39,8422 可寧衛*,27.80,-0.80,-2.80%,"-35,420"
40,3037 欣興,840.00,-77.00,-8.40%,"-35,069"
41,4915 致伸,67.50,-0.70,-1.03%,"-33,886"
42,2474 可成,196.00,0.00,0.00%,"-31,887"
43,9945 潤泰新,25.75,+ 0.35,+1.38%,"-31,381"
44,1714 和桐,18.85,-2.05,-9.81%,"-31,319"
45,1605 華新,35.05,-1.50,-4.10%,"-30,816"
46,3702 大聯大,109.00,-1.00,-0.91%,"-30,725"
47,5871 中租-KY,114.00,-1.50,-1.30%,"-28,605"
48,00953B群益優選非投等債,9.71,0.00,0.00%,"-26,680"
49,4919 新唐,164.00,-10.00,-5.75%,"-25,506"
50,3376 新日興,194.50,-4.50,-2.26%,"-24,580"
