Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00403A主動統一升級50,11.11,+ 0.07,+0.63%,"669,233"
2,00981A主動統一台股增長,31.50,+ 0.02,+0.06%,"359,783"
3,2002 中鋼,19.05,-0.30,-1.55%,"352,496"
4,2618 長榮航,44.50,+ 0.50,+1.14%,"234,895"
5,1301 台塑,58.00,+ 3.50,+6.42%,"231,477"
6,2610 華航,24.20,+ 0.95,+4.09%,"231,122"
7,2887 台新新光金,31.85,+ 0.25,+0.79%,"156,176"
8,00919 群益台灣精選高息,30.26,+ 0.05,+0.17%,"142,109"
9,2303 聯電,178.50,+ 0.50,+0.28%,"125,319"
10,00992A主動群益科技創新,18.82,+ 0.08,+0.43%,"97,063"
11,2891 中信金,70.60,+ 0.70,+1.00%,"95,911"
12,5880 合庫金,25.10,+ 0.70,+2.87%,"94,864"
13,2801 彰銀,23.50,+ 0.60,+2.62%,"92,411"
14,2834 臺企銀,18.00,+ 0.20,+1.12%,"88,267"
15,1802 台玻,69.60,+ 0.30,+0.43%,"77,177"
16,2449 京元電子,334.50,+ 1.00,+0.30%,"75,050"
17,00918 大華優利高填息30,32.48,+ 0.40,+1.25%,"64,965"
18,1326 台化,59.50,+ 1.80,+3.12%,"60,370"
19,00990A主動元大AI新經濟,21.18,+ 0.67,+3.27%,"58,339"
20,2890 永豐金,39.95,+ 0.40,+1.01%,"55,314"
21,3711 日月光投控,641.00,-12.00,-1.84%,"47,296"
22,2892 第一金,32.85,+ 0.80,+2.50%,"46,752"
23,1314 中石化,8.04,+ 0.05,+0.63%,"41,340"
24,00999A主動野村臺灣高息,11.03,-0.07,-0.63%,"39,481"
25,6005 群益證,38.80,+ 0.25,+0.65%,"36,955"
26,2885 元大金,66.70,+ 0.60,+0.91%,"35,355"
27,2867 三商壽,8.59,+ 0.08,+0.94%,"34,014"
28,2006 東和鋼鐵,70.00,+ 0.20,+0.29%,"31,733"
29,6213 聯茂,339.50,+ 30.50,+9.87%,"29,937"
30,3045 台灣大,120.00,+ 0.50,+0.42%,"28,183"
31,2401 凌陽,34.90,+ 0.10,+0.29%,"27,974"
32,2812 台中銀,20.05,+ 0.20,+1.01%,"27,946"
33,00983A主動中信ARK創新,11.91,+ 0.16,+1.36%,"26,478"
34,2369 菱生,43.40,+ 0.10,+0.23%,"24,484"
35,00940 元大台灣價值高息,12.77,+ 0.11,+0.87%,"23,514"
36,2609 陽明,51.40,-0.20,-0.39%,"23,235"
37,00982A主動群益台灣強棒,24.74,+ 0.12,+0.49%,"22,858"
38,00878 國泰永續高股息,33.75,+ 0.09,+0.27%,"21,342"
39,6176 瑞儀,90.70,+ 0.50,+0.55%,"20,632"
40,2426 鼎元,85.10,-8.20,-8.79%,"20,563"
41,6919 康霈*,99.30,-4.70,-4.52%,"20,203"
42,2606 裕民,61.70,+ 0.30,+0.49%,"19,202"
43,2340 台亞,39.20,-2.80,-6.67%,"18,585"
44,2388 威盛,75.80,-2.80,-3.56%,"18,460"
45,1714 和桐,18.50,-0.55,-2.89%,"17,796"
46,2408 南亞科,477.00,+ 33.50,+7.55%,"17,573"
47,1303 南亞,155.00,-1.00,-0.64%,"17,532"
48,00929 復華台灣科技優息,31.86,+ 0.31,+0.98%,"17,259"
49,009805新光美國電力基建,17.14,+ 0.32,+1.90%,"17,259"
50,3035 智原,229.00,-1.50,-0.65%,"15,939"
