Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,2327 國巨*,389.00,+ 17.50,+4.71%,"37,575,899","19,168,218","18,407,680"
2,2345 智邦,"2,375.00",-185.00,-7.23%,"25,609,223","9,611,011","15,998,212"
3,3653 健策,"3,650.00",-225.00,-5.81%,"21,132,449","7,305,587","13,826,861"
4,6669 緯穎,"5,200.00",+ 320.00,+6.56%,"20,737,937","10,108,214","10,629,722"
5,2301 光寶科,204.00,+ 0.50,+0.25%,"20,399,945","10,769,030","9,630,914"
6,6770 力積電,61.40,-2.50,-3.91%,"28,155,548","19,487,014","8,668,534"
7,3034 聯詠,498.00,+ 45.00,+9.93%,"9,890,044","2,918,027","6,972,017"
8,3037 欣興,818.00,-78.00,-8.71%,"30,174,708","23,480,157","6,694,551"
9,8046 南電,854.00,-93.00,-9.82%,"17,851,124","11,371,105","6,480,018"
10,00981A主動統一台股增長,28.91,-0.67,-2.27%,"15,513,991","9,584,969","5,929,021"
11,3450 聯鈞,410.00,+ 32.50,+8.61%,"16,386,094","10,592,305","5,793,789"
12,2313 華通,253.50,+ 4.00,+1.60%,"21,754,843","16,044,650","5,710,193"
13,2059 川湖,"5,320.00",+ 480.00,+9.92%,"7,837,967","2,166,219","5,671,747"
14,2454 聯發科,"3,630.00",+ 210.00,+6.14%,"33,977,538","28,424,771","5,552,766"
15,2464 盟立,122.00,+ 11.00,+9.91%,"6,554,425","1,472,384","5,082,040"
16,3026 禾伸堂,330.00,+ 30.00,+10.00%,"7,300,786","2,795,125","4,505,661"
17,4906 正文,40.00,+ 1.30,+3.36%,"5,195,436","773,882","4,421,553"
18,3443 創意,"5,210.00",-240.00,-4.40%,"15,622,703","11,514,942","4,107,760"
19,2404 漢唐,"1,015.00",+ 18.00,+1.81%,"7,130,185","3,355,627","3,774,557"
20,2451 創見,312.50,+ 10.00,+3.31%,"7,155,955","3,510,304","3,645,650"
21,2368 金像電,"1,330.00",-120.00,-8.28%,"9,570,314","5,947,969","3,622,345"
22,2379 瑞昱,592.00,+ 53.00,+9.83%,"5,419,185","2,002,674","3,416,511"
23,6446 藥華藥,724.00,+ 65.00,+9.86%,"4,375,444","1,213,699","3,161,745"
24,5269 祥碩,"1,410.00",+ 40.00,+2.92%,"4,903,621","1,957,618","2,946,003"
25,3189 景碩,458.00,-34.50,-7.01%,"13,326,516","10,399,773","2,926,742"
26,3714 富采,71.10,-0.30,-0.42%,"4,950,692","2,134,674","2,816,017"
27,1519 華城,896.00,+ 5.00,+0.56%,"4,725,363","2,023,154","2,702,208"
28,2449 京元電子,311.00,-28.00,-8.26%,"12,796,627","10,138,346","2,658,280"
29,2881 富邦金,96.70,+ 2.20,+2.33%,"5,620,496","3,333,411","2,287,084"
30,7769 鴻勁,"5,800.00",-35.00,-0.60%,"6,660,855","4,428,259","2,232,595"
31,3702 大聯大,113.50,+ 10.00,+9.66%,"2,813,810","641,722","2,172,087"
32,6805 富世達,"1,980.00",+ 60.00,+3.13%,"5,541,384","3,382,317","2,159,066"
33,8150 南茂,92.70,-5.40,-5.50%,"9,629,787","7,631,989","1,997,798"
34,2367 燿華,61.70,+ 0.30,+0.49%,"3,934,111","1,964,752","1,969,358"
35,1513 中興電,158.00,+ 1.50,+0.96%,"2,828,659","916,729","1,911,929"
36,8112 至上,89.30,+ 2.40,+2.76%,"2,654,499","1,105,952","1,548,547"
37,8033 雷虎,159.00,+ 7.50,+4.95%,"1,953,462","516,323","1,437,139"
38,6531 愛普*,875.00,-50.00,-5.41%,"2,989,589","1,564,813","1,424,776"
39,1514 亞力,123.50,+ 4.00,+3.35%,"2,298,750","913,496","1,385,254"
40,6789 采鈺,603.00,+ 22.00,+3.79%,"5,927,811","4,554,204","1,373,606"
41,6196 帆宣,410.00,+ 17.00,+4.33%,"2,577,843","1,214,023","1,363,819"
42,6282 康舒,50.40,-0.30,-0.59%,"2,762,616","1,415,613","1,347,002"
43,4960 誠美材,39.35,-4.35,-9.95%,"1,466,021","186,936","1,279,084"
44,2421 建準,149.00,-0.50,-0.33%,"2,179,867","903,970","1,275,896"
45,0050 元大台灣50,97.00,-0.70,-0.72%,"12,716,275","11,472,448","1,243,826"
46,1216 統一,73.20,+ 3.80,+5.48%,"2,529,514","1,327,158","1,202,356"
47,3090 日電貿,113.50,-2.50,-2.16%,"3,330,765","2,161,633","1,169,131"
48,6285 啟碁,247.50,-8.50,-3.32%,"12,745,796","11,621,612","1,124,183"
49,3014 聯陽,135.50,+ 4.00,+3.04%,"1,318,713","215,468","1,103,245"
50,6781 AES-KY,"1,230.00",+ 75.00,+6.49%,"4,371,135","3,285,029","1,086,106"
