Rank,Stock,Price,Change,ChangePercent,NetSell
1,2002 中鋼,19.00,-0.20,-1.04%,"-42,626"
2,2610 華航,19.90,-0.20,-1.00%,"-37,223"
3,2834 臺企銀,16.30,-0.15,-0.91%,"-36,085"
4,2317 鴻海,259.50,-2.50,-0.95%,"-30,291"
5,2618 長榮航,39.90,-1.10,-2.68%,"-30,049"
6,2884 玉山金,37.65,+ 0.35,+0.94%,"-19,916"
7,2327 國巨*,622.00,-40.00,-6.04%,"-17,527"
8,2105 正新,30.40,-0.30,-0.98%,"-16,978"
9,2449 京元電子,247.00,-6.50,-2.56%,"-16,828"
10,00878 國泰永續高股息,33.87,+ 0.09,+0.27%,"-13,884"
11,1314 中石化,7.68,+ 0.02,+0.26%,"-11,594"
12,5388 中磊,79.80,-1.30,-1.60%,"-10,445"
13,00632R元大台灣50反1,10.01,+ 0.06,+0.60%,"-10,376"
14,1718 中纖,10.95,-0.05,-0.45%,"-8,944"
15,1402 遠東新,27.10,+ 0.15,+0.56%,"-8,609"
16,3045 台灣大,108.00,-0.50,-0.46%,"-8,499"
17,00891 中信關鍵半導體,36.38,-0.19,-0.52%,"-8,384"
18,00753L中信中國50正2,9.35,-0.37,-3.81%,"-7,534"
19,3033 威健,48.25,-0.35,-0.72%,"-7,349"
20,2478 大毅,128.00,-2.00,-1.54%,"-7,197"
21,2492 華新科,302.50,-14.00,-4.42%,"-7,119"
22,5880 合庫金,24.20,0.00,0.00%,"-6,342"
23,2412 中華電,135.00,-1.00,-0.74%,"-6,228"
24,00990A主動元大AI新經濟,16.49,-0.12,-0.72%,"-5,916"
25,2885 元大金,69.70,0.00,0.00%,"-5,819"
26,2903 遠百,21.65,-0.10,-0.46%,"-5,707"
27,2481 強茂,138.00,-5.00,-3.50%,"-5,480"
28,2101 南港,31.55,-2.70,-7.88%,"-5,455"
29,2633 台灣高鐵,25.90,-0.05,-0.19%,"-5,389"
30,2352 佳世達,29.50,+ 0.80,+2.79%,"-5,065"
31,1714 和桐,16.40,-0.30,-1.80%,"-4,766"
32,3026 禾伸堂,647.00,-44.00,-6.37%,"-4,724"
33,3702 大聯大,115.00,-8.50,-6.88%,"-4,417"
34,2368 金像電,"1,015.00",+ 5.00,+0.50%,"-4,393"
35,1717 長興,71.70,-6.50,-8.31%,"-4,362"
36,2406 國碩,29.20,-2.30,-7.30%,"-4,067"
37,2208 台船,20.30,+ 1.15,+6.01%,"-4,038"
38,8261 富鼎,185.00,-17.00,-8.42%,"-3,794"
39,1477 聚陽,218.00,-1.50,-0.68%,"-3,742"
40,2646 星宇航空,20.40,0.00,0.00%,"-3,580"
41,8046 南電,"1,305.00",+ 90.00,+7.41%,"-3,479"
42,5871 中租-KY,111.50,-2.50,-2.19%,"-3,467"
43,6116 彩晶,13.90,-0.05,-0.36%,"-3,457"
44,2812 台中銀,18.65,0.00,0.00%,"-3,417"
45,2409 友達,25.80,+ 0.05,+0.19%,"-3,387"
46,2645 長榮航太,200.00,+ 18.00,+9.89%,"-3,372"
47,2820 華票,16.35,+ 0.10,+0.62%,"-3,281"
48,5876 上海商銀,42.35,+ 0.10,+0.24%,"-3,245"
49,2428 興勤,255.00,-4.50,-1.73%,"-3,195"
50,2891 中信金,65.80,-0.70,-1.05%,"-2,953"
