Rank,Stock,Price,Change,ChangePercent,NetSell
1,2887 台新新光金,42.90,-0.90,-2.05%,"-51,608"
2,1303 南亞,231.50,-8.00,-3.34%,"-38,080"
3,2002 中鋼,18.65,0.00,0.00%,"-37,941"
4,2324 仁寶,37.05,-0.55,-1.46%,"-35,953"
5,3231 緯創,180.50,-6.00,-3.22%,"-23,126"
6,2801 彰銀,28.35,-0.10,-0.35%,"-21,220"
7,2633 台灣高鐵,25.60,-0.10,-0.39%,"-16,818"
8,0050 元大台灣50,111.85,+ 0.50,+0.45%,"-16,206"
9,5871 中租-KY,108.00,-2.50,-2.26%,"-15,987"
10,2313 華通,222.00,0.00,0.00%,"-12,837"
11,2601 益航,5.91,-0.02,-0.34%,"-10,982"
12,6446 藥華藥,"1,160.00",+ 10.00,+0.87%,"-10,590"
13,2889 國票金,16.85,-0.05,-0.30%,"-10,525"
14,1709 和益,45.95,+ 2.85,+6.61%,"-10,511"
15,2542 興富發,45.45,-1.00,-2.15%,"-9,478"
16,6443 元晶,28.40,+ 0.35,+1.25%,"-8,506"
17,2481 強茂,171.00,+ 3.00,+1.79%,"-8,375"
18,009816凱基台灣TOP50,16.52,+ 0.05,+0.30%,"-8,319"
19,8028 昇陽半導體,263.50,+ 6.00,+2.33%,"-8,119"
20,4958 臻鼎-KY,489.00,+ 19.00,+4.04%,"-7,969"
21,8112 至上,82.20,-0.90,-1.08%,"-7,877"
22,2368 金像電,"1,040.00",-5.00,-0.48%,"-7,394"
23,4919 新唐,133.50,+ 8.00,+6.37%,"-7,314"
24,2884 玉山金,46.05,-0.15,-0.32%,"-7,291"
25,00922 國泰台灣領袖50,43.71,+ 0.32,+0.74%,"-7,189"
26,3450 聯鈞,526.00,-19.00,-3.49%,"-7,109"
27,1504 東元,68.60,-0.50,-0.72%,"-7,011"
28,1201 味全,11.70,-0.05,-0.43%,"-6,841"
29,8110 華東,48.95,-3.15,-6.05%,"-6,290"
30,4960 誠美材,23.40,-0.05,-0.21%,"-6,184"
31,2369 菱生,31.35,-0.90,-2.79%,"-5,641"
32,00985B群益ESG投等債0-5,10.09,-0.02,-0.20%,"-5,156"
33,2332 友訊,20.20,-0.35,-1.70%,"-5,026"
34,2890 永豐金,45.40,-0.30,-0.66%,"-5,025"
35,3006 晶豪科,278.50,-6.50,-2.28%,"-4,925"
36,2382 廣達,342.00,-2.50,-0.73%,"-4,636"
37,9904 寶成,24.60,-0.25,-1.01%,"-4,543"
38,2489 瑞軒,41.95,-1.05,-2.44%,"-4,531"
39,2201 裕隆,29.25,0.00,0.00%,"-4,378"
40,2455 全新,547.00,-25.00,-4.37%,"-4,345"
41,2102 泰豐,16.65,-0.40,-2.35%,"-4,276"
42,2406 國碩,30.10,-0.30,-0.99%,"-3,965"
43,1717 長興,71.00,-0.70,-0.98%,"-3,875"
44,2538 基泰,8.61,+ 0.04,+0.47%,"-3,776"
45,00961 FT臺灣永續高息,13.26,-0.03,-0.23%,"-3,766"
46,3036 文曄,205.00,-1.50,-0.73%,"-3,739"
47,4938 和碩,90.00,-0.80,-0.88%,"-3,733"
48,00919 群益台灣精選高息,32.16,-0.11,-0.34%,"-3,557"
49,3406 玉晶光,923.00,-29.00,-3.05%,"-3,555"
50,6269 台郡,64.60,-0.70,-1.07%,"-3,520"
