Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2618 長榮航,41.95,+ 1.25,+3.07%,"293,234"
2,2883 凱基金,30.70,+ 0.05,+0.16%,"269,556"
3,2882 國泰金,98.50,+ 1.50,+1.55%,"180,797"
4,2884 玉山金,36.40,+ 0.45,+1.25%,"172,458"
5,00712 復華富時不動產,8.84,+ 0.06,+0.68%,"146,896"
6,2303 聯電,126.00,-2.00,-1.56%,"133,133"
7,2353 宏碁,30.10,+ 0.05,+0.17%,"114,773"
8,5880 合庫金,25.95,+ 0.30,+1.17%,"111,093"
9,3231 緯創,177.00,-2.00,-1.12%,"107,798"
10,2324 仁寶,37.15,-0.05,-0.13%,"102,034"
11,2812 台中銀,20.75,+ 0.30,+1.47%,"97,945"
12,2881 富邦金,130.00,+ 2.50,+1.96%,"96,380"
13,2867 三商壽,9.31,+ 0.03,+0.32%,"95,724"
14,6505 台塑化,77.90,-7.90,-9.21%,"90,139"
15,2105 正新,30.80,-0.45,-1.44%,"87,900"
16,2002 中鋼,19.25,+ 0.10,+0.52%,"86,002"
17,4938 和碩,87.40,-1.00,-1.13%,"75,796"
18,2603 長榮,203.50,-2.50,-1.21%,"68,996"
19,00918 大華優利高填息30,32.58,+ 0.08,+0.25%,"66,085"
20,2615 萬海,84.00,-3.00,-3.45%,"49,100"
21,3045 台灣大,113.50,0.00,0.00%,"48,206"
22,3576 聯合再生,17.85,-0.45,-2.46%,"43,739"
23,5876 上海商銀,47.00,+ 0.85,+1.84%,"40,804"
24,2409 友達,23.90,-1.60,-6.27%,"40,223"
25,1301 台塑,61.70,-1.00,-1.59%,"39,446"
26,1402 遠東新,27.45,+ 0.10,+0.37%,"39,085"
27,00631L元大台灣50正2,33.54,+ 0.04,+0.12%,"35,700"
28,2891 中信金,63.00,-0.60,-0.94%,"26,255"
29,2301 光寶科,212.00,-2.50,-1.17%,"24,242"
30,2834 臺企銀,18.20,+ 0.20,+1.11%,"24,110"
31,2357 華碩,760.00,-11.00,-1.43%,"23,784"
32,3005 神基,112.50,-0.50,-0.44%,"22,536"
33,2889 國票金,15.70,-0.05,-0.32%,"22,414"
34,2845 遠東銀,13.40,+ 0.05,+0.37%,"22,135"
35,00953B群益優選非投等債,9.82,+ 0.03,+0.31%,"21,141"
36,2606 裕民,62.80,-1.20,-1.88%,"21,109"
37,2385 群光,106.00,-0.50,-0.47%,"21,068"
38,009824群益美國科技巨頭,10.11,+ 0.08,+0.80%,"20,487"
39,2609 陽明,51.10,-0.40,-0.78%,"20,457"
40,5388 中磊,90.60,+ 1.90,+2.14%,"19,774"
41,9907 統一實,15.10,-0.05,-0.33%,"19,169"
42,3036 文曄,203.50,-2.00,-0.97%,"18,560"
43,3034 聯詠,518.00,+ 11.00,+2.17%,"18,525"
44,1718 中纖,10.25,-0.75,-6.82%,"18,461"
45,00900 富邦特選高股息30,18.36,+ 0.03,+0.16%,"17,693"
46,8033 雷虎,186.00,-1.00,-0.53%,"17,514"
47,2371 大同,25.70,-0.10,-0.39%,"17,313"
48,00753L中信中國50正2,9.30,+ 0.12,+1.31%,"17,160"
49,3090 日電貿,156.00,-8.00,-4.88%,"16,111"
50,1909 榮成,10.05,0.00,0.00%,"15,594"
