Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00403A主動統一升級50,10.30,+ 0.20,+1.98%,"88,137"
2,6770 力積電,74.90,+ 1.20,+1.63%,"57,184"
3,00407A主動凱基台灣,9.83,+ 0.17,+1.76%,"43,830"
4,2408 南亞科,514.00,+ 31.50,+6.53%,"42,741"
5,2027 大成鋼,50.40,+ 3.55,+7.58%,"39,932"
6,00981A主動統一台股增長,29.95,+ 0.61,+2.08%,"34,428"
7,0050 元大台灣50,106.70,+ 1.50,+1.43%,"31,063"
8,2886 兆豐金,45.85,-1.10,-2.34%,"28,691"
9,00991A主動復華未來50,18.19,+ 0.40,+2.25%,"26,466"
10,4938 和碩,94.80,+ 3.40,+3.72%,"24,644"
11,009816凱基台灣TOP50,15.52,+ 0.26,+1.70%,"22,193"
12,1605 華新,39.30,-0.70,-1.75%,"18,333"
13,00919 群益台灣精選高息,30.41,+ 0.22,+0.73%,"14,228"
14,00992A主動群益科技創新,17.78,+ 0.49,+2.83%,"14,155"
15,2324 仁寶,39.30,-0.60,-1.50%,"12,613"
16,2634 漢翔,64.20,+ 2.50,+4.05%,"12,572"
17,2344 華邦電,177.00,0.00,0.00%,"12,452"
18,2887 台新新光金,36.20,+ 0.55,+1.54%,"12,336"
19,2883 凱基金,31.50,+ 0.30,+0.96%,"12,142"
20,00400A主動國泰動能高息,14.73,+ 0.37,+2.58%,"11,803"
21,8150 南茂,92.90,+ 0.70,+0.76%,"11,741"
22,2301 光寶科,269.50,+ 10.00,+3.85%,"11,528"
23,2892 第一金,33.15,0.00,0.00%,"10,864"
24,1504 東元,70.40,+ 3.10,+4.61%,"10,657"
25,3231 緯創,197.00,+ 3.50,+1.81%,"10,326"
26,00405A主動富邦台灣龍耀,8.62,+ 0.20,+2.38%,"9,870"
27,1513 中興電,171.00,+ 5.50,+3.32%,"9,070"
28,2880 華南金,39.10,-2.35,-5.67%,"8,400"
29,2377 微星,168.00,-1.00,-0.59%,"8,276"
30,00980A主動野村臺灣優選,25.20,+ 0.47,+1.90%,"7,792"
31,2353 宏碁,31.55,-0.20,-0.63%,"7,060"
32,3576 聯合再生,17.90,+ 0.60,+3.47%,"7,049"
33,00982A主動群益台灣強棒,23.18,+ 0.36,+1.58%,"6,966"
34,2356 英業達,68.80,-0.20,-0.29%,"6,939"
35,2376 技嘉,393.50,+ 18.00,+4.79%,"6,832"
36,009819中信數據及電力,10.50,+ 0.13,+1.25%,"6,315"
37,2542 興富發,46.40,+ 1.60,+3.57%,"6,157"
38,1216 統一,76.30,0.00,0.00%,"6,001"
39,6282 康舒,48.15,+ 1.00,+2.12%,"5,918"
40,8112 至上,97.80,+ 0.90,+0.93%,"5,838"
41,2332 友訊,22.65,+ 0.35,+1.57%,"5,459"
42,00918 大華優利高填息30,33.97,+ 0.22,+0.65%,"5,411"
43,0052 富邦科技,62.40,+ 0.90,+1.46%,"5,207"
44,2867 三商壽,9.62,+ 0.19,+2.01%,"5,104"
45,00940 元大台灣價值高息,12.56,+ 0.13,+1.05%,"4,877"
46,2327 國巨*,662.00,+ 60.00,+9.97%,"4,762"
47,3711 日月光投控,626.00,+ 5.00,+0.81%,"4,762"
48,00997A主動群益美國增長,11.76,+ 0.24,+2.08%,"4,628"
49,1717 長興,78.20,-0.40,-0.51%,"4,625"
50,2330 台積電,"2,435.00",+ 20.00,+0.83%,"3,972"
