Rank,Stock,Price,Change,ChangePercent,NetSell
1,0050 元大台灣50,101.70,-2.20,-2.12%,"-923,060"
2,6770 力積電,61.60,-4.40,-6.67%,"-421,886"
3,3481 群創,49.50,-2.40,-4.62%,"-377,400"
4,2886 兆豐金,48.45,+ 0.30,+0.62%,"-319,769"
5,00991A主動復華未來50,16.42,-0.78,-4.53%,"-279,944"
6,00988A主動統一全球創新,17.22,-0.64,-3.58%,"-266,578"
7,2344 華邦電,154.50,-6.50,-4.04%,"-236,047"
8,1303 南亞,177.50,-19.50,-9.90%,"-200,537"
9,2330 台積電,"2,350.00",-55.00,-2.29%,"-156,836"
10,2317 鴻海,252.50,-5.00,-1.94%,"-143,071"
11,1101 台泥,23.80,-0.20,-0.83%,"-127,564"
12,2880 華南金,40.70,-0.55,-1.33%,"-111,380"
13,4904 遠傳,105.50,+ 3.00,+2.93%,"-110,274"
14,6116 彩晶,13.80,-0.55,-3.83%,"-102,664"
15,9904 寶成,24.40,+ 0.15,+0.62%,"-89,459"
16,2337 旺宏,124.00,-5.50,-4.25%,"-86,063"
17,2892 第一金,34.30,+ 0.15,+0.44%,"-85,689"
18,00400A主動國泰動能高息,13.41,-0.52,-3.73%,"-81,084"
19,2633 台灣高鐵,26.05,+ 0.10,+0.39%,"-80,132"
20,4958 臻鼎-KY,482.00,-24.00,-4.74%,"-69,764"
21,2313 華通,201.50,-12.50,-5.84%,"-69,185"
22,2408 南亞科,401.00,-25.00,-5.87%,"-62,823"
23,3702 大聯大,117.50,-4.00,-3.29%,"-62,328"
24,3706 神達,91.30,-0.70,-0.76%,"-59,358"
25,3037 欣興,839.00,-57.00,-6.36%,"-57,538"
26,1409 新纖,23.35,-0.45,-1.89%,"-57,439"
27,6282 康舒,47.15,-1.75,-3.58%,"-55,732"
28,2352 佳世達,29.20,-0.90,-2.99%,"-53,540"
29,00830 國泰費城半導體,88.05,-1.05,-1.18%,"-52,639"
30,00405A主動富邦台灣龍耀,7.88,-0.38,-4.60%,"-52,595"
31,2801 彰銀,24.35,+ 0.10,+0.41%,"-49,228"
32,00929 復華台灣科技優息,28.78,-0.32,-1.10%,"-47,855"
33,3231 緯創,179.00,+ 5.50,+3.17%,"-45,567"
34,1714 和桐,14.90,-0.55,-3.56%,"-45,134"
35,2312 金寶,31.85,-0.65,-2.00%,"-44,752"
36,009820元大納斯達克精選,9.87,-0.12,-1.20%,"-44,665"
37,2382 廣達,328.00,-8.00,-2.38%,"-44,231"
38,0056 元大高股息,50.20,-0.45,-0.89%,"-43,399"
39,1605 華新,32.85,-0.80,-2.38%,"-43,325"
40,8422 可寧衛*,26.00,-0.25,-0.95%,"-40,759"
41,1216 統一,77.40,+ 0.40,+0.52%,"-38,684"
42,2542 興富發,44.20,-0.75,-1.67%,"-38,246"
43,2855 統一證,44.20,-0.45,-1.01%,"-35,698"
44,2474 可成,189.50,-2.50,-1.30%,"-34,863"
45,00406A主動中信台灣收益,9.20,-0.32,-3.36%,"-32,328"
46,1402 遠東新,27.35,+ 0.15,+0.55%,"-32,075"
47,00997A主動群益美國增長,11.47,-0.19,-1.63%,"-31,416"
48,00935 野村臺灣新科技50,55.15,-1.75,-3.08%,"-31,310"
49,8926 台汽電,64.70,+ 0.40,+0.62%,"-30,794"
50,8150 南茂,90.80,-7.40,-7.54%,"-30,598"
