Rank,Stock,Price,Change,ChangePercent,NetSell
1,0050 元大台灣50,104.90,-1.55,-1.46%,"-554,453"
2,00403A主動統一升級50,10.16,-0.24,-2.31%,"-367,293"
3,1303 南亞,200.00,-0.50,-0.25%,"-288,698"
4,2834 臺企銀,16.50,+ 0.20,+1.23%,"-164,117"
5,1314 中石化,7.86,+ 0.05,+0.64%,"-151,649"
6,2880 華南金,39.70,+ 0.50,+1.28%,"-124,356"
7,2330 台積電,"2,380.00",-20.00,-0.83%,"-121,179"
8,2449 京元電子,236.00,-12.50,-5.03%,"-120,917"
9,2409 友達,26.35,-0.90,-3.30%,"-118,475"
10,2303 聯電,119.00,-2.50,-2.06%,"-108,014"
11,00878 國泰永續高股息,32.38,-0.36,-1.10%,"-107,890"
12,2801 彰銀,23.90,+ 0.15,+0.63%,"-99,701"
13,2887 台新新光金,36.90,-0.25,-0.67%,"-71,038"
14,3481 群創,49.50,-1.70,-3.32%,"-69,989"
15,00891 中信關鍵半導體,33.88,-0.80,-2.31%,"-69,519"
16,1409 新纖,24.35,-0.05,-0.20%,"-59,415"
17,8150 南茂,89.10,-2.40,-2.62%,"-57,899"
18,2337 旺宏,122.00,-7.50,-5.79%,"-56,774"
19,2327 國巨*,576.00,-32.00,-5.26%,"-56,595"
20,1802 台玻,56.50,-2.30,-3.91%,"-54,482"
21,2352 佳世達,28.35,-0.65,-2.24%,"-52,821"
22,4958 臻鼎-KY,474.00,-29.00,-5.77%,"-48,591"
23,2492 華新科,282.00,-9.50,-3.26%,"-48,416"
24,00982A主動群益台灣強棒,22.14,-0.67,-2.94%,"-47,887"
25,1714 和桐,16.90,-0.25,-1.46%,"-47,335"
26,6005 群益證,30.50,-0.05,-0.16%,"-45,897"
27,3711 日月光投控,599.00,-16.00,-2.60%,"-45,850"
28,2382 廣達,327.00,-6.50,-1.95%,"-44,184"
29,2406 國碩,28.75,-0.75,-2.54%,"-42,704"
30,00881 國泰台灣科技龍頭,49.48,-1.07,-2.12%,"-39,274"
31,6239 力成,265.50,-12.50,-4.50%,"-38,950"
32,00929 復華台灣科技優息,28.87,-0.33,-1.13%,"-38,711"
33,009820元大納斯達克精選,10.09,-0.14,-1.37%,"-37,415"
34,6282 康舒,46.40,-0.15,-0.32%,"-36,639"
35,3702 大聯大,106.50,-4.50,-4.05%,"-36,612"
36,1326 台化,59.40,+ 0.10,+0.17%,"-35,944"
37,00988A主動統一全球創新,17.32,-0.37,-2.09%,"-35,648"
38,1102 亞泥,33.50,+ 0.05,+0.15%,"-34,484"
39,2369 菱生,30.80,-1.75,-5.38%,"-34,270"
40,2515 中工,11.75,-0.10,-0.84%,"-33,677"
41,2481 強茂,139.50,-5.00,-3.46%,"-33,655"
42,2308 台達電,"1,820.00",-65.00,-3.45%,"-31,830"
43,8926 台汽電,56.00,-0.60,-1.06%,"-29,690"
44,1718 中纖,10.50,-0.15,-1.41%,"-27,235"
45,2332 友訊,21.00,-1.00,-4.55%,"-26,781"
46,2886 兆豐金,46.90,+ 0.30,+0.64%,"-25,830"
47,00990A主動元大AI新經濟,16.52,-0.20,-1.20%,"-25,441"
48,8046 南電,"1,245.00",-50.00,-3.86%,"-24,433"
49,1717 長興,70.50,-1.30,-1.81%,"-21,875"
50,2885 元大金,64.00,-1.70,-2.59%,"-21,417"
