Rank,Stock,Price,Change,ChangePercent,NetSell
1,00403A主動統一升級50,10.41,-0.04,-0.38%,"-186,013"
2,00981A主動統一台股增長,29.75,-0.09,-0.30%,"-159,408"
3,3481 群創,65.20,+ 1.00,+1.56%,"-100,433"
4,2409 友達,29.55,+ 0.20,+0.68%,"-79,480"
5,0050 元大台灣50,106.05,-0.15,-0.14%,"-68,360"
6,00988A主動統一全球創新,19.15,-0.47,-2.40%,"-68,026"
7,00991A主動復華未來50,19.10,-0.02,-0.10%,"-63,388"
8,00405A主動富邦台灣龍耀,8.57,-0.08,-0.92%,"-49,098"
9,1314 中石化,9.70,-0.07,-0.72%,"-46,515"
10,00400A主動國泰動能高息,14.29,-0.06,-0.42%,"-42,924"
11,009816凱基台灣TOP50,15.26,-0.03,-0.20%,"-33,580"
12,00992A主動群益科技創新,17.65,-0.06,-0.34%,"-33,339"
13,2891 中信金,71.30,+ 1.10,+1.57%,"-31,905"
14,00929 復華台灣科技優息,29.97,-0.47,-1.54%,"-29,700"
15,2412 中華電,139.50,-1.50,-1.06%,"-24,854"
16,1714 和桐,17.75,-1.10,-5.84%,"-24,083"
17,2352 佳世達,34.40,-0.05,-0.15%,"-23,966"
18,00982A主動群益台灣強棒,23.83,-0.26,-1.08%,"-23,818"
19,00990A主動元大AI新經濟,17.88,-0.41,-2.24%,"-23,748"
20,1402 遠東新,27.85,-0.50,-1.76%,"-23,302"
21,2449 京元電子,305.50,-11.50,-3.63%,"-22,622"
22,2002 中鋼,18.70,+ 0.10,+0.54%,"-22,521"
23,00631L元大台灣50正2,37.14,-0.05,-0.13%,"-22,364"
24,1326 台化,64.70,+ 1.40,+2.21%,"-21,861"
25,2317 鴻海,237.50,+ 0.50,+0.21%,"-18,625"
26,1802 台玻,66.00,+ 1.40,+2.17%,"-17,623"
27,1717 長興,76.70,-0.40,-0.52%,"-17,071"
28,3045 台灣大,113.00,-3.50,-3.00%,"-16,801"
29,3037 欣興,863.00,+ 23.00,+2.74%,"-16,523"
30,1101 台泥,23.10,-0.30,-1.28%,"-16,419"
31,2369 菱生,42.70,+ 1.15,+2.77%,"-15,354"
32,1605 華新,34.85,-0.20,-0.57%,"-14,556"
33,1102 亞泥,35.80,-0.50,-1.38%,"-14,136"
34,2347 聯強,89.10,-2.20,-2.41%,"-13,554"
35,1303 南亞,182.00,+ 16.50,+9.97%,"-13,377"
36,00407A主動凱基台灣,9.44,-0.06,-0.63%,"-13,248"
37,1301 台塑,58.00,+ 0.70,+1.22%,"-12,773"
38,2356 英業達,66.20,+ 0.80,+1.22%,"-12,567"
39,8112 至上,85.40,-4.80,-5.32%,"-11,884"
40,1504 東元,68.60,-2.30,-3.24%,"-11,751"
41,0056 元大高股息,52.35,+ 0.20,+0.38%,"-11,364"
42,00830 國泰費城半導體,88.55,-1.15,-1.28%,"-9,840"
43,4904 遠傳,93.20,-6.00,-6.05%,"-9,660"
44,2609 陽明,52.30,+ 1.20,+2.35%,"-8,719"
45,8150 南茂,106.50,-2.50,-2.29%,"-8,399"
46,2382 廣達,377.00,+ 4.00,+1.07%,"-8,361"
47,3231 緯創,146.50,-3.50,-2.33%,"-8,209"
48,3711 日月光投控,625.00,-26.00,-3.99%,"-7,734"
49,1409 新纖,29.25,-2.45,-7.73%,"-7,405"
50,3576 聯合再生,16.05,-0.05,-0.31%,"-7,032"
