Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00631L元大台灣50正2,38.16,+ 0.08,+0.21%,"1,071,258","2,369,436","-1,298,178"
2,009816凱基台灣TOP50,15.59,+ 0.03,+0.19%,"1,009,353","2,242,453","-1,233,099"
3,00403A主動統一升級50,11.11,+ 0.07,+0.63%,"4,957,590","6,096,497","-1,138,907"
4,00405A主動富邦台灣龍耀,9.43,+ 0.01,+0.11%,"343,613","1,368,442","-1,024,829"
5,0050 元大台灣50,107.20,+ 0.05,+0.05%,"719,716","1,536,044","-816,328"
6,00407A主動凱基台灣,9.95,+ 0.07,+0.71%,"139,718","860,715","-720,996"
7,00988A主動統一全球創新,23.07,+ 0.54,+2.40%,"609,436","1,270,488","-661,052"
8,00991A主動復華未來50,20.70,+ 0.31,+1.52%,"629,064","1,226,919","-597,855"
9,3481 群創,70.90,+ 1.50,+2.16%,"2,306,742","2,819,960","-513,217"
10,00712 復華富時不動產,8.60,0.00,0.00%,"278,679","692,497","-413,818"
11,009821野村稀土關鍵資源,14.61,-0.42,-2.79%,"84,244","410,972","-326,727"
12,00918 大華優利高填息30,32.48,+ 0.40,+1.25%,"548,429","846,010","-297,581"
13,00990A主動元大AI新經濟,21.18,+ 0.67,+3.27%,"433,862","671,070","-237,207"
14,2409 友達,30.40,-0.10,-0.33%,"1,720,772","1,909,931","-189,158"
15,2324 仁寶,36.85,-1.05,-2.77%,"973,025","1,146,216","-173,191"
16,2002 中鋼,19.05,-0.30,-1.55%,"827,925","980,406","-152,481"
17,00402A主動安聯美國科技,9.89,+ 0.08,+0.82%,"146,824","299,136","-152,311"
18,00984D主動聯博全球非投,10.14,+ 0.03,+0.30%,"158,956","290,929","-131,972"
19,00919 群益台灣精選高息,30.26,+ 0.05,+0.17%,"1,121,578","1,249,356","-127,778"
20,2303 聯電,178.50,+ 0.50,+0.28%,"2,119,526","2,237,014","-117,488"
21,00935 野村臺灣新科技50,62.00,+ 0.10,+0.16%,"128,320","241,258","-112,938"
22,9904 寶成,25.95,0.00,0.00%,"205,540","309,215","-103,674"
23,00896 中信綠能及電動車,27.82,-0.26,-0.93%,"73,268","173,695","-100,426"
24,00665L富邦恒生國企正2,7.61,-0.37,-4.64%,"216,465","314,488","-98,023"
25,00981A主動統一台股增長,31.50,+ 0.02,+0.06%,"1,742,753","1,838,732","-95,979"
26,1504 東元,71.10,-0.80,-1.11%,"200,427","295,054","-94,626"
27,00406A主動中信台灣收益,10.28,+ 0.07,+0.69%,"113,183","201,018","-87,834"
28,00632R元大台灣50反1,10.04,0.00,0.00%,"1,044,047","1,131,486","-87,439"
29,00404A主動聯博動能50,10.17,-0.03,-0.29%,"58,715","144,109","-85,393"
30,2330 台積電,"2,390.00",0.00,0.00%,"282,291","361,478","-79,187"
31,00753L中信中國50正2,8.30,-0.25,-2.92%,"175,219","252,740","-77,521"
32,2313 華通,233.00,-7.00,-2.92%,"274,723","350,709","-75,986"
33,6116 彩晶,19.50,+ 0.10,+0.52%,"549,525","619,980","-70,454"
34,2371 大同,27.30,-0.25,-0.91%,"115,241","181,464","-66,223"
35,00961 FT臺灣永續高息,12.76,+ 0.03,+0.24%,"75,545","137,594","-62,048"
36,00916 國泰全球品牌50,25.13,+ 0.09,+0.36%,"47,729","107,182","-59,453"
37,2301 光寶科,215.00,-1.50,-0.69%,"263,862","322,140","-58,277"
38,2474 可成,205.50,-5.00,-2.38%,"89,976","141,980","-52,004"
39,6239 力成,326.00,-12.00,-3.55%,"191,290","241,630","-50,340"
40,00927 群益半導體收益,42.36,+ 0.21,+0.50%,"132,282","179,693","-47,410"
41,00685L群益臺灣加權正2,305.05,+ 0.85,+0.28%,"28,066","75,392","-47,326"
42,2337 旺宏,161.50,-10.50,-6.10%,"552,951","599,023","-46,072"
43,00662 富邦NASDAQ,122.00,+ 1.55,+1.29%,"75,806","119,007","-43,201"
44,2382 廣達,366.50,-5.50,-1.48%,"462,353","504,203","-41,850"
45,00715L期街口布蘭特正2,33.17,-3.29,-9.02%,"80,942","122,309","-41,366"
46,00400A主動國泰動能高息,15.00,+ 0.08,+0.54%,"412,584","453,786","-41,201"
47,3036 文曄,217.50,-1.50,-0.68%,"136,215","174,703","-38,487"
48,00947 台新臺灣IC設計,40.93,+ 0.23,+0.57%,"83,707","121,808","-38,100"
49,00830 國泰費城半導體,99.25,+ 2.55,+2.64%,"115,004","151,830","-36,825"
50,9907 統一實,15.40,+ 0.35,+2.33%,"58,696","93,449","-34,752"
