Rank,Stock,Price,Change,ChangePercent,NetSell
1,0050 元大台灣50,103.10,-4.10,-3.82%,"-280,003"
2,3481 群創,65.00,-5.90,-8.32%,"-167,224"
3,00403A主動統一升級50,10.56,-0.55,-4.95%,"-118,414"
4,00981A主動統一台股增長,29.91,-1.59,-5.05%,"-112,125"
5,2409 友達,27.95,-2.45,-8.06%,"-101,797"
6,00991A主動復華未來50,19.75,-0.95,-4.59%,"-88,912"
7,2344 華邦電,206.50,-13.00,-5.92%,"-87,155"
8,2884 玉山金,34.55,-0.90,-2.54%,"-85,626"
9,00988A主動統一全球創新,21.92,-1.15,-4.98%,"-81,088"
10,00919 群益台灣精選高息,29.56,-0.70,-2.31%,"-73,985"
11,2886 兆豐金,46.15,-0.50,-1.07%,"-72,802"
12,2330 台積電,"2,340.00",-50.00,-2.09%,"-58,835"
13,00400A主動國泰動能高息,14.21,-0.79,-5.27%,"-57,762"
14,00631L元大台灣50正2,35.26,-2.90,-7.60%,"-57,267"
15,2880 華南金,36.90,-1.10,-2.89%,"-53,850"
16,3231 緯創,153.00,-7.00,-4.38%,"-51,375"
17,2890 永豐金,39.15,-0.80,-2.00%,"-45,601"
18,2317 鴻海,248.50,-9.00,-3.50%,"-44,951"
19,2312 金寶,33.50,-2.90,-7.97%,"-44,432"
20,2324 仁寶,34.80,-2.05,-5.56%,"-40,873"
21,9904 寶成,25.30,-0.65,-2.50%,"-37,695"
22,4904 遠傳,107.00,-1.50,-1.38%,"-36,910"
23,00405A主動富邦台灣龍耀,9.00,-0.43,-4.56%,"-35,930"
24,00878 國泰永續高股息,32.71,-1.04,-3.08%,"-34,605"
25,009816凱基台灣TOP50,15.00,-0.59,-3.78%,"-32,238"
26,2408 南亞科,449.00,-28.00,-5.87%,"-31,008"
27,0056 元大高股息,51.45,-1.75,-3.29%,"-30,296"
28,1303 南亞,148.00,-7.00,-4.52%,"-27,197"
29,6282 康舒,54.10,-4.60,-7.84%,"-26,815"
30,1402 遠東新,28.50,-0.10,-0.35%,"-26,402"
31,00990A主動元大AI新經濟,20.23,-0.95,-4.49%,"-24,365"
32,00982A主動群益台灣強棒,23.59,-1.15,-4.65%,"-24,317"
33,2892 第一金,32.65,-0.20,-0.61%,"-23,177"
34,2845 遠東銀,13.00,-0.10,-0.76%,"-22,956"
35,009820元大納斯達克精選,9.72,-0.19,-1.92%,"-22,128"
36,2633 台灣高鐵,26.05,-0.20,-0.76%,"-21,753"
37,1605 華新,35.40,-2.30,-6.10%,"-21,286"
38,00997A主動群益美國增長,13.98,-0.55,-3.79%,"-20,505"
39,6116 彩晶,18.25,-1.25,-6.41%,"-20,444"
40,2883 凱基金,29.90,-0.60,-1.97%,"-19,781"
41,0052 富邦科技,60.60,-2.40,-3.81%,"-19,379"
42,00891 中信關鍵半導體,35.81,-1.98,-5.24%,"-19,229"
43,2882 國泰金,106.00,-5.50,-4.93%,"-19,059"
44,00929 復華台灣科技優息,29.96,-1.90,-5.96%,"-18,185"
45,00927 群益半導體收益,39.81,-2.55,-6.02%,"-17,388"
46,4958 臻鼎-KY,580.00,-22.00,-3.65%,"-16,447"
47,5876 上海商銀,42.40,+ 0.40,+0.95%,"-16,413"
48,1504 東元,67.90,-3.20,-4.50%,"-15,921"
49,1216 統一,74.60,-1.00,-1.32%,"-15,914"
50,6770 力積電,78.30,-4.90,-5.89%,"-15,030"
