Rank,Stock,Price,Change,ChangePercent,NetSell
1,1314 中石化,8.85,-0.05,-0.56%,"-100,937"
2,0050 元大台灣50,106.00,+ 0.20,+0.19%,"-56,423"
3,00981A主動統一台股增長,29.35,-0.60,-2.00%,"-54,192"
4,1101 台泥,22.85,+ 0.15,+0.66%,"-51,263"
5,00991A主動復華未來50,19.05,-0.46,-2.36%,"-44,281"
6,2834 臺企銀,17.75,-0.20,-1.11%,"-41,743"
7,1402 遠東新,26.85,-0.60,-2.19%,"-40,479"
8,1409 新纖,25.80,-0.75,-2.82%,"-36,228"
9,1326 台化,65.00,+ 5.00,+8.33%,"-34,310"
10,1102 亞泥,34.90,-0.80,-2.24%,"-32,157"
11,2356 英業達,64.70,-5.10,-7.31%,"-30,409"
12,2002 中鋼,18.40,-0.15,-0.81%,"-29,328"
13,6770 力積電,69.00,-2.10,-2.95%,"-28,652"
14,00929 復華台灣科技優息,30.02,-0.17,-0.56%,"-28,032"
15,1303 南亞,199.50,+ 18.00,+9.92%,"-27,751"
16,2352 佳世達,31.00,-2.00,-6.06%,"-22,764"
17,00988A主動統一全球創新,18.65,-0.52,-2.71%,"-21,270"
18,1504 東元,66.50,-1.00,-1.48%,"-19,942"
19,2330 台積電,"2,440.00",+ 25.00,+1.04%,"-18,949"
20,0056 元大高股息,52.40,-0.25,-0.47%,"-18,398"
21,1301 台塑,60.20,+ 5.40,+9.85%,"-17,362"
22,8112 至上,87.50,+ 2.50,+2.94%,"-17,271"
23,2408 南亞科,423.00,-12.50,-2.87%,"-16,341"
24,2449 京元電子,307.00,-1.50,-0.49%,"-14,844"
25,2609 陽明,50.10,-1.50,-2.91%,"-14,774"
26,6005 群益證,35.35,-1.05,-2.88%,"-13,585"
27,2885 元大金,68.30,0.00,0.00%,"-13,488"
28,009816凱基台灣TOP50,15.25,+ 0.02,+0.13%,"-13,340"
29,00992A主動群益科技創新,17.67,-0.16,-0.90%,"-12,873"
30,3037 欣興,903.00,+ 28.00,+3.20%,"-12,090"
31,2344 華邦電,167.00,-9.50,-5.38%,"-12,077"
32,1605 華新,33.90,-0.50,-1.45%,"-11,531"
33,2027 大成鋼,39.50,-0.50,-1.25%,"-11,372"
34,8422 可寧衛*,26.55,-0.45,-1.67%,"-10,461"
35,1717 長興,72.60,-1.20,-1.63%,"-10,164"
36,1714 和桐,16.65,-0.60,-3.48%,"-10,065"
37,00953B群益優選非投等債,9.71,-0.01,-0.10%,"-9,651"
38,2337 旺宏,138.00,-5.50,-3.83%,"-9,273"
39,4989 榮科,82.70,-9.10,-9.91%,"-9,106"
40,1802 台玻,64.20,-0.80,-1.23%,"-8,769"
41,3711 日月光投控,670.00,-7.00,-1.03%,"-8,423"
42,00631L元大台灣50正2,36.86,+ 0.08,+0.22%,"-8,258"
43,2406 國碩,37.15,-1.35,-3.51%,"-8,215"
44,6213 聯茂,359.50,-25.50,-6.62%,"-7,723"
45,8926 台汽電,69.30,-6.70,-8.82%,"-7,716"
46,2887 台新新光金,35.75,-1.10,-2.99%,"-7,514"
47,3231 緯創,143.50,-1.00,-0.69%,"-7,494"
48,2382 廣達,378.00,+ 4.50,+1.20%,"-7,396"
49,8150 南茂,115.00,-2.00,-1.71%,"-7,245"
50,2412 中華電,133.50,0.00,0.00%,"-6,683"
