Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,2303 聯電,73.00,+ 4.70,+6.88%,"497,159","282,525","214,634"
2,00981A主動統一台股增長,25.10,+ 0.03,+0.12%,"507,438","335,318","172,120"
3,00992A主動群益科技創新,16.07,+ 0.39,+2.49%,"216,931","76,395","140,536"
4,1802 台玻,74.20,+ 4.30,+6.15%,"346,753","241,026","105,727"
5,00400A主動國泰動能高息,11.92,+ 0.06,+0.51%,"140,058","75,273","64,785"
6,4960 誠美材,33.85,+ 3.00,+9.72%,"75,612","11,327","64,285"
7,2312 金寶,24.55,-1.15,-4.47%,"85,952","23,713","62,239"
8,00878 國泰永續高股息,24.06,+ 0.26,+1.09%,"154,682","99,939","54,742"
9,3715 定穎投控,198.00,+ 11.50,+6.17%,"63,632","15,930","47,702"
10,00927 群益半導體收益,28.22,+ 0.46,+1.66%,"74,519","39,210","35,308"
11,2324 仁寶,30.35,+ 0.95,+3.23%,"99,624","66,960","32,664"
12,00631L元大台灣50正2,25.59,-0.39,-1.50%,"218,060","186,876","31,184"
13,2887 台新新光金,24.30,-0.65,-2.61%,"81,359","51,289","30,070"
14,2484 希華,42.40,+ 2.10,+5.21%,"45,765","17,634","28,132"
15,1711 永光,47.95,+ 4.35,+9.98%,"73,476","46,353","27,123"
16,1717 長興,81.00,+ 4.90,+6.44%,"84,708","58,539","26,170"
17,0052 富邦科技,50.05,-0.65,-1.28%,"68,737","43,502","25,235"
18,009816凱基台灣TOP50,11.95,-0.05,-0.42%,"185,620","161,953","23,667"
19,8150 南茂,67.30,-6.40,-8.68%,"72,669","50,429","22,240"
20,2340 台亞,32.30,+ 0.05,+0.16%,"32,718","11,175","21,543"
21,0050 元大台灣50,84.15,-0.85,-1.00%,"101,258","80,696","20,562"
22,6213 聯茂,270.50,+ 18.50,+7.34%,"66,570","46,276","20,294"
23,00994A主動第一金台股優,15.27,+ 0.09,+0.59%,"39,223","19,394","19,829"
24,4958 臻鼎-KY,282.00,+ 25.50,+9.94%,"42,796","23,092","19,704"
25,8039 台虹,143.50,+ 5.00,+3.61%,"34,717","15,496","19,221"
26,3576 聯合再生,18.30,-0.25,-1.35%,"65,873","47,112","18,762"
27,3049 精金,13.80,+ 0.90,+6.98%,"32,500","14,571","17,929"
28,2363 矽統,54.40,+ 1.10,+2.06%,"39,441","22,414","17,027"
29,2356 英業達,45.75,+ 0.75,+1.67%,"34,823","19,237","15,586"
30,2408 南亞科,210.00,-3.50,-1.64%,"68,275","52,963","15,312"
31,0056 元大高股息,40.98,+ 0.18,+0.44%,"69,525","55,847","13,678"
32,4938 和碩,83.00,+ 2.90,+3.62%,"26,604","12,947","13,657"
33,2371 大同,33.10,+ 0.55,+1.69%,"27,226","13,819","13,408"
34,4540 全球傳動,57.90,+ 5.00,+9.45%,"16,717","4,737","11,980"
35,3045 台灣大,112.50,+ 2.50,+2.27%,"19,151","7,857","11,294"
36,2401 凌陽,23.65,+ 0.95,+4.19%,"13,879","3,586","10,293"
37,2367 燿華,68.50,-1.90,-2.70%,"40,540","30,646","9,894"
38,3706 神達,84.10,+ 1.30,+1.57%,"18,822","9,448","9,374"
39,00987A主動台新優勢成長,15.11,+ 0.21,+1.41%,"16,586","7,426","9,160"
40,1314 中石化,7.70,-0.10,-1.28%,"24,804","15,672","9,132"
41,2344 華邦電,87.80,-1.80,-2.01%,"121,007","112,136","8,871"
42,2485 兆赫,77.70,-1.40,-1.77%,"37,839","29,053","8,786"
43,00984A主動安聯台灣高息,14.14,+ 0.24,+1.73%,"29,284","20,746","8,539"
44,6153 嘉聯益,18.75,+ 1.30,+7.45%,"11,774","3,245","8,529"
45,1304 台聚,14.55,-0.70,-4.59%,"16,669","8,172","8,497"
46,2330 台積電,"2,030.00",-55.00,-2.64%,"44,433","35,974","8,459"
47,00713 元大台灣高息低波,54.00,+ 0.40,+0.75%,"25,769","17,391","8,378"
48,2365 昆盈,34.90,+ 0.60,+1.75%,"10,832","2,629","8,203"
49,00715L期街口布蘭特正2,49.38,+ 1.61,+3.37%,"22,850","14,708","8,142"
50,2464 盟立,79.00,+ 5.60,+7.63%,"12,574","5,001","7,573"
