Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2618 長榮航,42.30,+ 1.10,+2.67%,"295,777"
2,2884 玉山金,36.95,+ 1.10,+3.07%,"156,167"
3,00712 復華富時不動產,8.91,-0.12,-1.33%,"116,519"
4,2883 凱基金,29.70,+ 0.15,+0.51%,"88,217"
5,5880 合庫金,25.70,+ 0.20,+0.78%,"82,299"
6,2867 三商壽,9.51,+ 0.28,+3.03%,"73,009"
7,3045 台灣大,112.00,0.00,0.00%,"70,329"
8,2891 中信金,62.70,+ 1.20,+1.95%,"70,054"
9,2610 華航,21.45,+ 0.50,+2.39%,"64,951"
10,2353 宏碁,30.20,+ 0.95,+3.25%,"62,895"
11,6505 台塑化,85.40,+ 7.70,+9.91%,"61,588"
12,5876 上海商銀,45.65,+ 0.10,+0.22%,"51,262"
13,2892 第一金,34.45,+ 0.50,+1.47%,"50,382"
14,2812 台中銀,20.45,+ 0.10,+0.49%,"48,965"
15,2105 正新,32.25,-0.95,-2.86%,"47,566"
16,3576 聯合再生,19.10,+ 0.65,+3.52%,"45,943"
17,2603 長榮,203.00,+ 7.00,+3.57%,"44,138"
18,2882 國泰金,95.80,+ 1.80,+1.91%,"41,021"
19,2324 仁寶,36.00,+ 1.60,+4.65%,"38,291"
20,00997A主動群益美國增長,11.49,+ 0.27,+2.41%,"30,042"
21,00953B群益優選非投等債,9.81,+ 0.01,+0.10%,"29,858"
22,2634 漢翔,71.50,+ 6.50,+10.00%,"29,805"
23,1402 遠東新,27.35,+ 0.05,+0.18%,"28,952"
24,2615 萬海,85.20,+ 4.70,+5.84%,"28,117"
25,2412 中華電,139.00,0.00,0.00%,"26,710"
26,2002 中鋼,18.80,+ 0.25,+1.35%,"26,438"
27,1718 中纖,13.20,+ 0.20,+1.54%,"25,487"
28,2845 遠東銀,13.40,+ 0.10,+0.75%,"21,675"
29,2889 國票金,15.80,+ 0.10,+0.64%,"20,038"
30,4904 遠傳,102.00,-2.50,-2.39%,"18,151"
31,2377 微星,146.00,+ 4.50,+3.18%,"18,099"
32,00918 大華優利高填息30,31.82,+ 0.90,+2.91%,"18,062"
33,009824群益美國科技巨頭,10.08,+ 0.08,+0.80%,"17,858"
34,3231 緯創,149.50,+ 6.00,+4.18%,"17,769"
35,4938 和碩,82.80,+ 2.80,+3.50%,"17,317"
36,9904 寶成,24.40,+ 0.05,+0.21%,"17,086"
37,2357 華碩,736.00,+ 48.00,+6.98%,"17,082"
38,2886 兆豐金,48.60,+ 0.40,+0.83%,"15,737"
39,9945 潤泰新,26.65,+ 0.25,+0.95%,"15,570"
40,6116 彩晶,14.50,+ 0.20,+1.40%,"15,533"
41,2646 星宇航空,22.00,+ 0.70,+3.29%,"15,071"
42,2881 富邦金,123.50,0.00,0.00%,"14,844"
43,2347 聯強,85.30,+ 1.30,+1.55%,"14,564"
44,00753L中信中國50正2,9.55,+ 0.03,+0.32%,"14,492"
45,9907 統一實,15.35,+ 0.25,+1.66%,"14,049"
46,3034 聯詠,476.00,+ 18.00,+3.93%,"13,919"
47,2027 大成鋼,41.15,+ 0.70,+1.73%,"13,756"
48,3090 日電貿,175.50,0.00,0.00%,"13,493"
49,2385 群光,104.50,+ 2.00,+1.95%,"13,451"
50,9105 泰金寶-DR,8.76,+ 0.33,+3.91%,"12,011"
