Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,2408 南亞科,226.50,+ 10.00,+4.62%,"21,887,158","32,051,988","-10,164,829"
2,8046 南電,540.00,+ 49.00,+9.98%,"5,852,956","15,917,311","-10,064,355"
3,2455 全新,266.50,+ 24.00,+9.90%,"1,752,264","9,095,482","-7,343,218"
4,6770 力積電,65.00,+ 2.30,+3.67%,"17,913,554","24,062,444","-6,148,889"
5,7769 鴻勁,"3,865.00",+ 145.00,+3.90%,"3,328,255","7,982,463","-4,654,208"
6,3653 健策,"3,945.00",-5.00,-0.13%,"4,480,500","8,451,073","-3,970,573"
7,4967 十銓,254.50,+ 3.50,+1.39%,"4,899,755","8,791,765","-3,892,010"
8,2368 金像電,922.00,+ 34.00,+3.83%,"8,052,826","11,804,977","-3,752,151"
9,2313 華通,230.00,+ 20.50,+9.79%,"13,707,101","17,099,996","-3,392,895"
10,00981A主動統一台股增長,20.87,+ 0.86,+4.30%,"3,198,515","6,050,778","-2,852,262"
11,8996 高力,820.00,+ 48.00,+6.22%,"3,320,231","6,038,520","-2,718,289"
12,3481 群創,25.65,+ 1.15,+4.69%,"7,056,580","9,763,513","-2,706,932"
13,2360 致茂,"1,625.00",+ 145.00,+9.80%,"3,752,666","6,429,503","-2,676,836"
14,2344 華邦電,98.20,-1.30,-1.31%,"20,370,287","23,043,426","-2,673,139"
15,4919 新唐,101.00,+ 1.40,+1.41%,"1,751,203","4,240,082","-2,488,879"
16,2317 鴻海,200.00,+ 5.00,+2.56%,"8,590,139","11,063,942","-2,473,802"
17,6442 光聖,"2,125.00",+ 190.00,+9.82%,"4,879,565","7,353,133","-2,473,567"
18,00715L期街口布蘭特正2,49.83,-4.17,-7.72%,"2,333,771","4,734,750","-2,400,979"
19,4977 眾達-KY,199.50,+ 18.00,+9.92%,"1,330,310","3,470,234","-2,139,924"
20,2337 旺宏,142.00,+ 5.50,+4.03%,"3,363,005","5,465,462","-2,102,457"
21,3037 欣興,506.00,+ 46.00,+10.00%,"2,662,414","4,698,217","-2,035,803"
22,3036 文曄,237.50,+ 5.50,+2.37%,"1,686,640","3,563,797","-1,877,156"
23,6531 愛普*,511.00,+ 10.00,+2.00%,"1,817,736","3,591,130","-1,773,394"
24,3017 奇鋐,"2,100.00",+ 155.00,+7.97%,"11,561,071","13,285,093","-1,724,021"
25,2369 菱生,32.85,+ 0.20,+0.61%,"1,056,789","2,757,310","-1,700,521"
26,2383 台光電,"2,845.00",+ 160.00,+5.96%,"9,524,535","10,964,759","-1,440,223"
27,6139 亞翔,654.00,+ 22.00,+3.48%,"6,016,001","7,254,710","-1,238,708"
28,3189 景碩,351.50,+ 31.00,+9.67%,"1,681,580","2,897,107","-1,215,527"
29,3661 世芯-KY,"3,150.00",+ 40.00,+1.29%,"3,366,536","4,572,687","-1,206,151"
30,00919 群益台灣精選高息,22.85,+ 0.44,+1.96%,"1,896,991","2,987,664","-1,090,672"
31,2327 國巨*,260.00,+ 9.50,+3.79%,"3,633,031","4,678,445","-1,045,414"
32,6415 矽力*-KY,293.50,+ 11.00,+3.89%,"1,642,568","2,532,750","-890,181"
33,3006 晶豪科,177.50,+ 15.50,+9.57%,"1,097,410","1,932,776","-835,365"
34,1717 長興,62.50,+ 2.30,+3.82%,"1,132,064","1,959,419","-827,354"
35,3583 辛耘,497.00,+ 45.00,+9.96%,"2,255,556","2,988,075","-732,518"
36,6451 訊芯-KY,319.00,+ 29.00,+10.00%,"521,528","1,212,708","-691,180"
37,2329 華泰,55.10,+ 1.70,+3.18%,"491,874","1,179,265","-687,391"
38,2451 創見,255.00,+ 2.00,+0.79%,"831,753","1,518,507","-686,754"
39,8110 華東,54.80,+ 1.30,+2.43%,"754,341","1,425,459","-671,117"
40,0056 元大高股息,38.58,+ 0.54,+1.42%,"1,209,960","1,876,710","-666,750"
41,2887 台新新光金,24.45,+ 0.30,+1.24%,"1,087,997","1,722,494","-634,496"
42,00642U期元大S＆P石油,24.07,-0.91,-3.64%,"873,598","1,495,785","-622,187"
43,2059 川湖,"3,615.00",+ 95.00,+2.70%,"2,852,203","3,467,459","-615,255"
44,2367 燿華,75.10,+ 6.80,+9.96%,"8,246,013","8,858,802","-612,788"
45,6781 AES-KY,"1,125.00",+ 35.00,+3.21%,"2,016,800","2,629,515","-612,715"
46,1309 台達化,18.35,-1.65,-8.25%,"376,845","974,393","-597,548"
47,1304 台聚,14.45,-0.90,-5.86%,"374,954","957,116","-582,161"
48,3023 信邦,256.00,+ 5.50,+2.20%,"436,658","1,003,754","-567,095"
49,2388 威盛,51.90,-0.80,-1.52%,"372,047","908,825","-536,778"
50,1305 華夏,16.05,-1.70,-9.58%,"394,887","915,707","-520,820"
