Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00405A主動富邦台灣龍耀,9.22,-0.26,-2.74%,"106,944","680,171","-573,227"
2,00631L元大台灣50正2,33.43,-2.01,-5.67%,"129,047","472,100","-343,053"
3,009816凱基台灣TOP50,14.66,-0.50,-3.30%,"89,185","407,554","-318,369"
4,0050 元大台灣50,100.25,-3.25,-3.14%,"80,716","333,699","-252,983"
5,00402A主動安聯美國科技,9.47,-0.54,-5.39%,"40,286","197,054","-156,768"
6,00919 群益台灣精選高息,30.24,-0.48,-1.56%,"55,689","189,449","-133,760"
7,2409 友達,22.95,-1.05,-4.38%,"69,668","200,498","-130,830"
8,2303 聯電,118.50,-9.00,-7.06%,"168,263","294,130","-125,866"
9,00918 大華優利高填息30,30.10,-0.78,-2.53%,"30,099","151,748","-121,649"
10,00981A主動統一台股增長,29.89,-1.34,-4.29%,"121,397","233,024","-111,626"
11,6770 力積電,64.40,-7.10,-9.93%,"45,864","138,483","-92,619"
12,00988A主動統一全球創新,19.82,-1.08,-5.17%,"51,879","134,639","-82,759"
13,00990A主動元大AI新經濟,18.54,-0.96,-4.92%,"33,486","100,543","-67,057"
14,00403A主動統一升級50,10.04,-0.37,-3.55%,"332,293","383,935","-51,642"
15,0056 元大高股息,49.62,-1.63,-3.18%,"27,023","75,125","-48,102"
16,00404A主動聯博動能50,9.59,-0.37,-3.71%,"10,841","55,256","-44,414"
17,00712 復華富時不動產,8.74,+ 0.10,+1.16%,"39,880","84,088","-44,207"
18,2609 陽明,50.60,-1.00,-1.94%,"60,254","101,448","-41,193"
19,2324 仁寶,37.10,-1.35,-3.51%,"68,228","108,784","-40,555"
20,2317 鴻海,263.00,-14.50,-5.23%,"51,932","88,984","-37,052"
21,1301 台塑,44.40,-1.15,-2.52%,"12,893","49,190","-36,297"
22,2330 台積電,"2,255.00",-50.00,-2.17%,"20,812","56,827","-36,014"
23,2002 中鋼,18.70,-0.05,-0.27%,"72,357","107,470","-35,112"
24,0052 富邦科技,58.25,-1.90,-3.16%,"15,710","44,410","-28,699"
25,00896 中信綠能及電動車,27.58,-1.11,-3.87%,"8,819","35,490","-26,670"
26,00929 復華台灣科技優息,28.12,-1.31,-4.45%,"20,778","47,358","-26,579"
27,2449 京元電子,272.00,-19.00,-6.53%,"11,522","38,060","-26,538"
28,1605 華新,34.80,-1.70,-4.66%,"43,574","69,138","-25,564"
29,3231 緯創,158.00,-7.50,-4.53%,"23,639","48,597","-24,957"
30,1326 台化,46.20,-2.05,-4.25%,"8,575","32,232","-23,656"
31,2312 金寶,34.85,-2.35,-6.32%,"11,903","35,316","-23,412"
32,00935 野村臺灣新科技50,57.10,-3.10,-5.15%,"10,697","33,983","-23,285"
33,00991A主動復華未來50,18.63,-0.97,-4.95%,"53,368","76,420","-23,052"
34,00632R元大台灣50反1,10.82,+ 0.33,+3.15%,"114,351","136,113","-21,761"
35,00916 國泰全球品牌50,27.55,-1.45,-5.00%,"10,074","31,334","-21,260"
36,1504 東元,69.50,-3.60,-4.92%,"8,768","28,547","-19,778"
37,1802 台玻,60.10,-2.90,-4.60%,"9,564","29,227","-19,662"
38,6005 群益證,38.25,-2.40,-5.90%,"20,230","39,837","-19,606"
39,3481 群創,44.30,-4.80,-9.78%,"72,070","90,712","-18,642"
40,3706 神達,86.10,-5.70,-6.21%,"8,692","25,608","-16,916"
41,1303 南亞,94.80,-4.40,-4.44%,"31,207","47,932","-16,724"
42,2344 華邦電,149.00,-7.50,-4.79%,"96,207","112,488","-16,281"
43,2337 旺宏,135.00,-10.50,-7.22%,"13,586","29,254","-15,667"
44,00830 國泰費城半導體,87.10,-4.65,-5.07%,"7,216","22,359","-15,143"
45,009819中信數據及電力,10.20,-0.25,-2.39%,"12,622","26,818","-14,196"
46,6176 瑞儀,89.10,-2.70,-2.94%,"12,954","25,213","-12,259"
47,2356 英業達,66.20,-4.40,-6.23%,"24,228","35,327","-11,098"
48,1717 長興,67.80,-4.50,-6.22%,"5,264","15,506","-10,241"
49,2489 瑞軒,40.80,-3.45,-7.80%,"6,352","16,457","-10,105"
50,009803玉山市值動能50,21.10,-0.89,-4.05%,"4,491","14,572","-10,080"
