Rank,Stock,Price,Change,ChangePercent,NetSell
1,0050 元大台灣50,102.85,+ 9.35,+10.00%,"-234,159"
2,00403A主動統一升級50,9.25,+ 0.78,+9.21%,"-211,071"
3,2337 旺宏,100.50,+ 8.70,+9.48%,"-37,730"
4,2382 廣達,291.50,+ 12.50,+4.48%,"-31,657"
5,1301 台塑,55.00,+ 1.00,+1.85%,"-31,183"
6,6770 力積電,54.50,+ 4.95,+9.99%,"-30,053"
7,1314 中石化,7.57,+ 0.20,+2.71%,"-23,894"
8,2449 京元電子,223.50,+ 20.00,+9.83%,"-19,463"
9,8112 至上,80.30,+ 4.70,+6.22%,"-19,331"
10,2330 台積電,"2,425.00",+ 220.00,+9.98%,"-18,709"
11,1326 台化,57.40,+ 1.00,+1.77%,"-17,547"
12,3711 日月光投控,555.00,+ 50.00,+9.90%,"-15,376"
13,009820元大納斯達克精選,9.47,+ 0.51,+5.69%,"-14,415"
14,2344 華邦電,130.00,+ 11.50,+9.70%,"-14,262"
15,1710 東聯,12.90,+ 0.20,+1.57%,"-13,143"
16,2408 南亞科,360.50,+ 32.50,+9.91%,"-13,076"
17,2634 漢翔,61.90,+ 3.30,+5.63%,"-12,782"
18,2308 台達電,"1,640.00",+ 110.00,+7.19%,"-12,712"
19,2880 華南金,43.70,+ 1.05,+2.46%,"-12,456"
20,2104 國際中橡,9.65,0.00,0.00%,"-12,269"
21,1312 國喬,11.30,+ 0.40,+3.67%,"-12,072"
22,1605 華新,31.45,+ 2.85,+9.97%,"-11,988"
23,2301 光寶科,209.00,+ 19.00,+10.00%,"-11,800"
24,3037 欣興,787.00,+ 71.00,+9.92%,"-11,655"
25,00990A主動元大AI新經濟,15.56,+ 1.91,+13.99%,"-11,090"
26,00919 群益台灣精選高息,29.57,+ 1.32,+4.67%,"-10,871"
27,2323 中環,9.94,+ 0.56,+5.97%,"-10,805"
28,00685L群益臺灣加權正2,10.83,+ 1.67,+18.23%,"-10,386"
29,00891 中信關鍵半導體,33.20,+ 3.01,+9.97%,"-9,662"
30,2515 中工,11.85,+ 0.20,+1.72%,"-9,293"
31,1313 聯成,10.35,+ 0.10,+0.98%,"-9,240"
32,2332 友訊,21.25,-0.35,-1.62%,"-8,894"
33,00830 國泰費城半導體,84.00,+ 8.15,+10.74%,"-8,098"
34,6153 嘉聯益,14.05,+ 0.55,+4.07%,"-8,083"
35,2369 菱生,29.40,+ 2.50,+9.29%,"-7,830"
36,6505 台塑化,70.80,-0.80,-1.12%,"-7,697"
37,2406 國碩,31.15,+ 2.80,+9.88%,"-7,495"
38,1304 台聚,11.25,+ 0.20,+1.81%,"-7,072"
39,3006 晶豪科,180.00,+ 16.00,+9.76%,"-6,633"
40,2454 聯發科,"3,555.00",+ 320.00,+9.89%,"-6,594"
41,6239 力成,235.50,+ 21.00,+9.79%,"-6,564"
42,8131 福懋科,56.20,+ 5.10,+9.98%,"-6,466"
43,6005 群益證,34.20,+ 1.45,+4.43%,"-6,397"
44,0056 元大高股息,49.48,+ 3.19,+6.89%,"-6,155"
45,6165 浪凡,48.55,+ 1.25,+2.64%,"-5,990"
46,6166 凌華,113.00,-12.50,-9.96%,"-5,721"
47,2360 致茂,"2,100.00",+ 190.00,+9.95%,"-5,667"
48,1717 長興,59.90,+ 4.20,+7.54%,"-5,413"
49,6269 台郡,49.20,+ 3.20,+6.96%,"-4,895"
50,1305 華夏,11.10,+ 0.30,+2.78%,"-4,815"
