Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,00919 群益台灣精選高息,22.94,+ 0.01,+0.04%,"263,302","88,528","174,773"
2,00878 國泰永續高股息,22.10,-0.02,-0.09%,"143,561","47,914","95,647"
3,00940 元大台灣價值高息,9.35,+ 0.02,+0.21%,"134,452","41,360","93,091"
4,1303 南亞,61.90,-5.10,-7.61%,"161,689","82,661","79,027"
5,00939 統一台灣高息動能,15.03,+ 0.01,+0.07%,"89,973","20,947","69,025"
6,00712 復華富時不動產,9.50,+ 0.24,+2.59%,"104,314","38,089","66,224"
7,00929 復華台灣科技優息,18.54,0.00,0.00%,"89,442","34,986","54,455"
8,1605 華新,37.60,-0.70,-1.83%,"118,406","68,097","50,309"
9,00715L期街口布蘭特正2,20.44,+ 1.28,+6.68%,"149,432","112,472","36,959"
10,3715 定穎投控,139.50,+ 12.50,+9.84%,"49,906","15,853","34,052"
11,00990A主動元大AI新經濟,10.33,-0.16,-1.53%,"78,355","44,626","33,729"
12,00918 大華優利高填息30,22.67,-0.01,-0.04%,"52,472","20,838","31,633"
13,1301 台塑,41.00,-0.70,-1.68%,"64,942","33,700","31,242"
14,00680L元大美債20正2,7.22,-0.06,-0.82%,"54,742","28,059","26,682"
15,1101 台泥,23.65,+ 0.20,+0.85%,"56,944","30,819","26,125"
16,8150 南茂,58.30,+ 5.30,+10.00%,"41,792","16,299","25,493"
17,6282 康舒,45.55,+ 3.20,+7.56%,"35,108","10,665","24,442"
18,6005 群益證,26.80,-0.30,-1.11%,"35,340","16,580","18,760"
19,2382 廣達,283.00,+ 10.00,+3.66%,"40,421","22,499","17,921"
20,00713 元大台灣高息低波,51.00,+ 0.15,+0.29%,"30,663","13,013","17,649"
21,00900 富邦特選高股息30,14.14,-0.03,-0.21%,"34,830","18,162","16,668"
22,2313 華通,115.50,+ 10.50,+10.00%,"45,991","30,094","15,897"
23,00936 台新永續高息中小,16.83,+ 0.08,+0.48%,"24,496","9,527","14,968"
24,2609 陽明,56.20,-0.10,-0.18%,"31,853","18,432","13,420"
25,00946 群益科技高息成長,9.82,0.00,0.00%,"27,559","15,851","11,708"
26,00915 凱基優選高股息30,23.14,+ 0.07,+0.30%,"15,478","4,354","11,123"
27,8021 尖點,215.50,+ 19.50,+9.95%,"17,352","6,335","11,017"
28,00953B群益優選非投等債,9.79,+ 0.03,+0.31%,"39,895","29,354","10,541"
29,00688L國泰20年美債正2,7.22,-0.03,-0.41%,"23,271","12,915","10,356"
30,00885 富邦越南,18.86,-0.28,-1.46%,"18,618","8,357","10,260"
31,2603 長榮,193.50,0.00,0.00%,"23,815","13,633","10,182"
32,2883 凱基金,17.45,-0.15,-0.85%,"44,959","35,359","9,600"
33,00988A主動統一全球創新,10.49,-0.20,-1.87%,"24,822","15,742","9,080"
34,6443 元晶,31.65,+ 0.45,+1.44%,"51,804","42,894","8,909"
35,00982A主動群益台灣強棒,14.71,-0.07,-0.47%,"40,120","31,593","8,527"
36,9904 寶成,31.25,+ 0.45,+1.46%,"18,683","10,157","8,526"
37,3702 大聯大,64.20,+ 0.70,+1.10%,"20,379","12,060","8,318"
38,009813貝萊德標普卓越50,10.65,+ 0.01,+0.09%,"23,496","15,597","7,899"
39,2637 慧洋-KY,71.30,+ 1.80,+2.59%,"13,399","6,481","6,918"
40,2890 永豐金,29.20,0.00,0.00%,"28,440","21,773","6,667"
41,2605 新興,27.75,+ 0.80,+2.97%,"13,211","6,570","6,640"
42,00960 野村全球航運龍頭,15.10,+ 0.08,+0.53%,"9,635","3,465","6,169"
43,8112 至上,78.00,-3.50,-4.29%,"35,478","29,315","6,163"
44,2606 裕民,62.20,+ 0.80,+1.30%,"13,717","7,700","6,016"
45,2312 金寶,22.80,+ 0.15,+0.66%,"25,214","19,332","5,882"
46,3576 聯合再生,9.07,-0.36,-3.82%,"26,980","21,273","5,707"
47,2412 中華電,133.50,0.00,0.00%,"19,509","14,264","5,244"
48,2329 華泰,57.30,+ 0.80,+1.42%,"11,585","6,390","5,195"
49,00961 FT臺灣永續高息,9.76,0.00,0.00%,"9,518","4,437","5,081"
50,00896 中信綠能及電動車,19.66,0.00,0.00%,"10,150","5,164","4,985"
