Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,2330 台積電,"2,055.00",+ 65.00,+3.27%,"93,890,695","63,311,620","30,579,074"
2,2337 旺宏,155.50,+ 8.00,+5.42%,"40,266,718","15,699,289","24,567,428"
3,2408 南亞科,220.00,-5.50,-2.44%,"36,941,241","21,703,627","15,237,614"
4,1802 台玻,68.20,+ 4.80,+7.57%,"19,751,296","7,627,290","12,124,005"
5,2308 台達電,"1,750.00",+ 10.00,+0.57%,"22,789,107","12,309,073","10,480,034"
6,2313 華通,257.50,-21.50,-7.71%,"27,864,522","18,918,796","8,945,726"
7,2344 華邦電,93.50,-0.90,-0.95%,"16,124,385","8,982,591","7,141,793"
8,2454 聯發科,"1,720.00",+ 100.00,+6.17%,"21,955,753","15,135,043","6,820,710"
9,6285 啟碁,224.00,-24.00,-9.68%,"13,903,740","7,326,248","6,577,491"
10,3008 大立光,"2,670.00",+ 240.00,+9.88%,"9,656,892","3,304,638","6,352,253"
11,2409 友達,19.80,+ 1.80,+10.00%,"10,680,063","4,438,554","6,241,509"
12,3481 群創,27.25,+ 0.95,+3.61%,"11,215,516","5,138,207","6,077,309"
13,6531 愛普*,606.00,+ 39.00,+6.88%,"9,072,183","4,026,487","5,045,696"
14,2317 鴻海,207.50,+ 7.50,+3.75%,"12,173,640","7,495,731","4,677,909"
15,3042 晶技,133.50,+ 4.00,+3.09%,"6,868,770","2,272,038","4,596,731"
16,1303 南亞,89.00,+ 3.30,+3.85%,"12,667,088","8,475,587","4,191,500"
17,3443 創意,"3,050.00",+ 275.00,+9.91%,"12,257,296","8,226,640","4,030,655"
18,2383 台光電,"3,605.00",+ 280.00,+8.42%,"12,271,082","8,300,411","3,970,671"
19,2485 兆赫,78.30,-2.50,-3.09%,"8,397,802","4,497,541","3,900,260"
20,6789 采鈺,407.00,+ 37.00,+10.00%,"6,577,240","2,777,008","3,800,231"
21,8046 南電,646.00,-9.00,-1.37%,"9,687,624","5,995,648","3,691,976"
22,6239 力成,217.50,-1.00,-0.46%,"5,890,336","2,399,370","3,490,966"
23,2049 上銀,275.00,+ 25.00,+10.00%,"4,914,251","1,475,586","3,438,665"
24,6278 台表科,125.00,+ 11.00,+9.65%,"4,019,295","610,001","3,409,293"
25,8210 勤誠,961.00,+ 61.00,+6.78%,"5,276,037","1,974,215","3,301,822"
26,4919 新唐,110.50,+ 10.00,+9.95%,"5,023,983","1,743,117","3,280,866"
27,2426 鼎元,52.90,+ 0.90,+1.73%,"3,797,596","517,340","3,280,256"
28,0050 元大台灣50,83.10,+ 2.50,+3.10%,"10,668,730","7,398,471","3,270,258"
29,6669 緯穎,"3,755.00",+ 110.00,+3.02%,"8,021,411","4,885,969","3,135,442"
30,8021 尖點,350.00,+ 1.00,+0.29%,"9,879,824","6,746,317","3,133,507"
31,3026 禾伸堂,229.50,+ 16.50,+7.75%,"5,100,999","2,346,775","2,754,223"
32,2368 金像電,"1,150.00",+ 95.00,+9.00%,"8,018,629","5,338,861","2,679,768"
33,7769 鴻勁,"4,185.00",+ 85.00,+2.07%,"5,767,105","3,129,855","2,637,249"
34,3665 貿聯-KY,"2,295.00",+ 70.00,+3.15%,"6,851,035","4,385,987","2,465,047"
35,4576 大銀微系統,192.50,+ 11.00,+6.06%,"3,407,482","992,334","2,415,148"
36,2402 毅嘉,72.40,+ 5.00,+7.42%,"4,966,233","2,612,814","2,353,418"
37,2345 智邦,"1,890.00",+ 70.00,+3.85%,"7,663,781","5,348,383","2,315,398"
38,3406 玉晶光,518.00,+ 37.00,+7.69%,"3,077,398","786,495","2,290,902"
39,1711 永光,42.05,-0.50,-1.18%,"3,295,124","1,255,666","2,039,457"
40,1326 台化,54.60,+ 4.65,+9.31%,"6,375,946","4,409,661","1,966,285"
41,3017 奇鋐,"2,310.00",+ 110.00,+5.00%,"8,712,261","6,888,166","1,824,095"
42,3645 達邁,88.90,-1.50,-1.66%,"3,235,195","1,462,517","1,772,678"
43,3231 緯創,136.50,+ 2.00,+1.49%,"5,324,682","3,637,935","1,686,746"
44,1301 台塑,54.30,+ 2.90,+5.64%,"6,106,421","4,497,143","1,609,277"
45,2059 川湖,"3,445.00",+ 110.00,+3.30%,"3,510,163","1,911,779","1,598,383"
46,00631L元大台灣50正2,24.83,+ 1.21,+5.12%,"5,321,470","3,770,906","1,550,563"
47,3702 大聯大,96.50,-0.10,-0.10%,"3,992,533","2,495,865","1,496,667"
48,3006 晶豪科,160.50,+ 1.00,+0.63%,"3,418,993","2,053,771","1,365,222"
49,2451 創見,249.50,+ 4.50,+1.84%,"2,645,314","1,328,625","1,316,688"
50,2382 廣達,323.00,+ 4.00,+1.25%,"6,665,477","5,354,556","1,310,920"
