Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2618 長榮航,40.80,+ 0.05,+0.12%,"103,311"
2,2891 中信金,65.00,-1.50,-2.26%,"59,820"
3,1301 台塑,63.60,+ 3.40,+5.65%,"45,736"
4,2610 華航,20.40,-0.65,-3.09%,"28,945"
5,3481 群創,57.20,-3.80,-6.23%,"24,044"
6,2303 聯電,151.00,-2.50,-1.63%,"20,902"
7,4958 臻鼎-KY,629.00,-17.00,-2.63%,"20,748"
8,6505 台塑化,66.20,+ 3.10,+4.91%,"20,171"
9,1326 台化,67.00,+ 2.00,+3.08%,"18,698"
10,3045 台灣大,109.00,-0.50,-0.46%,"17,088"
11,3576 聯合再生,17.50,+ 0.80,+4.79%,"16,728"
12,5876 上海商銀,44.70,+ 0.55,+1.25%,"16,558"
13,00712 復華富時不動產,8.80,-0.07,-0.79%,"14,421"
14,2347 聯強,83.10,+ 0.60,+0.73%,"13,610"
15,5880 合庫金,25.20,0.00,0.00%,"13,114"
16,2332 友訊,24.05,-1.90,-7.32%,"12,462"
17,009824群益美國科技巨頭,10.11,+ 0.01,+0.10%,"10,583"
18,8039 台虹,185.50,+ 16.50,+9.76%,"10,296"
19,6116 彩晶,15.70,-0.90,-5.42%,"10,206"
20,1709 和益,28.05,+ 1.25,+4.66%,"8,941"
21,2845 遠東銀,13.30,-0.05,-0.37%,"8,470"
22,2867 三商壽,8.83,0.00,0.00%,"8,090"
23,3034 聯詠,468.00,+ 0.50,+0.11%,"7,819"
24,2327 國巨*,778.00,-38.00,-4.66%,"7,419"
25,00990A主動元大AI新經濟,17.37,-0.23,-1.31%,"7,137"
26,2883 凱基金,29.50,-0.30,-1.01%,"7,041"
27,00988A主動統一全球創新,18.49,-0.16,-0.86%,"6,686"
28,2105 正新,32.65,-0.20,-0.61%,"6,418"
29,3704 合勤控,48.65,-1.20,-2.41%,"5,899"
30,00953B群益優選非投等債,9.71,0.00,0.00%,"5,846"
31,2359 所羅門,142.50,-5.50,-3.72%,"5,824"
32,00680L元大美債20正2,6.72,-0.04,-0.59%,"5,793"
33,2367 燿華,48.30,-2.20,-4.36%,"5,625"
34,2603 長榮,194.50,-0.50,-0.26%,"5,620"
35,3090 日電貿,232.50,-25.50,-9.88%,"4,870"
36,009819中信數據及電力,10.09,-0.07,-0.69%,"4,860"
37,2377 微星,147.00,-2.50,-1.67%,"4,858"
38,3033 威健,50.60,-0.30,-0.59%,"4,766"
39,2484 希華,80.50,-3.80,-4.51%,"4,739"
40,2892 第一金,33.55,-0.10,-0.30%,"4,703"
41,3042 晶技,185.00,-8.50,-4.39%,"4,612"
42,1718 中纖,13.90,-0.45,-3.14%,"4,481"
43,2472 立隆電,321.00,-22.00,-6.41%,"4,325"
44,2357 華碩,703.00,-1.00,-0.14%,"4,134"
45,2481 強茂,176.00,-16.00,-8.33%,"4,057"
46,1402 遠東新,26.35,+ 0.75,+2.93%,"3,936"
47,2375 凱美,172.00,-13.00,-7.03%,"3,880"
48,2882 國泰金,96.10,-0.60,-0.62%,"3,724"
49,2633 台灣高鐵,25.50,+ 0.20,+0.79%,"3,621"
50,2884 玉山金,34.50,-0.10,-0.29%,"3,366"
