Rank,Stock,Price,Change,ChangePercent,NetSell
1,3481 群創,66.00,+ 1.60,+2.48%,"-157,118"
2,2344 華邦電,222.00,+ 3.50,+1.60%,"-131,919"
3,6116 彩晶,19.95,+ 1.15,+6.12%,"-89,411"
4,2886 兆豐金,44.75,-0.75,-1.65%,"-78,341"
5,3231 緯創,162.50,+ 1.00,+0.62%,"-51,372"
6,00405A主動富邦台灣龍耀,9.79,+ 0.15,+1.56%,"-48,652"
7,2317 鴻海,268.50,0.00,0.00%,"-47,551"
8,4904 遠傳,108.00,-0.50,-0.46%,"-47,537"
9,00991A主動復華未來50,21.33,+ 0.65,+3.14%,"-38,199"
10,2324 仁寶,37.50,-0.25,-0.66%,"-37,108"
11,1101 台泥,24.35,-0.15,-0.61%,"-36,549"
12,4958 臻鼎-KY,622.00,-20.00,-3.12%,"-28,047"
13,2880 華南金,37.60,-0.75,-1.96%,"-27,392"
14,5876 上海商銀,41.45,-1.05,-2.47%,"-25,720"
15,2884 玉山金,35.80,+ 0.40,+1.13%,"-25,340"
16,9904 寶成,26.10,-0.05,-0.19%,"-24,474"
17,3576 聯合再生,18.05,+ 0.05,+0.28%,"-22,817"
18,2845 遠東銀,12.85,-0.10,-0.77%,"-22,731"
19,00988A主動統一全球創新,23.73,+ 0.77,+3.35%,"-22,353"
20,1216 統一,74.30,-0.20,-0.27%,"-22,215"
21,2633 台灣高鐵,25.95,-0.20,-0.76%,"-21,655"
22,2327 國巨*,"1,065.00",-15.00,-1.39%,"-18,469"
23,1409 新纖,28.15,+ 2.55,+9.96%,"-14,967"
24,2855 統一證,52.00,-0.20,-0.38%,"-13,733"
25,6239 力成,366.00,+ 2.50,+0.69%,"-13,539"
26,2356 英業達,67.80,+ 0.10,+0.15%,"-13,112"
27,2492 華新科,617.00,+ 56.00,+9.98%,"-12,276"
28,2464 盟立,173.00,+ 1.00,+0.58%,"-11,953"
29,8046 南電,864.00,-10.00,-1.14%,"-10,066"
30,1402 遠東新,28.80,-0.05,-0.17%,"-10,038"
31,2542 興富發,42.70,-2.05,-4.58%,"-9,785"
32,00688L國泰20年美債正2,7.03,-0.06,-0.85%,"-9,245"
33,2882 國泰金,113.00,-2.50,-2.16%,"-8,988"
34,2892 第一金,32.30,-0.30,-0.92%,"-8,126"
35,2342 茂矽,58.60,+ 3.40,+6.16%,"-7,961"
36,6153 嘉聯益,23.95,-0.50,-2.04%,"-7,673"
37,00997A主動群益美國增長,14.74,+ 0.31,+2.15%,"-7,555"
38,2332 友訊,18.95,-1.10,-5.49%,"-7,516"
39,4915 致伸,76.30,+ 0.40,+0.53%,"-7,372"
40,1513 中興電,181.00,+ 4.50,+2.55%,"-7,364"
41,2451 創見,309.50,-2.00,-0.64%,"-7,180"
42,1714 和桐,18.35,-2.00,-9.83%,"-6,703"
43,6209 今國光,97.20,+ 0.10,+0.10%,"-6,387"
44,2912 統一超,221.00,-2.50,-1.12%,"-6,057"
45,2504 國產,32.80,-0.80,-2.38%,"-5,790"
46,00984D主動聯博全球非投,10.11,0.00,0.00%,"-5,712"
47,2406 國碩,35.60,+ 0.75,+2.15%,"-5,684"
48,3036 文曄,225.00,+ 2.50,+1.12%,"-5,564"
49,2412 中華電,144.50,+ 0.50,+0.35%,"-5,537"
50,2605 新興,31.95,+ 0.95,+3.06%,"-5,490"
