Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00403A主動統一升級50,10.06,-0.21,-2.04%,"279,942"
2,2409 友達,26.55,+ 0.15,+0.57%,"92,354"
3,2892 第一金,36.85,+ 0.60,+1.66%,"68,907"
4,1326 台化,69.70,-3.10,-4.26%,"64,948"
5,2887 台新新光金,41.45,+ 0.25,+0.61%,"63,618"
6,2886 兆豐金,50.40,+ 1.40,+2.86%,"63,455"
7,2812 台中銀,19.45,+ 0.05,+0.26%,"55,897"
8,5880 合庫金,26.70,+ 0.40,+1.52%,"54,792"
9,009802富邦旗艦50,19.77,+ 0.02,+0.10%,"51,960"
10,2845 遠東銀,13.65,+ 0.65,+5.00%,"48,255"
11,2883 凱基金,35.90,+ 0.40,+1.13%,"47,585"
12,2880 華南金,43.45,+ 0.45,+1.05%,"47,182"
13,00407A主動凱基台灣,9.56,-0.22,-2.25%,"46,936"
14,1301 台塑,65.70,-1.10,-1.65%,"46,891"
15,2889 國票金,16.45,+ 0.45,+2.81%,"40,624"
16,2890 永豐金,42.60,+ 0.45,+1.07%,"39,787"
17,00878 國泰永續高股息,33.58,-0.07,-0.21%,"37,584"
18,00991A主動復華未來50,17.31,-0.62,-3.46%,"36,437"
19,2885 元大金,68.50,+ 1.80,+2.70%,"34,044"
20,009816凱基台灣TOP50,15.62,-0.03,-0.19%,"33,854"
21,00405A主動富邦台灣龍耀,8.57,-0.21,-2.39%,"31,717"
22,00982A主動群益台灣強棒,22.41,-0.59,-2.57%,"21,733"
23,2354 鴻準,63.70,-2.60,-3.92%,"20,365"
24,2884 玉山金,43.20,+ 2.70,+6.67%,"19,231"
25,2897 王道銀行,10.90,+ 0.20,+1.87%,"18,559"
26,1717 長興,76.80,-4.00,-4.95%,"18,482"
27,5876 上海商銀,45.95,+ 0.60,+1.32%,"16,988"
28,2834 臺企銀,17.10,-0.15,-0.87%,"16,349"
29,2801 彰銀,26.60,+ 0.90,+3.50%,"16,285"
30,00992A主動群益科技創新,18.04,-0.64,-3.43%,"16,136"
31,3045 台灣大,118.00,+ 2.00,+1.72%,"15,923"
32,1314 中石化,8.12,-0.10,-1.22%,"14,704"
33,1312 國喬,14.90,-0.35,-2.30%,"13,690"
34,1216 統一,75.60,-1.00,-1.31%,"12,374"
35,00935 野村臺灣新科技50,57.45,-0.35,-0.61%,"12,227"
36,2412 中華電,138.00,+ 0.50,+0.36%,"12,094"
37,2377 微星,150.50,-4.50,-2.90%,"12,026"
38,00981A主動統一台股增長,29.13,-0.60,-2.02%,"11,555"
39,3042 晶技,174.00,-6.00,-3.33%,"11,234"
40,00922 國泰台灣領袖50,41.43,-0.35,-0.84%,"11,196"
41,2464 盟立,222.00,+ 20.00,+9.90%,"11,070"
42,00927 群益半導體收益,36.23,-0.46,-1.25%,"10,764"
43,2618 長榮航,42.80,+ 0.65,+1.54%,"10,263"
44,9105 泰金寶-DR,8.54,+ 0.06,+0.71%,"10,181"
45,2356 英業達,65.00,-1.60,-2.40%,"10,100"
46,00900 富邦特選高股息30,19.53,-0.08,-0.41%,"10,095"
47,8150 南茂,89.10,-1.10,-1.22%,"10,059"
48,2610 華航,20.55,+ 0.10,+0.49%,"10,016"
49,00990A主動元大AI新經濟,14.65,-0.12,-0.81%,"9,920"
50,2891 中信金,67.50,+ 0.90,+1.35%,"9,844"
