Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2409 友達,20.20,+ 1.45,+7.73%,"140,153"
2,3481 群創,40.60,+ 3.65,+9.88%,"111,055"
3,2891 中信金,57.50,-0.30,-0.52%,"78,607"
4,2312 金寶,30.10,+ 1.80,+6.36%,"53,830"
5,2324 仁寶,30.35,+ 2.75,+9.96%,"43,000"
6,00878 國泰永續高股息,27.71,+ 0.78,+2.90%,"39,294"
7,2027 大成鋼,42.35,+ 1.20,+2.92%,"36,153"
8,6116 彩晶,10.80,+ 0.95,+9.64%,"28,472"
9,2489 瑞軒,46.80,+ 4.25,+9.99%,"28,340"
10,2603 長榮,212.00,-0.50,-0.24%,"27,390"
11,1303 南亞,87.30,+ 6.50,+8.04%,"26,463"
12,2882 國泰金,78.70,+ 0.80,+1.03%,"25,837"
13,1402 遠東新,27.20,+ 0.45,+1.68%,"23,251"
14,1717 長興,79.70,+ 7.00,+9.63%,"23,233"
15,00982A主動群益台灣強棒,22.10,+ 1.04,+4.94%,"23,094"
16,00992A主動群益科技創新,17.67,+ 0.99,+5.94%,"22,996"
17,00929 復華台灣科技優息,26.49,+ 1.42,+5.66%,"21,658"
18,1605 華新,35.50,+ 2.40,+7.25%,"21,473"
19,2353 宏碁,28.40,+ 0.95,+3.46%,"21,230"
20,3231 緯創,140.00,+ 7.50,+5.66%,"20,778"
21,00631L元大台灣50正2,31.58,+ 2.07,+7.01%,"20,119"
22,3714 富采,74.00,+ 6.60,+9.79%,"19,645"
23,6282 康舒,53.60,+ 2.80,+5.51%,"17,669"
24,0056 元大高股息,45.44,+ 1.40,+3.18%,"17,057"
25,00991A主動復華未來50,17.92,+ 0.99,+5.85%,"16,684"
26,00940 元大台灣價值高息,11.32,+ 0.26,+2.35%,"16,529"
27,9105 泰金寶-DR,6.14,+ 0.55,+9.84%,"16,117"
28,00990A主動元大AI新經濟,17.67,+ 1.10,+6.64%,"15,009"
29,009820元大納斯達克精選,10.17,+ 0.13,+1.29%,"13,348"
30,00988A主動統一全球創新,19.18,+ 0.96,+5.27%,"12,445"
31,009816凱基台灣TOP50,13.89,+ 0.55,+4.12%,"12,434"
32,2317 鴻海,247.50,+ 7.50,+3.13%,"11,284"
33,3189 景碩,554.00,+ 50.00,+9.92%,"11,154"
34,00919 群益台灣精選高息,26.53,+ 0.55,+2.12%,"10,922"
35,00999A主動野村臺灣高息,10.28,+ 0.29,+2.90%,"10,714"
36,6257 矽格,216.50,+ 9.50,+4.59%,"10,661"
37,0052 富邦科技,56.40,+ 1.95,+3.58%,"10,409"
38,2388 威盛,86.00,+ 4.30,+5.26%,"9,577"
39,00400A主動國泰動能高息,13.46,+ 0.74,+5.82%,"9,266"
40,2609 陽明,51.10,+ 0.80,+1.59%,"9,070"
41,00915 凱基優選高股息30,27.41,+ 0.41,+1.52%,"8,822"
42,00891 中信關鍵半導體,32.62,+ 1.40,+4.48%,"8,624"
43,3035 智原,208.00,+ 18.50,+9.76%,"8,053"
44,2610 華航,18.70,+ 0.50,+2.75%,"7,821"
45,00900 富邦特選高股息30,17.12,+ 0.58,+3.51%,"6,883"
46,009805新光美國電力基建,16.40,+ 0.30,+1.86%,"6,875"
47,3005 神基,102.00,+ 3.50,+3.55%,"6,610"
48,2401 凌陽,29.55,+ 2.65,+9.85%,"6,576"
49,6239 力成,257.50,+ 23.00,+9.81%,"6,501"
50,2356 英業達,54.10,+ 2.70,+5.25%,"6,270"
