Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00403A主動統一升級50,11.14,-0.01,-0.09%,"248,146"
2,00981A主動統一台股增長,32.05,+ 0.05,+0.16%,"223,034"
3,2882 國泰金,93.50,-1.50,-1.58%,"102,064"
4,2303 聯電,165.50,-3.50,-2.07%,"88,541"
5,2881 富邦金,119.50,-3.00,-2.45%,"63,751"
6,1314 中石化,8.99,+ 0.61,+7.28%,"58,771"
7,2883 凱基金,27.90,-0.40,-1.41%,"49,851"
8,1102 亞泥,36.40,+ 1.30,+3.70%,"48,596"
9,00991A主動復華未來50,20.64,-0.23,-1.10%,"43,861"
10,009816凱基台灣TOP50,15.78,-0.05,-0.32%,"41,515"
11,1802 台玻,70.40,-0.70,-0.98%,"41,382"
12,00405A主動富邦台灣龍耀,9.45,+ 0.06,+0.64%,"37,270"
13,1301 台塑,59.70,+ 5.40,+9.94%,"36,148"
14,00400A主動國泰動能高息,15.17,+ 0.09,+0.60%,"31,045"
15,2353 宏碁,32.00,-0.10,-0.31%,"24,374"
16,2449 京元電子,347.50,+ 16.50,+4.98%,"22,766"
17,1303 南亞,197.00,+ 14.00,+7.65%,"20,335"
18,00918 大華優利高填息30,31.82,-0.02,-0.06%,"19,310"
19,00712 復華富時不動產,8.76,-0.04,-0.45%,"16,899"
20,00982A主動群益台灣強棒,25.33,+ 0.35,+1.40%,"16,878"
21,8033 雷虎,186.00,0.00,0.00%,"16,687"
22,2324 仁寶,34.80,+ 0.20,+0.58%,"16,678"
23,2634 漢翔,54.60,-1.60,-2.85%,"13,836"
24,2301 光寶科,221.50,+ 2.00,+0.91%,"13,518"
25,2406 國碩,41.75,+ 1.55,+3.86%,"13,260"
26,00999A主動野村臺灣高息,11.06,+ 0.05,+0.45%,"13,093"
27,1312 國喬,14.45,+ 0.65,+4.71%,"12,740"
28,00990A主動元大AI新經濟,20.38,-0.85,-4.00%,"11,940"
29,00631L元大台灣50正2,38.88,-0.60,-1.52%,"11,835"
30,0050 元大台灣50,108.80,-0.55,-0.50%,"11,729"
31,2105 正新,31.70,+ 1.60,+5.32%,"11,604"
32,3036 文曄,217.50,+ 6.50,+3.08%,"11,389"
33,2515 中工,13.65,+ 0.35,+2.63%,"10,871"
34,1313 聯成,13.00,+ 0.80,+6.56%,"10,021"
35,4938 和碩,83.20,+ 0.60,+0.73%,"9,772"
36,3005 神基,102.50,-4.00,-3.76%,"9,506"
37,4526 東台,42.00,+ 0.85,+2.07%,"9,158"
38,6257 矽格,251.00,+ 6.00,+2.45%,"9,003"
39,2812 台中銀,20.15,+ 0.25,+1.26%,"8,986"
40,3605 宏致,90.10,+ 4.50,+5.26%,"8,738"
41,00891 中信關鍵半導體,37.98,+ 0.12,+0.32%,"8,596"
42,1409 新纖,28.20,+ 2.55,+9.94%,"8,430"
43,3711 日月光投控,727.00,+ 24.00,+3.41%,"8,193"
44,2464 盟立,183.50,-6.50,-3.42%,"8,165"
45,6239 力成,333.50,-2.00,-0.60%,"8,121"
46,00980A主動野村臺灣優選,24.95,+ 0.04,+0.16%,"7,742"
47,8150 南茂,108.50,+ 1.50,+1.40%,"7,625"
48,00407A主動凱基台灣,10.01,+ 0.06,+0.60%,"7,576"
49,00992A主動群益科技創新,19.07,+ 0.10,+0.53%,"7,387"
50,2484 希華,87.70,+ 7.90,+9.90%,"6,602"
