Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00403A主動統一升級50,9.84,-0.16,-1.60%,"1,404,138","8,838,287","-7,434,148"
2,00999A主動野村臺灣高息,10.19,-0.07,-0.68%,"230,522","1,200,329","-969,807"
3,009816凱基台灣TOP50,13.65,-0.09,-0.66%,"347,805","990,476","-642,671"
4,00981A主動統一台股增長,28.24,-0.18,-0.63%,"736,080","1,329,901","-593,821"
5,00982A主動群益台灣強棒,22.52,-0.03,-0.13%,"134,206","507,152","-372,946"
6,00891 中信關鍵半導體,33.90,-0.25,-0.73%,"109,464","454,316","-344,852"
7,00631L元大台灣50正2,30.91,-0.35,-1.12%,"192,599","522,114","-329,515"
8,00988A主動統一全球創新,19.26,-0.26,-1.33%,"166,522","436,113","-269,591"
9,00991A主動復華未來50,17.60,-0.05,-0.28%,"177,845","435,372","-257,527"
10,0050 元大台灣50,94.90,-0.50,-0.52%,"159,586","403,416","-243,830"
11,2002 中鋼,18.20,+ 0.05,+0.28%,"86,052","206,041","-119,989"
12,00992A主動群益科技創新,17.29,-0.13,-0.75%,"243,006","341,027","-98,021"
13,2324 仁寶,28.25,-0.40,-1.40%,"170,124","264,601","-94,476"
14,00400A主動國泰動能高息,13.05,-0.15,-1.14%,"139,321","224,625","-85,303"
15,2449 京元電子,295.00,-4.50,-1.50%,"62,317","147,432","-85,115"
16,2834 臺企銀,15.85,-0.05,-0.31%,"116,956","200,707","-83,751"
17,00980A主動野村臺灣優選,22.82,-0.25,-1.08%,"38,446","118,244","-79,797"
18,00990A主動元大AI新經濟,17.40,-0.27,-1.53%,"91,445","155,531","-64,085"
19,2801 彰銀,20.20,-0.05,-0.25%,"64,036","126,001","-61,964"
20,00673R期元大S＆P原油反1,11.27,-0.58,-4.89%,"76,803","132,301","-55,497"
21,00953B群益優選非投等債,9.57,+ 0.02,+0.21%,"152,511","201,128","-48,617"
22,00997A主動群益美國增長,12.19,-0.18,-1.46%,"84,323","130,341","-46,017"
23,2812 台中銀,18.85,+ 0.10,+0.53%,"45,721","90,890","-45,168"
24,2890 永豐金,30.00,-0.20,-0.66%,"135,173","178,778","-43,605"
25,1301 台塑,45.90,+ 0.20,+0.44%,"43,630","86,968","-43,337"
26,00994A主動第一金台股優,16.70,-0.23,-1.36%,"47,498","89,815","-42,316"
27,00878 國泰永續高股息,27.80,-0.10,-0.36%,"244,699","286,547","-41,848"
28,1802 台玻,64.80,-0.20,-0.31%,"113,249","151,103","-37,853"
29,3714 富采,67.90,+ 0.70,+1.04%,"40,295","76,222","-35,927"
30,1326 台化,45.25,+ 0.80,+1.80%,"55,704","90,608","-34,904"
31,00712 復華富時不動產,8.77,-0.05,-0.57%,"53,393","84,102","-30,708"
32,1303 南亞,84.20,-1.10,-1.29%,"162,846","193,517","-30,671"
33,5880 合庫金,22.70,-0.15,-0.66%,"52,051","82,456","-30,404"
34,009805新光美國電力基建,16.93,-0.17,-0.99%,"53,836","84,115","-30,279"
35,00935 野村臺灣新科技50,53.25,+ 0.05,+0.09%,"26,936","56,923","-29,986"
36,2330 台積電,"2,240.00",-25.00,-1.10%,"82,822","112,760","-29,938"
37,2354 鴻準,58.60,-0.80,-1.35%,"36,773","65,392","-28,619"
38,00927 群益半導體收益,34.90,-0.12,-0.34%,"44,601","72,118","-27,516"
39,2313 華通,259.00,+ 23.50,+9.98%,"144,753","171,383","-26,629"
40,2887 台新新光金,23.45,-0.35,-1.47%,"532,432","558,528","-26,095"
41,9904 寶成,26.35,+ 0.35,+1.35%,"46,178","72,265","-26,086"
42,2337 旺宏,160.00,-2.50,-1.54%,"236,638","262,425","-25,786"
43,00947 台新臺灣IC設計,35.25,-0.44,-1.23%,"28,817","54,202","-25,385"
44,2609 陽明,48.55,+ 0.50,+1.04%,"34,914","59,931","-25,017"
45,4960 誠美材,33.50,-0.75,-2.19%,"29,484","54,073","-24,588"
46,2329 華泰,54.10,-2.40,-4.25%,"22,566","46,633","-24,066"
47,1504 東元,68.30,-1.10,-1.59%,"39,042","62,594","-23,551"
48,8112 至上,84.10,+ 2.50,+3.06%,"41,821","64,981","-23,160"
49,1717 長興,73.80,-4.90,-6.23%,"55,026","78,094","-23,068"
50,3231 緯創,135.50,0.00,0.00%,"124,937","147,222","-22,284"
