Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00406A主動中信台灣收益,9.68,-0.16,-1.63%,"30,926","176,629","-145,702"
2,00929 復華台灣科技優息,28.87,-0.33,-1.13%,"11,887","68,582","-56,695"
3,00878 國泰永續高股息,32.38,-0.36,-1.10%,"13,983","66,157","-52,173"
4,00881 國泰台灣科技龍頭,49.48,-1.07,-2.12%,"14,919","65,630","-50,711"
5,00685L群益臺灣加權正2,11.44,-0.40,-3.38%,"21,186","58,994","-37,807"
6,6770 力積電,69.70,-4.90,-6.57%,"11,483","46,850","-35,366"
7,2409 友達,26.35,-0.90,-3.30%,"10,415","42,272","-31,857"
8,2885 元大金,64.00,-1.70,-2.59%,"9,067","33,772","-24,705"
9,2337 旺宏,122.00,-7.50,-5.79%,"17,396","38,075","-20,678"
10,3481 群創,49.50,-1.70,-3.32%,"17,149","37,500","-20,350"
11,00961 FT臺灣永續高息,13.00,-0.11,-0.84%,"5,684","25,727","-20,042"
12,009826貝萊德世界股票,10.18,-0.10,-0.97%,"7,954","25,780","-17,826"
13,00891 中信關鍵半導體,33.88,-0.80,-2.31%,"5,431","23,133","-17,702"
14,00631L元大台灣50正2,34.81,-1.14,-3.17%,"12,446","29,724","-17,278"
15,2324 仁寶,40.60,-1.05,-2.52%,"24,835","40,877","-16,041"
16,00673R期元大S＆P原油反1,12.32,-0.48,-3.75%,"6,001","20,127","-14,126"
17,0050 元大台灣50,104.90,-1.55,-1.46%,"8,014","22,071","-14,057"
18,2317 鴻海,249.00,-6.00,-2.35%,"10,483","24,449","-13,965"
19,00984D主動聯博全球非投,10.05,-0.03,-0.30%,"11,210","24,606","-13,395"
20,009816凱基台灣TOP50,15.31,-0.21,-1.35%,"13,226","25,217","-11,991"
21,00982A主動群益台灣強棒,22.14,-0.67,-2.94%,"5,021","15,913","-10,892"
22,00923 群益台ESG低碳50,39.18,-0.66,-1.66%,"2,633","12,875","-10,242"
23,3231 緯創,181.00,-6.00,-3.21%,"7,229","16,635","-9,406"
24,2303 聯電,119.00,-2.50,-2.06%,"8,822","17,815","-8,992"
25,4958 臻鼎-KY,474.00,-29.00,-5.77%,"1,936","10,510","-8,574"
26,2481 強茂,139.50,-5.00,-3.46%,"2,020","9,738","-7,717"
27,9105 泰金寶-DR,8.42,-0.40,-4.54%,"4,722","11,797","-7,074"
28,2449 京元電子,236.00,-12.50,-5.03%,"2,444","9,452","-7,007"
29,3042 晶技,178.50,-17.00,-8.70%,"2,143","8,988","-6,845"
30,2426 鼎元,67.10,-6.10,-8.33%,"1,943","7,839","-5,895"
31,2327 國巨*,576.00,-32.00,-5.26%,"1,680","7,074","-5,394"
32,00927 群益半導體收益,35.65,-0.75,-2.06%,"1,919","6,787","-4,867"
33,00953B群益優選非投等債,9.66,-0.01,-0.10%,"8,527","12,997","-4,469"
34,00918 大華優利高填息30,33.79,-0.30,-0.88%,"1,941","6,359","-4,417"
35,00664R國泰臺灣加權反1,1.64,+ 0.02,+1.23%,"22,091","26,356","-4,264"
36,00712 復華富時不動產,8.83,-0.04,-0.45%,"3,077","7,179","-4,102"
37,3702 大聯大,106.50,-4.50,-4.05%,"2,455","6,393","-3,937"
38,1802 台玻,56.50,-2.30,-3.91%,"2,158","6,006","-3,847"
39,00680L元大美債20正2,6.27,-0.11,-1.72%,"6,149","9,776","-3,627"
40,2356 英業達,64.90,-1.80,-2.70%,"1,629","5,218","-3,588"
41,1101 台泥,24.10,-0.10,-0.41%,"7,787","11,320","-3,532"
42,2353 宏碁,30.55,-0.90,-2.86%,"3,115","6,464","-3,348"
43,2883 凱基金,30.95,-0.45,-1.43%,"31,374","34,722","-3,348"
44,9904 寶成,24.50,-0.30,-1.21%,"3,893","7,204","-3,311"
45,2371 大同,26.75,-0.70,-2.55%,"2,160","5,465","-3,304"
46,1605 華新,37.10,-1.40,-3.64%,"3,115","6,326","-3,210"
47,2323 中環,11.10,-0.60,-5.13%,"3,213","6,322","-3,108"
48,00980A主動野村臺灣優選,24.47,-0.51,-2.04%,"5,512","8,621","-3,108"
49,3711 日月光投控,599.00,-16.00,-2.60%,"5,501","8,608","-3,107"
50,2455 全新,417.50,+ 0.50,+0.12%,"3,267","6,318","-3,051"
