Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,2303 聯電,139.00,+ 4.50,+3.35%,"176,786","259,729","-82,944"
2,00632R元大台灣50反1,10.39,-0.09,-0.86%,"160,695","202,717","-42,022"
3,2884 玉山金,36.05,-0.90,-2.44%,"35,080","66,290","-31,210"
4,3481 群創,52.50,+ 1.80,+3.55%,"288,973","317,038","-28,065"
5,2887 台新新光金,34.60,-0.10,-0.29%,"54,219","82,021","-27,803"
6,2885 元大金,63.10,+ 1.80,+2.94%,"43,273","67,691","-24,419"
7,2327 國巨*,703.00,+ 33.00,+4.93%,"75,283","96,164","-20,881"
8,3026 禾伸堂,663.00,-19.00,-2.79%,"2,352","20,337","-17,985"
9,00981A主動統一台股增長,28.50,+ 0.78,+2.81%,"183,415","199,589","-16,174"
10,2891 中信金,64.00,+ 1.30,+2.07%,"35,795","50,352","-14,556"
11,2484 希華,72.10,+ 0.60,+0.84%,"18,356","30,210","-11,854"
12,2812 台中銀,20.45,0.00,0.00%,"19,850","31,543","-11,693"
13,2615 萬海,85.10,-0.10,-0.12%,"15,974","26,374","-10,400"
14,2609 陽明,51.40,+ 0.50,+0.98%,"17,484","27,795","-10,311"
15,6477 安集,40.15,-2.20,-5.19%,"11,734","21,753","-10,020"
16,2892 第一金,34.40,-0.05,-0.15%,"31,044","40,358","-9,313"
17,2492 華新科,300.00,+ 27.00,+9.89%,"3,035","12,267","-9,233"
18,00712 復華富時不動產,8.90,-0.01,-0.11%,"14,228","22,658","-8,430"
19,1303 南亞,208.00,+ 12.50,+6.39%,"114,338","122,062","-7,724"
20,00676R富邦臺灣加權反1,5.72,-0.05,-0.87%,"7,449","15,139","-7,690"
21,00671R富邦NASDAQ反1,2.48,0.00,0.00%,"4,616","12,177","-7,561"
22,2867 三商壽,9.28,-0.23,-2.42%,"13,727","21,125","-7,397"
23,2344 華邦電,171.00,+ 15.50,+9.97%,"97,387","104,784","-7,397"
24,0052 富邦科技,60.60,+ 0.30,+0.50%,"22,695","30,091","-7,396"
25,2603 長榮,206.00,+ 3.00,+1.48%,"11,781","19,177","-7,395"
26,2886 兆豐金,48.20,-0.40,-0.82%,"24,692","31,763","-7,071"
27,00665L富邦恒生國企正2,9.09,-0.25,-2.68%,"13,592","20,651","-7,059"
28,3045 台灣大,112.50,+ 0.50,+0.45%,"9,559","16,333","-6,775"
29,00664R國泰臺灣加權反1,1.69,0.00,0.00%,"33,965","40,737","-6,772"
30,2408 南亞科,445.50,+ 40.50,+10.00%,"63,907","70,571","-6,664"
31,5880 合庫金,25.55,-0.15,-0.58%,"13,282","19,809","-6,527"
32,8021 尖點,418.50,+ 38.00,+9.99%,"4,499","10,125","-5,626"
33,3005 神基,114.50,-2.00,-1.72%,"5,194","10,272","-5,078"
34,2412 中華電,138.50,-0.50,-0.36%,"13,465","18,420","-4,954"
35,9105 泰金寶-DR,8.68,-0.08,-0.91%,"21,385","25,803","-4,418"
36,3532 台勝科,468.00,+ 34.50,+7.96%,"14,308","18,628","-4,320"
37,00637L元大滬深300正2,21.37,+ 0.47,+2.25%,"26,819","31,022","-4,203"
38,2388 威盛,74.90,+ 2.70,+3.74%,"11,063","15,118","-4,054"
39,4566 時碩工業,68.40,-0.60,-0.87%,"2,889","6,551","-3,662"
40,1709 和益,27.90,-0.20,-0.71%,"5,227","8,793","-3,566"
41,00997A主動群益美國增長,11.65,+ 0.16,+1.39%,"11,626","15,137","-3,511"
42,1101 台泥,23.85,-0.20,-0.83%,"15,250","18,662","-3,412"
43,00922 國泰台灣領袖50,39.80,+ 0.74,+1.89%,"10,215","13,600","-3,385"
44,00980A主動野村臺灣優選,23.00,+ 0.74,+3.32%,"6,496","9,737","-3,241"
45,00993A主動安聯台灣,12.82,+ 0.46,+3.72%,"7,856","10,943","-3,087"
46,2646 星宇航空,21.40,-0.60,-2.73%,"8,176","11,226","-3,050"
47,00865B國泰US短期公債,49.45,+ 0.15,+0.30%,"3,419","6,376","-2,958"
48,2489 瑞軒,31.60,+ 0.95,+3.10%,"6,021","8,837","-2,816"
49,1402 遠東新,27.20,-0.15,-0.55%,"15,943","18,717","-2,774"
50,2208 台船,20.10,-1.25,-5.85%,"10,921","13,532","-2,611"
